seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,a_true,q_true,c_true,G_fit,a_fit,q_fit,c_fit
0,17,4,G|a|q|c,0.3,188,188,1,199,446.41,5,1.0,0.0,0.5688347305993835,5.945311094740431,0.3926028050023935,-0.0654188054770879
1,17,4,G|a|q|c,0.3,94,94,1,201,443.13,5,1.0,0.0,0.35107633980838254,5.7564172283507915,0.8474523204313492,-0.45872082598949426
2,17,4,G|a|q|c,0.3,33,33,1,68,145.82,5,1.0,0.0,0.33713659697384707,5.300659282258062,0.8183407330055172,-0.007903824434720652
3,17,4,G|a|q|c,0.3,198,43,0,201,456.06,5,1.0,0.0,0.1338085526290619,4.512170437988658,1.3949919483659543,-1.5169660932214057
4,17,4,G|a|q|c,0.3,220,5,0,201,483.43,5,1.0,0.0,0.017361432800592363,4.377758494974995,1.5150877874541109,-1.3575354194740705
5,17,4,G|a|q|c,0.3,107,107,1,201,462.05,5,1.0,0.0,0.466716449377501,5.39859835088922,0.594725825296474,0.32562138802488105
6,17,4,G|a|q|c,0.3,115,115,1,201,475.79,5,1.0,0.0,0.17529989653348552,4.119372288366153,2.464195172051455,-1.388054429912735
7,17,4,G|a|q|c,0.3,47,47,1,201,472.55,5,1.0,0.0,0.3727210602783159,4.361675278628733,0.8330964434018477,0.5997359342888323
8,17,4,G|a|q|c,0.3,130,44,0,201,452.97,5,1.0,0.0,0.1444286772682639,5.048360474508954,1.197702717864554,0.4570637117068645
9,17,4,G|a|q|c,0.3,54,54,1,201,450.86,5,1.0,0.0,0.15915573001128178,3.9031571139623362,2.370538424491285,-1.4227078408658878
10,17,4,G|a|q|c,0.3,24,24,1,201,444.48,5,1.0,0.0,0.18794929215194783,4.657513808573982,1.8203802530178161,0.7651289465336133
11,17,4,G|a|q|c,0.3,169,169,1,201,447.77,5,1.0,0.0,0.1794449759534713,4.485066328510981,1.6194896520153925,-2.435552678040032
12,17,4,G|a|q|c,0.3,18,80,0,201,450.17,5,1.0,0.0,0.014101734079163953,4.466012149463582,1.033857919976994,1.7379567514656646
13,17,4,G|a|q|c,0.3,167,167,1,83,191.14,5,1.0,0.0,0.33809380066433603,5.0155242700494105,0.7587491459856487,-0.12524210083942733
14,17,4,G|a|q|c,0.3,29,29,1,49,101.8,5,1.0,0.0,0.28270445234650127,4.743195666289817,1.1162170325908138,-0.01787588501901419
15,17,4,G|a|q|c,0.3,176,176,1,201,453.85,5,1.0,0.0,0.37875402033088057,5.268759254393625,0.7219420412150067,-0.6332698074779588
16,17,4,G|a|q|c,0.3,236,213,0,201,439.63,5,1.0,0.0,0.025228204895518726,5.329237834785037,0.1524536528749413,1.0601534010648772
