seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,a_true,q_true,c_true,G_fit,a_fit,q_fit,c_fit
0,16,4,G|a|q|c,0.1,45,188,0,201,358.86,5,1.0,0.0,0.017723344916571317,5.515675367215421,0.6161864933411906,0.9101311697256408
1,16,4,G|a|q|c,0.1,219,94,0,201,343.07,5,1.0,0.0,0.035245500139405236,3.700327340943256,2.9871112803011397,-0.3016726509323651
2,16,4,G|a|q|c,0.1,209,33,0,201,349.08,5,1.0,0.0,0.047212489727092105,4.815185497552673,1.4953155694964284,-0.74967070448062
3,16,4,G|a|q|c,0.1,218,43,0,201,346.83,5,1.0,0.0,0.005991377506684109,3.876824124348784,2.530745208297753,-0.2489012296825911
4,16,4,G|a|q|c,0.1,220,5,0,201,346.28,5,1.0,0.0,0.014261187486975555,4.127838229382906,1.8827018892674712,-1.719939582530726
5,16,4,G|a|q|c,0.1,169,107,0,201,348.19,5,1.0,0.0,0.18222944763371354,5.550374855550619,0.2816132905680694,-0.47229273394238874
6,16,4,G|a|q|c,0.1,95,115,0,201,348.41,5,1.0,0.0,0.06138961289985815,4.262842380227023,2.236870986353106,-2.34239694827377
7,16,4,G|a|q|c,0.1,12,47,0,201,347.65,5,1.0,0.0,0.0624961809114369,4.497110792841666,1.1734690473602527,1.1653191941711023
8,16,4,G|a|q|c,0.1,78,44,0,201,346.74,5,1.0,0.0,0.011798939839812448,3.6591920144279264,3.4013253232774048,-0.5780725521370166
9,16,4,G|a|q|c,0.1,206,54,0,201,349.38,5,1.0,0.0,0.0616669034987255,4.4252562896694005,1.7802566259647434,-1.5558063743067125
10,16,4,G|a|q|c,0.1,209,24,0,201,350.02,5,1.0,0.0,0.05004345905425559,4.2544224463322164,2.4064009554759096,0.5076165358477289
11,16,4,G|a|q|c,0.1,63,169,0,201,349.03,5,1.0,0.0,0.010628088408550574,5.52311199089713,0.4552431497363961,-1.5381872579820262
12,16,4,G|a|q|c,0.1,225,80,0,201,349.47,5,1.0,0.0,0.02051043136220525,3.7437354901278974,1.8451922181498333,2.3573164429383238
13,16,4,G|a|q|c,0.1,167,167,1,201,346.3,5,1.0,0.0,0.12101793274998385,5.316315314513991,0.43228732886248783,-0.2830437598470635
14,16,4,G|a|q|c,0.1,251,29,0,201,341.98,5,1.0,0.0,0.03953977382377933,4.658051340689366,1.1592136005490707,0.4950729784521096
15,16,4,G|a|q|c,0.1,82,176,0,201,338.82,5,1.0,0.0,0.001357182604720782,4.113929734360103,2.428035944469879,-2.9094190460606946
16,16,4,G|a|q|c,0.1,72,213,0,201,334.55,5,1.0,0.0,0.0023471239324157588,4.398132207077402,1.3540490791976378,0.2864520918439209
17,16,4,G|a|q|c,0.1,178,78,0,201,343.77,5,1.0,0.0,0.016306426209170506,5.001762611167307,1.363469937381294,-1.4937734498399304
18,16,4,G|a|q|c,0.1,124,236,0,201,375.86,5,1.0,0.0,0.0035885225765925448,3.6343802148436466,2.5538838215323314,-0.6096561117096442
19,16,4,G|a|q|c,0.1,176,93,0,76,136.8,5,1.0,0.0,0.0052950468902565615,3.6111758822153353,2.802852484508608,1.4914016091519344
20,16,4,G|a|q|c,0.1,90,230,0,201,370.93,5,1.0,0.0,0.026431424668668872,5.189840804632484,0.7727812235977979,1.6695549142427009
21,16,4,G|a|q|c,0.1,125,23,0,199,362.36,5,1.0,0.0,0.014711667085286394,3.7389094269391094,2.3589161874072824,0.0014704760789822247
22,16,4,G|a|q|c,0.1,55,230,0,201,372.97,5,1.0,0.0,0.009531813753280948,4.83327338646766,1.202265590449512,0.9347441309584897
23,16,4,G|a|q|c,0.1,236,228,0,101,182.56,5,1.0,0.0,0.0032415945262760236,4.217200292605277,2.494990807467184,-2.2829667378880005
24,16,4,G|a|q|c,0.1,192,128,0,201,383.31,5,1.0,0.0,0.020519394359817634,6.228354586300971,-0.123800656011091,-1.4144439191304452
