seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,a_true,q_true,G_fit,a_fit,q_fit
0,11,3,G|a|q,0.1,247,188,0,201,308.3,5,1.0,0.2747939129283294,4.326115344002465,2.28552815789842
1,11,3,G|a|q,0.1,103,94,0,201,294.36,5,1.0,0.7908694047003711,3.497705689749102,3.4097586728253506
2,11,3,G|a|q,0.1,242,33,0,201,295.12,5,1.0,0.06568032265268595,4.737134059343193,1.4423418942713189
3,11,3,G|a|q,0.1,139,43,0,201,296.51,5,1.0,0.8081288139070364,3.568141949846082,3.024498558388702
4,11,3,G|a|q,0.1,169,5,0,182,259.49,5,1.0,0.1380776721659715,3.848973305650985,2.0673606677623804
5,11,3,G|a|q,0.1,169,107,0,201,290.74,5,1.0,0.18929969579182593,4.717242405170745,1.177196668336237
6,11,3,G|a|q,0.1,104,115,0,183,258.95,5,1.0,0.05605758770074447,4.158935243642944,2.2908666419044943
7,11,3,G|a|q,0.1,135,47,0,201,293.73,5,1.0,0.54455721710193,3.4487928161715797,2.9254106226685135
8,11,3,G|a|q,0.1,130,44,0,143,201.0,5,1.0,0.09918378156104907,3.6231538740380542,3.3898743995837957
9,11,3,G|a|q,0.1,116,54,0,201,288.38,5,1.0,0.20853487334607285,4.401114888968167,1.4365477295125346
10,11,3,G|a|q,0.1,213,24,0,201,291.93,5,1.0,0.9755400063465116,4.268067959692299,2.449909237972305
11,11,3,G|a|q,0.1,129,169,0,201,286.84,5,1.0,0.16940601321948914,4.610938594607317,1.4054731212929839
12,11,3,G|a|q,0.1,223,80,0,201,286.07,5,1.0,0.25522728281287693,3.8907037901800674,2.018428768970663
13,11,3,G|a|q,0.1,245,167,0,201,291.22,5,1.0,0.6214281889807042,4.045450744376387,1.8064433342278574
14,11,3,G|a|q,0.1,30,29,0,162,231.41,5,1.0,0.08352108235645826,3.7633992499544244,2.453431306961871
15,11,3,G|a|q,0.1,78,176,0,201,288.13,5,1.0,0.2637326030521342,4.531020790801539,1.4485931056944525
16,11,3,G|a|q,0.1,189,213,0,201,287.04,5,1.0,0.6712459010147236,3.945427099112223,2.021292922485233
17,11,3,G|a|q,0.1,178,78,0,159,229.71,5,1.0,0.13068322605002675,4.311495097891489,2.212389639999989
18,11,3,G|a|q,0.1,236,236,1,188,270.11,5,1.0,0.09983165162795149,3.3955291699244463,3.0105396214651132
19,11,3,G|a|q,0.1,29,93,0,195,280.43,5,1.0,0.10208205791618519,3.1375783463503457,3.8144952634663154
20,11,3,G|a|q,0.1,50,230,0,201,287.64,5,1.0,0.4211751566929679,3.568526769028417,3.3901276091304333
21,11,3,G|a|q,0.1,163,23,0,183,261.0,5,1.0,0.18361498667566495,3.8365270988591083,2.189483704435225
22,11,3,G|a|q,0.1,58,230,0,181,260.78,5,1.0,0.14509206973819216,3.703185813957885,3.062014141558822
23,11,3,G|a|q,0.1,72,228,0,201,285.9,5,1.0,0.05595737542292888,4.487296819503522,1.7637984019269513
24,11,3,G|a|q,0.1,110,128,0,201,290.01,5,1.0,0.5997557054164642,4.1213885853401795,2.214212748184294
25,11,3,G|a|q,0.1,216,33,0,133,189.55,5,1.0,0.13263854677641027,3.8839065434429805,2.660337285107575
26,11,3,G|a|q,0.1,149,127,0,201,288.37,5,1.0,0.38454581826527157,3.878895204399931,2.372017779753313
27,11,3,G|a|q,0.1,116,205,0,183,264.18,5,1.0,0.17487988335749666,3.5261318286481753,3.063792952287771
28,11,3,G|a|q,0.1,16,90,0,201,288.96,5,1.0,0.4793169467689073,4.337500041807435,2.0147775711104012
29,11,3,G|a|q,0.1,83,98,0,178,257.5,5,1.0,0.26587761035881186,3.7522547774731927,2.276091311965996
30,11,3,G|a|q,0.1,126,181,0,201,289.46,5,1.0,0.4340132148339379,4.474867634733995,1.4826186449488177
31,11,3,G|a|q,0.1,144,165,0,201,289.59,5,1.0,0.6655858151904548,3.9438204409834543,2.11895592738944
32,11,3,G|a|q,0.1,162,73,0,201,289.94,5,1.0,0.6073656000078078,3.8288264039759325,2.0988405548749323
33,11,3,G|a|q,0.1,227,136,0,201,288.78,5,1.0,0.5344400003010243,4.831665394963827,1.248584136324181
34,11,3,G|a|q,0.1,171,246,0,201,288.34,5,1.0,0.19029640078308685,4.658195302389795,1.7599046468553066
35,11,3,G|a|q,0.1,79,182,0,62,85.08,5,1.0,0.10298890844265238,3.4812666920353856,3.5210946513236703
36,11,3,G|a|q,0.1,181,50,0,159,230.11,5,1.0,0.43322571800259385,3.0175903764806247,3.4146297010739857
37,11,3,G|a|q,0.1,230,252,0,200,285.02,5,1.0,0.07099045421831895,3.5217789623485,2.803772189429128
38,11,3,G|a|q,0.1,216,183,0,201,290.61,5,1.0,0.7128577479904054,3.9857029173537617,2.3211978009699012
39,11,3,G|a|q,0.1,193,44,0,201,285.06,5,1.0,0.11645837227186312,3.973647544789879,2.0116611067266694
40,11,3,G|a|q,0.1,144,9,0,201,291.37,5,1.0,0.27778985209221735,3.5213987666440123,3.1245808179891172
41,11,3,G|a|q,0.1,157,30,0,184,269.94,5,1.0,0.16216113944961202,4.013545653776548,2.138745615936487
42,11,3,G|a|q,0.1,188,188,1,180,260.86,5,1.0,0.1109536767070058,3.7284156924868666,3.3135276065302306
43,11,3,G|a|q,0.1,42,32,0,201,296.2,5,1.0,0.447159312317269,3.627685050175623,3.2461745293272966
44,11,3,G|a|q,0.1,248,177,0,132,191.86,5,1.0,0.14746173228764553,4.1534218711154995,2.20610094458221
45,11,3,G|a|q,0.1,111,207,0,183,271.73,5,1.0,0.3100605355034011,4.026665142311311,2.1410462166984
46,11,3,G|a|q,0.1,8,203,0,196,281.02,5,1.0,0.18295730378624137,3.4184772133384236,3.1398191438744294
47,11,3,G|a|q,0.1,24,110,0,146,198.44,5,1.0,0.086046749140396,4.061180562502056,2.527342758196015
