seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,G_fit
0,1,1,G,0.1,188,188,1,92,239.35,0.09053796443593319
1,1,1,G,0.1,94,94,1,59,138.49,0.09581048878825088
2,1,1,G,0.1,33,33,1,42,101.89,0.09613772559065269
3,1,1,G,0.1,43,43,1,94,223.72,0.10377211164536691
4,1,1,G,0.1,5,5,1,201,496.75,0.9995402267909621
5,1,1,G,0.1,107,107,1,70,170.51,0.09350965292456569
6,1,1,G,0.1,115,115,1,92,235.28,0.1114228122922332
7,1,1,G,0.1,47,47,1,53,135.58,0.1051281489509462
8,1,1,G,0.1,44,44,1,201,506.24,0.9978417054202646
9,1,1,G,0.1,54,54,1,73,189.02,0.10653020003522437
10,1,1,G,0.1,24,24,1,61,152.39,0.10610587604357323
11,1,1,G,0.1,169,169,1,201,473.05,0.3491632454123565
12,1,1,G,0.1,80,80,1,88,195.21,0.10139257929083646
13,1,1,G,0.1,167,167,1,73,169.92,0.09908905560526068
14,1,1,G,0.1,29,29,1,68,162.52,0.10432470844396713
15,1,1,G,0.1,176,176,1,75,153.42,0.09018628733898208
16,1,1,G,0.1,213,213,1,61,96.53,0.10184126705613754
17,1,1,G,0.1,78,78,1,87,204.54,0.0930409032009199
18,1,1,G,0.1,236,236,1,73,148.84,0.10251617077082724
19,1,1,G,0.1,93,93,1,53,113.44,0.10079496552196927
20,1,1,G,0.1,230,230,1,201,472.96,0.10415589242250815
21,1,1,G,0.1,23,23,1,90,198.41,0.09974929760041276
22,1,1,G,0.1,230,230,1,74,167.29,0.09245144516944451
23,1,1,G,0.1,228,228,1,68,163.67,0.12297763236358299
24,1,1,G,0.1,128,128,1,73,166.11,0.09433107122340934
25,1,1,G,0.1,33,33,1,112,252.3,0.1038404335609526
26,1,1,G,0.1,127,127,1,65,145.54,0.11343638068633857
27,1,1,G,0.1,205,205,1,55,129.0,0.10252164868830214
28,1,1,G,0.1,90,90,1,201,468.45,0.9986310807772835
29,1,1,G,0.1,98,98,1,90,200.91,0.09588066623944837
30,1,1,G,0.1,181,181,1,57,128.68,0.10380603828321333
31,1,1,G,0.1,165,165,1,101,229.49,0.09845590272680362
32,1,1,G,0.1,73,73,1,82,192.28,0.1044744700991102
33,1,1,G,0.1,136,136,1,80,184.72,0.1025715961631468
34,1,1,G,0.1,246,246,1,77,191.35,0.10121900782435662
35,1,1,G,0.1,182,182,1,68,158.58,0.1051169371520934
36,1,1,G,0.1,50,50,1,37,69.77,0.09514152661614911
37,1,1,G,0.1,252,252,1,181,403.27,0.12031585874077086
38,1,1,G,0.1,183,183,1,79,176.19,0.100301362392165
39,1,1,G,0.1,44,44,1,73,168.15,0.08332418779863826
40,1,1,G,0.1,9,9,1,84,194.18,0.10799328974685493
41,1,1,G,0.1,30,30,1,44,101.71,0.10075201317111357
42,1,1,G,0.1,188,188,1,60,132.42,0.09706835138139207
43,1,1,G,0.1,32,32,1,52,121.87,0.10226386988099119
44,1,1,G,0.1,177,177,1,74,168.59,0.09955828829391744
45,1,1,G,0.1,207,207,1,72,161.78,0.0921417135225043
46,1,1,G,0.1,203,203,1,156,355.69,0.10301740427617799
47,1,1,G,0.1,110,110,1,201,470.12,0.29592963164095365
48,1,1,G,0.1,167,167,1,201,442.26,0.12904515799967617
49,1,1,G,0.1,173,173,1,140,325.12,0.10275778199561127
