seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,q_true,G_fit,q_fit
0,24,5,G|q,0.7,188,188,1,60,121.96,1.0,0.6999987361840109,0.9993943859204819
1,24,5,G|q,0.7,94,94,1,84,154.91,1.0,0.7000479938628884,1.0003723197345473
2,24,5,G|q,0.7,33,33,1,102,189.46,1.0,0.7000925507261394,1.0004422561262198
3,24,5,G|q,0.7,43,43,1,60,110.2,1.0,0.7000091761829375,0.9998071198498417
4,24,5,G|q,0.7,5,5,1,81,149.97,1.0,0.7004478272630349,1.0001558332585443
5,24,5,G|q,0.7,107,107,1,74,136.0,1.0,0.7002237891274976,0.9998953745177717
6,24,5,G|q,0.7,115,115,1,59,108.4,1.0,0.7000275013055909,0.9996275446381854
7,24,5,G|q,0.7,47,47,1,85,156.61,1.0,0.700057267275003,1.0004266370994317
8,24,5,G|q,0.7,44,44,1,82,151.1,1.0,0.7000657329240622,0.999912399513951
9,24,5,G|q,0.7,54,54,1,103,188.49,1.0,0.7001302470044977,1.000504662838154
10,24,5,G|q,0.7,24,24,1,103,188.91,1.0,0.699717914804181,1.0001722529262222
11,24,5,G|q,0.7,169,169,1,102,186.28,1.0,0.7000651883932535,0.9994906368743901
12,24,5,G|q,0.7,80,80,1,59,106.66,1.0,0.7000710344952885,1.0006094921317017
13,24,5,G|q,0.7,167,167,1,69,123.77,1.0,0.6998218828611508,1.0002335624074206
14,24,5,G|q,0.7,29,29,1,60,109.69,1.0,0.7000280824876767,0.9997636549820487
15,24,5,G|q,0.7,176,176,1,102,185.64,1.0,0.7000122733159103,1.0003182422149233
16,24,5,G|q,0.7,213,213,1,83,151.09,1.0,0.7000296420834109,0.9999409133802178
17,24,5,G|q,0.7,78,78,1,103,187.9,1.0,0.7000217234507617,0.9996586438648916
18,24,5,G|q,0.7,236,236,1,102,185.64,1.0,0.7000854046058806,0.9994506542468093
19,24,5,G|q,0.7,93,93,1,104,189.78,1.0,0.7000680939886736,0.9996798732803298
20,24,5,G|q,0.7,230,230,1,83,152.9,1.0,0.7000091600035008,1.0003319416911551
21,24,5,G|q,0.7,23,23,1,87,158.93,1.0,0.7008970913151137,0.999405956469473
22,24,5,G|q,0.7,230,230,1,84,155.31,1.0,0.700028982023268,1.000321251060734
23,24,5,G|q,0.7,228,228,1,61,112.26,1.0,0.7001405221094732,1.0004322454456855
24,24,5,G|q,0.7,128,128,1,82,152.21,1.0,0.6999755595831153,0.9999018936502685
25,24,5,G|q,0.7,33,33,1,83,153.6,1.0,0.6999849938910009,1.000565372030867
26,24,5,G|q,0.7,127,127,1,83,153.04,1.0,0.7000983070229856,1.0003269296517476
27,24,5,G|q,0.7,205,205,1,76,140.0,1.0,0.700308137880558,1.000701802713186
28,24,5,G|q,0.7,90,90,1,100,187.28,1.0,0.7001554882880189,0.9995861606191474
29,24,5,G|q,0.7,98,98,1,83,154.41,1.0,0.6999807637619064,0.9997250035284493
30,24,5,G|q,0.7,181,181,1,85,155.56,1.0,0.7000990742884717,1.0002090029556603
31,24,5,G|q,0.7,165,165,1,87,160.04,1.0,0.6998425963198569,1.0005748889951747
32,24,5,G|q,0.7,73,73,1,84,156.34,1.0,0.7000049039830583,0.9997005705691228
33,24,5,G|q,0.7,136,136,1,83,151.3,1.0,0.7000749844473017,1.0004381673105327
34,24,5,G|q,0.7,246,246,1,82,148.76,1.0,0.7000351717229257,0.999913042785366
35,24,5,G|q,0.7,182,182,1,51,91.77,1.0,0.700121582072216,1.0002581509499933
36,24,5,G|q,0.7,50,50,1,85,154.17,1.0,0.7000021300559017,0.9998082130315213
37,24,5,G|q,0.7,252,252,1,84,151.66,1.0,0.7006162115504062,1.0004154434363202
38,24,5,G|q,0.7,183,183,1,85,154.26,1.0,0.7000445610764023,0.9999192736927675
39,24,5,G|q,0.7,44,44,1,64,114.85,1.0,0.7001801167430511,0.9997293862539586
40,24,5,G|q,0.7,9,9,1,74,132.0,1.0,0.7000757267047641,1.0003742749364228
41,24,5,G|q,0.7,30,30,1,64,113.02,1.0,0.7011333207407785,1.0006411325795135
42,24,5,G|q,0.7,188,188,1,83,145.02,1.0,0.699990303835793,0.9995720414438037
43,24,5,G|q,0.7,32,32,1,84,147.7,1.0,0.7001202562899081,1.0004579950778716
44,24,5,G|q,0.7,177,177,1,84,147.9,1.0,0.6999965843789602,0.9999622785736169
45,24,5,G|q,0.7,207,207,1,104,184.55,1.0,0.6999741238273665,0.999576848162961
46,24,5,G|q,0.7,203,203,1,102,184.84,1.0,0.6999648130635627,0.9995211098699645
47,24,5,G|q,0.7,110,110,1,84,154.16,1.0,0.7000646995983683,1.000224273070308
48,24,5,G|q,0.7,167,167,1,75,136.06,1.0,0.7004982670831912,1.000426837237447
49,24,5,G|q,0.7,173,173,1,60,108.11,1.0,0.7000542247273082,1.000366364871186
