seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,q_true,G_fit,q_fit
0,25,5,G|q,0.9,188,188,1,80,129.42,1.0,0.9938121813682927,0.8347889294556252
1,25,5,G|q,0.9,94,94,1,93,135.03,1.0,0.9403071499307316,0.9400613404968821
2,25,5,G|q,0.9,33,33,1,80,116.0,1.0,0.9847234794720455,0.9007894316280023
3,25,5,G|q,0.9,43,43,1,80,116.99,1.0,0.8405443439533518,1.0678967564153097
4,25,5,G|q,0.9,5,5,1,80,114.84,1.0,0.991614968541889,0.8806141473606593
5,25,5,G|q,0.9,107,107,1,69,99.45,1.0,0.9617816773514245,0.9331961797233297
6,25,5,G|q,0.9,115,115,1,111,161.39,1.0,0.7741910111558603,1.2246936080476996
7,25,5,G|q,0.9,47,47,1,69,100.36,1.0,0.8539451782451327,1.0856726344634362
8,25,5,G|q,0.9,44,44,1,91,131.25,1.0,0.8795067347225891,1.045607230810858
9,25,5,G|q,0.9,54,54,1,93,134.01,1.0,0.7423733002642249,1.251773301958788
10,25,5,G|q,0.9,24,24,1,52,72.48,1.0,0.8160667285587015,1.1613214112491215
11,25,5,G|q,0.9,169,169,1,76,109.69,1.0,0.947653119904493,0.9022572089723727
12,25,5,G|q,0.9,80,80,1,83,119.61,1.0,0.9304406591876709,0.9425086510980336
13,25,5,G|q,0.9,167,167,1,99,143.65,1.0,0.9735637839371591,0.886251157626497
14,25,5,G|q,0.9,29,29,1,101,146.46,1.0,0.8508926097480094,1.0694276266147218
15,25,5,G|q,0.9,176,176,1,93,133.86,1.0,0.9893984765894489,0.871852652988885
16,25,5,G|q,0.9,213,213,1,79,114.2,1.0,0.9026465251272136,1.0269192430279732
17,25,5,G|q,0.9,78,78,1,79,113.61,1.0,0.9633471274486817,0.9146721835141064
18,25,5,G|q,0.9,236,236,1,68,97.11,1.0,0.8724725439366894,1.0813758118384913
19,25,5,G|q,0.9,93,93,1,88,126.69,1.0,0.8796847889768054,1.0252903264507673
20,25,5,G|q,0.9,230,230,1,109,160.18,1.0,0.9972528832054086,0.8253490724680979
21,25,5,G|q,0.9,23,23,1,94,134.81,1.0,0.9796141658126447,0.9452763748341207
22,25,5,G|q,0.9,230,230,1,80,115.45,1.0,0.9901490610765212,0.8854459665891823
23,25,5,G|q,0.9,228,228,1,105,150.28,1.0,0.7840053747074642,1.1956444284098615
24,25,5,G|q,0.9,128,128,1,101,145.23,1.0,0.9799382754296104,0.8790162915649196
25,25,5,G|q,0.9,33,33,1,90,127.41,1.0,0.7678786514447415,1.2335440747793591
26,25,5,G|q,0.9,127,127,1,88,123.63,1.0,0.7642590752088491,1.271993306914843
27,25,5,G|q,0.9,205,205,1,74,104.3,1.0,0.7950100768992112,1.1261249557997195
28,25,5,G|q,0.9,90,90,1,86,121.32,1.0,0.985257023873304,0.8603852866528723
29,25,5,G|q,0.9,98,98,1,82,116.46,1.0,0.9426501978199159,0.9216284607797282
30,25,5,G|q,0.9,181,181,1,94,132.6,1.0,0.8535075334821017,1.0943126564488093
31,25,5,G|q,0.9,165,165,1,103,145.28,1.0,0.8791502367154801,1.0001421090185734
32,25,5,G|q,0.9,73,73,1,75,105.59,1.0,0.8320184855584587,1.1135364887269756
33,25,5,G|q,0.9,136,136,1,94,132.39,1.0,0.7049299883590767,1.2758685178624598
34,25,5,G|q,0.9,246,246,1,65,92.09,1.0,0.9408484221347853,0.9595572514199578
35,25,5,G|q,0.9,182,182,1,68,93.72,1.0,0.8341941626497839,1.0808178396453818
36,25,5,G|q,0.9,50,50,1,84,118.86,1.0,0.9800910813842921,0.9125862519694616
37,25,5,G|q,0.9,252,252,1,98,136.25,1.0,0.691326758067502,1.3430251939000384
38,25,5,G|q,0.9,183,183,1,74,105.12,1.0,0.9013841104283625,1.0018077434752715
39,25,5,G|q,0.9,44,44,1,84,118.84,1.0,0.9880355674318135,0.9312147988790832
40,25,5,G|q,0.9,9,9,1,98,138.55,1.0,0.7557018669490977,1.2340195503774356
41,25,5,G|q,0.9,30,30,1,85,119.0,1.0,0.9248315607627918,0.971929335500802
42,25,5,G|q,0.9,188,188,1,91,128.14,1.0,0.9362841665294502,0.960188215645665
43,25,5,G|q,0.9,32,32,1,96,134.41,1.0,0.8994074310455389,0.9825429306799386
44,25,5,G|q,0.9,177,177,1,95,135.1,1.0,0.894469196380318,0.9608627868427597
45,25,5,G|q,0.9,207,207,1,75,105.15,1.0,0.9898826584215372,0.8849193614086395
46,25,5,G|q,0.9,203,203,1,107,153.18,1.0,0.9904119278618665,0.8276363731169047
47,25,5,G|q,0.9,110,110,1,94,133.49,1.0,0.9366544654700893,0.9332445959566611
48,25,5,G|q,0.9,167,167,1,67,94.68,1.0,0.9936325608979971,0.8545994678610604
49,25,5,G|q,0.9,173,173,1,73,103.75,1.0,0.9833497753955154,0.935886813427585
