seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,a_true,q_true,G_fit,a_fit,q_fit
0,14,3,G|a|q,0.7,188,188,1,121,259.89,5,1.0,0.699997372192382,5.001752364400939,1.0000923450315866
1,14,3,G|a|q,0.7,94,94,1,104,206.99,5,1.0,0.7000136696732415,4.999650073015698,0.9996826708448913
2,14,3,G|a|q,0.7,33,33,1,188,373.57,5,1.0,0.7001875710957902,4.995375682121235,0.9999466444527385
3,14,3,G|a|q,0.7,43,43,1,61,119.78,5,1.0,0.7000816345787346,4.999021414366476,1.0005861196117523
4,14,3,G|a|q,0.7,5,5,1,201,394.85,5,1.0,0.7021810877926014,4.818256450208083,0.998747401262789
5,14,3,G|a|q,0.7,107,107,1,130,255.77,5,1.0,0.7003209814120689,4.996360642659442,0.9998096853227733
6,14,3,G|a|q,0.7,115,115,1,174,345.14,5,1.0,0.7002866196243372,4.9941551159661275,0.9999598467176322
7,14,3,G|a|q,0.7,47,47,1,99,188.36,5,1.0,0.7000874353781597,4.999350066806289,1.0001776860874239
8,14,3,G|a|q,0.7,44,44,1,125,232.62,5,1.0,0.7000995574437442,4.9963239707435205,0.9998939665362865
9,14,3,G|a|q,0.7,54,54,1,201,373.09,5,1.0,0.7006721963692862,4.9795769483882175,0.9998228747238068
10,14,3,G|a|q,0.7,24,24,1,109,201.04,5,1.0,0.7001342222948908,4.9980194550991675,1.0001088971603116
11,14,3,G|a|q,0.7,169,169,1,197,369.01,5,1.0,0.7005002978049656,4.994534497478014,0.9999524236339624
12,14,3,G|a|q,0.7,80,80,1,201,371.05,5,1.0,0.700968636625387,4.975159668844008,0.9998171658510655
13,14,3,G|a|q,0.7,167,167,1,130,243.8,5,1.0,0.7000535897705642,4.998911951418516,0.9998476441243827
14,14,3,G|a|q,0.7,29,29,1,201,378.74,5,1.0,0.7012353763913795,4.955017540596979,0.9996626995463314
15,14,3,G|a|q,0.7,176,176,1,91,171.92,5,1.0,0.7000226845279145,4.999644649726306,0.9997561823282989
16,14,3,G|a|q,0.7,213,213,1,160,296.71,5,1.0,0.7003369370798885,4.995352040684923,0.9999730204187963
17,14,3,G|a|q,0.7,78,78,1,201,372.81,5,1.0,0.70202961240894,4.862215635355047,0.9990152183332911
18,14,3,G|a|q,0.7,236,236,1,182,342.31,5,1.0,0.7004598739063974,4.994154160346582,0.9999121983128958
19,14,3,G|a|q,0.7,93,93,1,201,375.93,5,1.0,0.7005590453031102,4.969072461586021,0.9997511697247687
20,14,3,G|a|q,0.7,230,230,1,201,372.88,5,1.0,0.701175455830964,4.983138230983696,0.9998551158403443
