seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,G_fit
63,5,1,G,0.9,78,78,1,81,107.57,0.8937660119266458
64,5,1,G,0.9,254,254,1,32,41.72,0.9267350599827691
65,5,1,G,0.9,74,74,1,22,29.19,0.9630446112757394
66,5,1,G,0.9,181,181,1,26,33.76,0.9513632942245432
67,5,1,G,0.9,211,211,1,32,42.05,0.9561935948827577
68,5,1,G,0.9,203,203,1,30,39.37,0.8675900687449992
69,5,1,G,0.9,0,0,1,67,87.38,0.8805758253287967
70,5,1,G,0.9,92,92,1,55,67.58,0.9612395512590632
71,5,1,G,0.9,49,49,1,60,75.21,0.8939690385078585
72,5,1,G,0.9,165,165,1,61,76.03,0.8813725692560639
73,5,1,G,0.9,76,76,1,67,88.82,0.8637997311698908
74,5,1,G,0.9,175,175,1,45,60.87,0.8513377247937253
75,5,1,G,0.9,32,32,1,45,58.88,0.8876260966014949
76,5,1,G,0.9,112,112,1,53,68.86,0.9781885192543053
77,5,1,G,0.9,255,255,1,34,44.54,0.8585474704920658
78,5,1,G,0.9,185,185,1,32,41.68,0.8724021561529749
79,5,1,G,0.9,136,136,1,44,57.89,0.9680908060116667
80,5,1,G,0.9,107,107,1,53,68.32,0.9744052606084594
81,5,1,G,0.9,189,189,1,54,69.3,0.9018921826353259
82,5,1,G,0.9,136,136,1,18,22.92,0.9587339369964211
83,5,1,G,0.9,180,180,1,55,71.58,0.8513554233272188
84,5,1,G,0.9,142,142,1,33,41.83,0.9382574425852731
85,5,1,G,0.9,18,18,1,30,37.61,0.9351792534312019
86,5,1,G,0.9,165,165,1,19,23.82,0.9400280971917666
87,5,1,G,0.9,224,224,1,34,43.31,0.6989158473048418
88,5,1,G,0.9,43,43,1,25,31.11,0.9015970479976121
89,5,1,G,0.9,66,66,1,74,92.53,0.8856354871901677
90,5,1,G,0.9,16,16,1,50,60.03,0.9378977398188798
91,5,1,G,0.9,123,123,1,34,41.09,0.83822691310864
92,5,1,G,0.9,229,229,1,68,83.41,0.8893506331529762
93,5,1,G,0.9,256,256,1,47,59.56,0.9707478189103836
94,5,1,G,0.9,73,73,1,40,51.46,0.8590942239269768
95,5,1,G,0.9,91,91,1,21,26.3,0.914121614576107
96,5,1,G,0.9,113,113,1,39,49.8,0.9555972195795112
97,5,1,G,0.9,12,12,1,20,25.86,0.9687174103868577
98,5,1,G,0.9,176,176,1,21,27.36,0.9688512086411561
99,5,1,G,0.9,81,81,1,20,25.56,0.9365300610557804
100,5,1,G,0.9,4,4,1,38,59.11,0.8166928933680361
101,5,1,G,0.9,196,196,1,24,32.44,0.9434869682504621
102,5,1,G,0.9,136,136,1,54,74.62,0.9186030355840133
103,5,1,G,0.9,27,27,1,64,87.96,0.9241399145638045
104,5,1,G,0.9,225,225,1,30,40.69,0.8287025427699534
105,5,1,G,0.9,186,186,1,43,59.08,0.8905695261865395
106,5,1,G,0.9,215,215,1,54,74.35,0.9017077646378928
107,5,1,G,0.9,223,223,1,73,101.18,0.9028589642772891
108,5,1,G,0.9,5,5,1,49,67.09,0.9643859566152143
109,5,1,G,0.9,110,110,1,25,34.04,0.9623255276605605
110,5,1,G,0.9,145,145,1,71,98.22,0.9264147719004833
111,5,1,G,0.9,241,241,1,32,43.3,0.8007689191102709
112,5,1,G,0.9,160,160,1,56,77.36,0.9207169709324947
113,5,1,G,0.9,60,60,1,35,48.06,0.8246271525129018
114,5,1,G,0.9,233,233,1,33,45.03,0.8597861543430575
115,5,1,G,0.9,145,145,1,46,62.96,0.8828483505189838
116,5,1,G,0.9,65,65,1,43,60.03,0.8334293995374985
117,5,1,G,0.9,165,165,1,57,78.85,0.8993110846649437
118,5,1,G,0.9,126,126,1,41,56.08,0.8883600661797656
119,5,1,G,0.9,79,79,1,34,46.78,0.86280596548086
120,5,1,G,0.9,42,42,1,37,51.55,0.8419630933294961
121,5,1,G,0.9,184,184,1,22,29.61,0.927342100527995
122,5,1,G,0.9,212,212,1,37,50.5,0.8670102745483976
123,5,1,G,0.9,100,100,1,20,26.83,0.9230854819933807
124,5,1,G,0.9,189,189,1,28,38.01,0.8151914619217843
125,5,1,G,0.9,187,187,1,34,46.25,0.8334805749920134
126,5,1,G,0.9,194,194,1,37,51.66,0.8602068801957974
127,5,1,G,0.9,155,155,1,43,59.31,0.8348401492690546
128,5,1,G,0.9,195,195,1,48,65.72,0.9584376754457455
129,5,1,G,0.9,241,241,1,35,47.73,0.8894508988193728
130,5,1,G,0.9,243,243,1,22,29.25,0.9241860843593803
131,5,1,G,0.9,21,21,1,51,70.07,0.9075779999563861
132,5,1,G,0.9,198,198,1,50,68.22,0.9060651119288207
133,5,1,G,0.9,210,210,1,32,43.09,0.8463082286460563
134,5,1,G,0.9,172,172,1,45,61.49,0.8769473497313113
135,5,1,G,0.9,8,8,1,38,51.35,0.8281250886167323
136,5,1,G,0.9,199,199,1,52,71.4,0.9415957480480244
137,5,1,G,0.9,194,194,1,72,99.84,0.92901819318029
138,5,1,G,0.9,7,7,1,20,26.81,0.9141711820069489
139,5,1,G,0.9,37,37,1,60,83.26,0.9254048525312772
140,5,1,G,0.9,141,141,1,65,89.99,0.8917241434587873
141,5,1,G,0.9,138,138,1,55,75.69,0.9021661392036179
142,5,1,G,0.9,150,150,1,43,58.14,0.9633911986813726
143,5,1,G,0.9,67,67,1,18,24.61,0.9586945716043627
144,5,1,G,0.9,192,192,1,35,48.23,0.822853526939418
145,5,1,G,0.9,112,112,1,47,64.12,0.918002625416333
146,5,1,G,0.9,101,101,1,57,79.16,0.8976145803449346
147,5,1,G,0.9,199,199,1,22,29.85,0.9500675887641349
148,5,1,G,0.9,157,157,1,26,35.13,0.9609799388714756
149,5,1,G,0.9,204,204,1,34,45.75,0.9384829001532037
150,5,1,G,0.9,69,69,1,43,58.89,0.9056317542420593
151,5,1,G,0.9,241,241,1,30,41.01,0.9739104769649461
152,5,1,G,0.9,114,114,1,54,72.87,0.9585990138922185
153,5,1,G,0.9,239,239,1,46,62.62,0.9375109129090391
154,5,1,G,0.9,44,44,1,38,51.07,0.8942793686301685
155,5,1,G,0.9,70,70,1,19,25.26,0.9423405745744278
156,5,1,G,0.9,86,86,1,32,43.6,0.841116135976296
157,5,1,G,0.9,80,80,1,43,59.16,0.7585805800961641
158,5,1,G,0.9,66,66,1,19,25.76,0.939551179737219
159,5,1,G,0.9,129,129,1,36,49.24,0.8166390535459092
160,5,1,G,0.9,141,141,1,39,49.38,0.9290420504226812
161,5,1,G,0.9,172,172,1,36,46.67,0.8578097227590611
162,5,1,G,0.9,65,65,1,22,28.14,0.9719060992820713
163,5,1,G,0.9,179,179,1,31,39.6,0.8603073155958798
164,5,1,G,0.9,213,213,1,32,40.16,0.8952221274563615
165,5,1,G,0.9,232,232,1,35,45.28,0.8650237785552564
166,5,1,G,0.9,208,208,1,49,64.22,0.8625482510093597
167,5,1,G,0.9,110,110,1,32,40.68,0.8829833443714797
168,5,1,G,0.9,108,108,1,51,65.79,0.8792468472630027
169,5,1,G,0.9,134,134,1,35,45.28,0.8083429121690318
170,5,1,G,0.9,3,3,1,37,47.36,0.9594918223738339
171,5,1,G,0.9,249,249,1,42,53.84,0.8638616623249923
172,5,1,G,0.9,2,2,1,40,51.56,0.7882342716165164
173,5,1,G,0.9,129,129,1,19,24.48,0.9632948938648305
174,5,1,G,0.9,233,233,1,49,62.64,0.8978064859474117
175,5,1,G,0.9,134,134,1,46,60.12,0.8978469444408929
176,5,1,G,0.9,35,35,1,24,30.74,0.9605935461041676
177,5,1,G,0.9,138,138,1,34,42.94,0.8484314514677732
178,5,1,G,0.9,68,68,1,48,61.95,0.8710258836294492
179,5,1,G,0.9,84,84,1,21,26.19,0.8806790252568536
180,5,1,G,0.9,120,120,1,18,23.46,0.9675227853847287
181,5,1,G,0.9,218,218,1,50,64.69,0.9087445495343482
182,5,1,G,0.9,166,166,1,56,72.23,0.814391632112575
183,5,1,G,0.9,93,93,1,20,25.58,0.9659420112471147
184,5,1,G,0.9,203,203,1,69,89.21,0.8932993270787409
185,5,1,G,0.9,151,151,1,29,36.84,0.9468991334436923
186,5,1,G,0.9,251,251,1,21,26.75,0.9375720260547554
187,5,1,G,0.9,147,147,1,59,76.13,0.8811753370521069
188,5,1,G,0.9,44,44,1,38,49.02,0.9051028805968931
189,5,1,G,0.9,88,88,1,43,56.15,0.8844890641744226
190,5,1,G,0.9,38,38,1,19,24.32,0.9639251784217047
191,5,1,G,0.9,29,29,1,41,52.97,0.8439129985783799
192,5,1,G,0.9,89,89,1,44,56.42,0.8650001638941185
193,5,1,G,0.9,213,213,1,20,25.59,0.9504071547421309
194,5,1,G,0.9,134,134,1,20,25.36,0.9313765990589399
195,5,1,G,0.9,186,186,1,42,53.65,0.9304006459035976
196,5,1,G,0.9,44,44,1,42,53.71,0.7985262533714432
197,5,1,G,0.9,109,109,1,73,93.74,0.9275394944825139
198,5,1,G,0.9,225,225,1,20,25.17,0.939985675971345
199,5,1,G,0.9,122,122,1,76,96.99,0.9309097655488949
