seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,G_fit
0,5,1,G,0.9,188,188,1,33,73.99,0.9008384176764643
1,5,1,G,0.9,94,94,1,36,57.94,0.8997036341507545
2,5,1,G,0.9,33,33,1,40,64.63,0.9002423918125396
3,5,1,G,0.9,43,43,1,37,57.04,0.9001068362210377
4,5,1,G,0.9,5,5,1,42,62.49,0.9009968547626768
5,5,1,G,0.9,107,107,1,35,52.56,0.9007984704638896
6,5,1,G,0.9,115,115,1,37,55.24,0.9001425922695814
7,5,1,G,0.9,47,47,1,33,50.58,0.9001370823343656
8,5,1,G,0.9,44,44,1,47,73.32,0.9005485631394655
9,5,1,G,0.9,54,54,1,36,56.02,0.8999788274615081
10,5,1,G,0.9,24,24,1,41,63.4,0.9003267615889347
11,5,1,G,0.9,169,169,1,44,70.19,0.9010543064692454
12,5,1,G,0.9,80,80,1,40,61.6,0.9004819561305522
13,5,1,G,0.9,167,167,1,39,61.05,0.8997472434187604
14,5,1,G,0.9,29,29,1,37,56.98,0.9014607813495148
15,5,1,G,0.9,176,176,1,42,64.89,0.9000847832405497
16,5,1,G,0.9,213,213,1,35,54.01,0.9002067059636016
17,5,1,G,0.9,78,78,1,35,53.86,0.900393021808049
18,5,1,G,0.9,236,236,1,44,69.07,0.9000134046382176
19,5,1,G,0.9,93,93,1,44,68.06,0.9002926637105741
20,5,1,G,0.9,230,230,1,37,57.61,0.900925094951874
21,5,1,G,0.9,23,23,1,44,68.61,0.9018853202618438
22,5,1,G,0.9,230,230,1,38,58.57,0.8998363530436163
23,5,1,G,0.9,228,228,1,43,66.85,0.9005827785394228
24,5,1,G,0.9,128,128,1,29,44.37,0.900596689091001
25,5,1,G,0.9,33,33,1,45,71.09,0.8997810560852957
26,5,1,G,0.9,127,127,1,43,67.05,0.9000938060696181
27,5,1,G,0.9,205,205,1,35,54.32,0.9001356682611702
28,5,1,G,0.9,90,90,1,41,64.56,0.9013650761603458
29,5,1,G,0.9,98,98,1,34,52.83,0.9000274337595578
30,5,1,G,0.9,181,181,1,40,61.78,0.8998773119740038
31,5,1,G,0.9,165,165,1,40,61.43,0.9005136297392312
32,5,1,G,0.9,73,73,1,35,54.15,0.9007674979241732
33,5,1,G,0.9,136,136,1,42,65.1,0.9005022628276625
34,5,1,G,0.9,246,246,1,38,58.37,0.9004931775624608
35,5,1,G,0.9,182,182,1,36,55.66,0.9001076783418089
36,5,1,G,0.9,50,50,1,31,47.48,0.9005496845662557
37,5,1,G,0.9,252,252,1,44,68.62,0.9005657075783434
38,5,1,G,0.9,183,183,1,40,61.17,0.9001488054736716
39,5,1,G,0.9,44,44,1,34,52.82,0.9002859967448567
40,5,1,G,0.9,9,9,1,41,65.15,0.9007543830364897
41,5,1,G,0.9,30,30,1,45,70.47,0.9002490773930897
42,5,1,G,0.9,188,188,1,36,55.41,0.9003425125463966
43,5,1,G,0.9,32,32,1,37,57.91,0.9006459712761402
44,5,1,G,0.9,177,177,1,39,59.98,0.8996577998823416
45,5,1,G,0.9,207,207,1,40,61.54,0.9004421060120846
46,5,1,G,0.9,203,203,1,40,62.6,0.8999916105431419
47,5,1,G,0.9,110,110,1,42,65.62,0.9001108366739917
48,5,1,G,0.9,167,167,1,37,57.04,0.9008084192820119
49,5,1,G,0.9,173,173,1,42,65.48,0.9002385982033734
