seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,a_true,q_true,c_true,G_fit,a_fit,q_fit,c_fit
0,19,4,G|a|q|c,0.7,188,188,1,201,366.58,5,1.0,0.0,0.7112577514916129,5.165267569137951,1.0013605670547463,-0.00018037134989069785
1,19,4,G|a|q|c,0.7,94,94,1,201,330.6,5,1.0,0.0,0.7088753441601237,4.911259013326202,0.999770190575551,-0.0007722305105626146
2,19,4,G|a|q|c,0.7,33,33,1,201,330.68,5,1.0,0.0,0.7231838531609758,5.133194833011194,1.0008988391720104,0.0005258941091844408
3,19,4,G|a|q|c,0.7,43,43,1,201,358.97,5,1.0,0.0,0.7116598936946403,4.942369380624824,0.9995240764072365,0.000971764622950323
4,19,4,G|a|q|c,0.7,5,5,1,201,366.62,5,1.0,0.0,0.7362025842274814,4.748790797148922,0.997474331130016,0.004410124331133935
5,19,4,G|a|q|c,0.7,107,107,1,201,368.81,5,1.0,0.0,0.7121156065449306,4.798698390377313,0.9981014236835947,0.002603558891112369
6,19,4,G|a|q|c,0.7,115,115,1,201,366.26,5,1.0,0.0,0.71389770568458,5.009378554249809,0.9996881023994171,0.0019324316917261703
7,19,4,G|a|q|c,0.7,47,47,1,201,364.84,5,1.0,0.0,0.7113040228284643,4.908677232452189,0.9990293276513047,0.001970523136857997
8,19,4,G|a|q|c,0.7,44,44,1,201,369.57,5,1.0,0.0,0.7242141344526303,5.05378522151418,1.0005727097065766,-0.002925371156304563
9,19,4,G|a|q|c,0.7,54,54,1,201,353.16,5,1.0,0.0,0.7336373763483134,4.881046022019131,0.9989561880291798,-0.00033758102247637844
10,19,4,G|a|q|c,0.7,24,24,1,201,354.18,5,1.0,0.0,0.7290843060475518,5.097888639797265,1.0005086080912695,0.0031757695828869854
11,19,4,G|a|q|c,0.7,169,169,1,201,342.43,5,1.0,0.0,0.7398307001152853,4.946517953343286,0.9996848209402842,-0.0004844963457757995
12,19,4,G|a|q|c,0.7,80,80,1,201,350.88,5,1.0,0.0,0.7147906206724909,4.793703156722775,0.9979072915933109,0.004091599769025137
13,19,4,G|a|q|c,0.7,167,167,1,201,371.7,5,1.0,0.0,0.7130159560055478,4.758605677729921,0.9998175994130101,-0.00025640527679288177
14,19,4,G|a|q|c,0.7,29,29,1,201,359.12,5,1.0,0.0,0.7178400297894354,4.935440534845095,0.9991286815814721,0.003408674792518902
15,19,4,G|a|q|c,0.7,176,176,1,201,338.15,5,1.0,0.0,0.7283755091455291,4.977233288212759,0.9995693677779112,0.0018427797267740757
16,19,4,G|a|q|c,0.7,213,213,1,201,341.8,5,1.0,0.0,0.7166013437479316,4.819122048877613,0.9979445586599683,0.00493783515656975
17,19,4,G|a|q|c,0.7,78,78,1,201,348.3,5,1.0,0.0,0.7160295079063431,5.028356026686066,1.000088263383852,0.0014123219136435966
18,19,4,G|a|q|c,0.7,236,236,1,201,343.62,5,1.0,0.0,0.7288337062963939,4.860681961149746,0.9994810838442332,-0.005464327508620487
19,19,4,G|a|q|c,0.7,93,93,1,201,356.96,5,1.0,0.0,0.7145043014267796,4.844501324226802,0.9986141358224387,0.0028240833990803064
20,19,4,G|a|q|c,0.7,230,230,1,201,352.3,5,1.0,0.0,0.7170178908021294,5.0747875828769375,1.000651698195297,0.0008516364913824343
21,19,4,G|a|q|c,0.7,23,23,1,201,373.04,5,1.0,0.0,0.7248120116379271,4.682392305280016,0.9971517208412944,0.0031755112720286047
22,19,4,G|a|q|c,0.7,230,230,1,201,352.59,5,1.0,0.0,0.704753373487525,5.149656674967753,1.001032630479743,-0.0006555898956402996
23,19,4,G|a|q|c,0.7,228,228,1,201,362.88,5,1.0,0.0,0.7473139639348082,5.188357601524567,1.0011400024826451,0.0001968115809075218
24,19,4,G|a|q|c,0.7,128,128,1,201,357.58,5,1.0,0.0,0.7071418825568319,4.815472519272535,0.999249591229451,-0.0015733945901432705
25,19,4,G|a|q|c,0.7,33,33,1,201,352.05,5,1.0,0.0,0.7328630818511176,5.083426949658302,1.0002049296612392,0.0012525060973221072
26,19,4,G|a|q|c,0.7,127,127,1,201,355.98,5,1.0,0.0,0.7220732907475047,4.938930041568444,0.9993108165067318,0.0014519651813410443
27,19,4,G|a|q|c,0.7,205,205,1,201,366.56,5,1.0,0.0,0.7509956559043917,3.006259638114802,0.9702604167374208,0.03420416722173951
28,19,4,G|a|q|c,0.7,90,90,1,201,358.5,5,1.0,0.0,0.7337602525209204,4.72326490421161,0.9978771802188305,-0.0003890779385574987
29,19,4,G|a|q|c,0.7,98,98,1,201,369.21,5,1.0,0.0,0.7502617632980838,3.3718229418940764,0.9755951641646364,0.021270346496024623
30,19,4,G|a|q|c,0.7,181,181,1,201,360.54,5,1.0,0.0,0.7386665113337817,3.8169604077834287,0.9839479369308956,0.026853522307863066
31,19,4,G|a|q|c,0.7,165,165,1,201,352.53,5,1.0,0.0,0.7381217031833245,4.775523706728596,0.9981819444691218,0.0016573527204396111
32,19,4,G|a|q|c,0.7,73,73,1,201,359.91,5,1.0,0.0,0.7224133329071806,4.855241051237388,0.9990029997010257,-0.0020021376131453927
33,19,4,G|a|q|c,0.7,136,136,1,201,368.4,5,1.0,0.0,0.7184504731856667,3.936706975519883,0.9885751670604878,0.017616979176884554
34,19,4,G|a|q|c,0.7,246,246,1,201,359.57,5,1.0,0.0,0.7125696182805964,4.938259107013622,1.000070927704136,-0.003622629454974265
35,19,4,G|a|q|c,0.7,182,182,1,201,344.19,5,1.0,0.0,0.7147338298118542,4.8917779402187715,0.9990348415503012,0.002225035225304843
36,19,4,G|a|q|c,0.7,50,50,1,201,352.64,5,1.0,0.0,0.713098262380404,4.665584699763393,0.9975561540837334,0.00023193609346141994
