seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,a_true,q_true,c_true,G_fit,a_fit,q_fit,c_fit
0,17,4,G|a|q|c,0.3,188,188,1,201,495.86,5,1.0,0.0,0.3174313744182302,5.022450738994446,1.000765337242687,0.00041174776018985243
1,17,4,G|a|q|c,0.3,94,94,1,201,436.67,5,1.0,0.0,0.31081709609108416,4.894316685694213,1.0020355086807138,-0.001768489560916297
2,17,4,G|a|q|c,0.3,33,33,1,201,431.15,5,1.0,0.0,0.3296257083588506,5.090358590820306,1.0015079167444658,-0.00016206783616879523
3,17,4,G|a|q|c,0.3,43,43,1,201,427.93,5,1.0,0.0,0.33732427822306665,5.223289224790608,0.9981441163999415,0.0029665714921862842
4,17,4,G|a|q|c,0.3,5,5,1,201,407.74,5,1.0,0.0,0.35905870073774476,4.747498286588665,0.9982391090926712,8.073363016450549e-06
5,17,4,G|a|q|c,0.3,107,107,1,201,424.97,5,1.0,0.0,0.31884201780910043,4.532995160094935,0.995731559599141,0.0018130765392217365
6,17,4,G|a|q|c,0.3,115,115,1,201,432.22,5,1.0,0.0,0.30082977097877356,5.341043748831475,1.0029957882984943,-0.004803410042543495
7,17,4,G|a|q|c,0.3,47,47,1,201,428.02,5,1.0,0.0,0.3192548898220875,5.070842198440314,1.0009374272716538,0.00033559221629715283
8,17,4,G|a|q|c,0.3,44,44,1,201,431.44,5,1.0,0.0,0.30622456242447793,5.106988646660346,1.0014860976302948,-0.004816120492977047
9,17,4,G|a|q|c,0.3,54,54,1,201,414.56,5,1.0,0.0,0.3621135420790142,4.999369382281348,0.9937832593874761,0.0014652056840288392
10,17,4,G|a|q|c,0.3,24,24,1,201,421.2,5,1.0,0.0,0.3605582909036806,5.322593424409288,1.0025557848382147,0.0006955534770240338
11,17,4,G|a|q|c,0.3,169,169,1,201,418.61,5,1.0,0.0,0.41950546289750645,5.2019672687929,0.9999386274767298,0.00020980620359196823
12,17,4,G|a|q|c,0.3,80,80,1,201,433.67,5,1.0,0.0,0.30677998048217336,4.881460673151188,0.9990909353757186,0.0033321966250336272
13,17,4,G|a|q|c,0.3,167,167,1,201,448.21,5,1.0,0.0,0.3057676130120516,4.549307336132367,0.9980046139858015,-0.0002732464951575083
14,17,4,G|a|q|c,0.3,29,29,1,201,505.3,5,1.0,0.0,0.32348446275295467,5.0465446434547845,1.0001968293334187,0.0007810451880031607
15,17,4,G|a|q|c,0.3,176,176,1,201,499.27,5,1.0,0.0,0.32056370508201715,5.27259672272616,1.001979665202835,-0.0034238951097481855
16,17,4,G|a|q|c,0.3,213,213,1,201,502.52,5,1.0,0.0,0.3142952876284694,4.945373074654866,1.0000309959489597,-0.0007586458510878064
17,17,4,G|a|q|c,0.3,78,78,1,201,495.99,5,1.0,0.0,0.3208573081353106,4.978243506466304,0.9997237329798446,0.002372520765725002
18,17,4,G|a|q|c,0.3,236,236,1,201,499.66,5,1.0,0.0,0.3198934264593932,4.675178716329156,0.9959193059292409,0.004530463191967842
19,17,4,G|a|q|c,0.3,93,93,1,152,385.39,5,1.0,0.0,0.301141110399267,5.030951569271439,0.9999516712299807,0.004450285326941352
20,17,4,G|a|q|c,0.3,230,230,1,201,497.32,5,1.0,0.0,0.33253193189526875,4.937953648826789,1.0010325168655565,-0.0019827773378629857
21,17,4,G|a|q|c,0.3,23,23,1,201,491.55,5,1.0,0.0,0.36414062735681335,4.8008628203394625,0.9988820319622772,0.0021038841618006574
22,17,4,G|a|q|c,0.3,230,230,1,201,493.08,5,1.0,0.0,0.27979953562292326,5.052621319302197,1.0013220291102847,-0.0008481714910980165
23,17,4,G|a|q|c,0.3,228,228,1,201,508.85,5,1.0,0.0,0.3223036773990858,5.311514650101722,1.0036130301445807,-0.006474155770458703
24,17,4,G|a|q|c,0.3,128,128,1,130,331.62,5,1.0,0.0,0.29647740478166296,4.970615724330348,1.001469766715641,-0.01064944477545548
25,17,4,G|a|q|c,0.3,33,33,1,201,485.94,5,1.0,0.0,0.331044250836958,5.105507896411573,1.0011582785378,-0.0016839897528977514
26,17,4,G|a|q|c,0.3,127,127,1,201,479.7,5,1.0,0.0,0.32199219430694614,5.027676792766965,0.9991195884069005,-0.003460383756787452
27,17,4,G|a|q|c,0.3,205,205,1,201,488.21,5,1.0,0.0,0.3157078748863901,4.403485508610494,0.9923995769691963,0.008795253049396656
28,17,4,G|a|q|c,0.3,90,90,1,201,489.13,5,1.0,0.0,0.3495952350688159,4.6820808662567295,0.9968334534165674,0.002632732043457719
29,17,4,G|a|q|c,0.3,98,98,1,201,500.44,5,1.0,0.0,0.3360964100583394,4.40368389180902,0.9921773783574628,0.005950802191554014
30,17,4,G|a|q|c,0.3,181,181,1,201,494.16,5,1.0,0.0,0.3833673406302803,2.3586035060566792,0.942653842769339,0.08809534287319841
