seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,G_fit
32,2,1,G,0.3,73,73,1,201,413.96,0.4343142911188399
33,2,1,G,0.3,136,136,1,52,109.27,0.2360311554445852
34,2,1,G,0.3,246,246,1,76,150.5,0.3294713479307657
35,2,1,G,0.3,220,182,0,61,120.55,0.3313123987575752
36,2,1,G,0.3,50,50,1,41,79.23,0.31752100920114323
37,2,1,G,0.3,252,252,1,62,123.23,0.24729711212116456
38,2,1,G,0.3,218,183,0,201,397.45,0.4679792743411876
39,2,1,G,0.3,44,44,1,63,125.19,0.2911003295770229
40,2,1,G,0.3,9,9,1,74,145.94,0.3003347290003863
41,2,1,G,0.3,30,30,1,201,396.64,0.3277249491614706
42,2,1,G,0.3,188,188,1,55,107.21,0.3206407733261289
43,2,1,G,0.3,32,32,1,52,104.12,0.3231955009936016
44,2,1,G,0.3,177,177,1,52,101.16,0.2851766948117221
45,2,1,G,0.3,207,207,1,46,90.07,0.32977117475173645
46,2,1,G,0.3,203,203,1,68,137.52,0.3396072061428551
47,2,1,G,0.3,110,110,1,48,94.17,0.25319380998555907
48,2,1,G,0.3,167,167,1,62,125.1,0.2873183851192624
49,2,1,G,0.3,173,173,1,47,92.8,0.37873772412656176
50,2,1,G,0.3,140,140,1,110,164.55,0.28821110483375495
51,2,1,G,0.3,90,233,0,201,288.0,0.6988589647552546
52,2,1,G,0.3,201,201,1,56,80.48,0.24904680408245042
53,2,1,G,0.3,6,6,1,58,83.5,0.3134340927398035
54,2,1,G,0.3,65,65,1,42,60.86,0.3074010153304731
55,2,1,G,0.3,73,43,0,201,299.99,0.6765308150864746
56,2,1,G,0.3,101,101,1,42,62.87,0.3062447051158788
57,2,1,G,0.3,66,66,1,56,78.45,0.29156716621817086
58,2,1,G,0.3,204,204,1,59,82.99,0.256558628280812
59,2,1,G,0.3,25,25,1,50,71.49,0.35233661205609096
60,2,1,G,0.3,175,175,1,70,100.87,0.3357156355275631
61,2,1,G,0.3,100,100,1,51,73.23,0.34570603047481047
62,2,1,G,0.3,125,125,1,49,69.95,0.37294158710705705
63,2,1,G,0.3,78,78,1,94,137.17,0.29001513123440326
64,2,1,G,0.3,254,254,1,50,71.76,0.3158486490920737
65,2,1,G,0.3,74,74,1,63,92.12,0.3345578289011595
66,2,1,G,0.3,181,181,1,74,109.78,0.3518544852312729
67,2,1,G,0.3,211,211,1,57,83.28,0.34433348433764294
68,2,1,G,0.3,203,203,1,67,98.44,0.2749301197424746
69,2,1,G,0.3,0,0,1,60,87.39,0.2859015510464804
70,2,1,G,0.3,92,92,1,51,72.77,0.32981578877377266
71,2,1,G,0.3,0,49,0,201,290.17,0.7985277626297006
72,2,1,G,0.3,165,165,1,58,80.91,0.2712439807121967
73,2,1,G,0.3,76,76,1,137,192.67,0.3013116521892599
74,2,1,G,0.3,175,175,1,201,286.43,0.5944474926689033
75,2,1,G,0.3,152,32,0,44,62.84,0.408998478029312
76,2,1,G,0.3,112,112,1,49,70.35,0.4070779446600853
77,2,1,G,0.3,255,255,1,95,136.6,0.2701387269818491
78,2,1,G,0.3,185,185,1,71,101.85,0.29244083906330287
79,2,1,G,0.3,136,136,1,54,78.21,0.37353124246659675
80,2,1,G,0.3,107,107,1,39,56.03,0.363003630424115
81,2,1,G,0.3,189,189,1,56,80.83,0.2891689275462695
82,2,1,G,0.3,219,136,0,54,78.55,0.3478568865923683
83,2,1,G,0.3,21,180,0,201,294.6,0.5289012622336702
84,2,1,G,0.3,212,142,0,201,286.93,0.6076418042719635
85,2,1,G,0.3,18,18,1,51,74.46,0.3317997345390032
86,2,1,G,0.3,165,165,1,126,197.66,0.31906550997799715
87,2,1,G,0.3,0,224,0,83,107.63,0.07426412125921361
88,2,1,G,0.3,43,43,1,55,70.38,0.29302484223880637
89,2,1,G,0.3,66,66,1,56,75.45,0.3059545126891825
90,2,1,G,0.3,16,16,1,47,62.61,0.3188777080265262
91,2,1,G,0.3,97,123,0,201,268.49,0.6597217004766118
92,2,1,G,0.3,229,229,1,57,75.98,0.27682617177611124
93,2,1,G,0.3,256,256,1,45,59.72,0.4135682900892317
94,2,1,G,0.3,73,73,1,57,76.47,0.27226614828655865
95,2,1,G,0.3,91,91,1,63,83.26,0.27337659165540334
96,2,1,G,0.3,113,113,1,46,61.2,0.33469529965200584
97,2,1,G,0.3,12,12,1,55,73.66,0.3445426152395825
98,2,1,G,0.3,176,176,1,51,66.95,0.3375993254967088
99,2,1,G,0.3,81,81,1,48,62.26,0.32246026504433095
100,2,1,G,0.3,173,4,0,201,267.74,0.7334839806586395
101,2,1,G,0.3,196,196,1,56,74.29,0.33978767376950775
102,2,1,G,0.3,136,136,1,85,111.32,0.3360611226079547
103,2,1,G,0.3,27,27,1,59,78.61,0.3203559774259882
104,2,1,G,0.3,233,225,0,201,264.92,0.7504707282598446
105,2,1,G,0.3,65,186,0,201,266.98,0.7654190971826552
106,2,1,G,0.3,209,215,0,201,270.06,0.6324478184038578
107,2,1,G,0.3,183,223,0,201,269.39,0.48129988414397423
108,2,1,G,0.3,5,5,1,201,264.25,0.6734416111446764
109,2,1,G,0.3,110,110,1,51,67.03,0.34106346727493586
110,2,1,G,0.3,145,145,1,66,86.97,0.3122536257120166
111,2,1,G,0.3,241,241,1,53,69.5,0.2537452425121069
112,2,1,G,0.3,160,160,1,51,68.63,0.3272867701153232
113,2,1,G,0.3,60,60,1,79,104.47,0.2442905708336078
114,2,1,G,0.3,233,233,1,53,68.62,0.2875682712734725
115,2,1,G,0.3,16,145,0,65,85.43,0.26969170319898306
116,2,1,G,0.3,32,65,0,201,265.19,0.41985283489663333
117,2,1,G,0.3,165,165,1,45,59.7,0.28742513864363306
118,2,1,G,0.3,126,126,1,64,85.93,0.2942152394176037
119,2,1,G,0.3,79,79,1,69,90.52,0.29336066280996853
120,2,1,G,0.3,158,42,0,201,267.25,0.6989589739872113
121,2,1,G,0.3,184,184,1,201,266.39,0.6899111985298794
122,2,1,G,0.3,236,212,0,201,267.35,0.7950191773496721
123,2,1,G,0.3,100,100,1,47,61.16,0.3202100550156834
124,2,1,G,0.3,197,189,0,201,269.28,0.6692986140976591
125,2,1,G,0.3,215,187,0,75,98.94,0.19194088109007784
126,2,1,G,0.3,194,194,1,74,99.89,0.28173085189395186
127,2,1,G,0.3,147,155,0,201,266.28,0.5139801788701222
128,2,1,G,0.3,195,195,1,52,68.64,0.34961679948752294
129,2,1,G,0.3,244,241,0,201,267.18,0.7248051579656357
130,2,1,G,0.3,225,243,0,201,266.09,0.8615138400449318
131,2,1,G,0.3,21,21,1,53,70.59,0.30219996822810496
132,2,1,G,0.3,198,198,1,85,111.8,0.32542631355461926
133,2,1,G,0.3,210,210,1,61,80.4,0.26597152560597914
134,2,1,G,0.3,172,172,1,49,64.59,0.2764207149569835
135,2,1,G,0.3,8,8,1,67,88.39,0.27716326311040196
136,2,1,G,0.3,199,199,1,47,61.16,0.35956277016149796
137,2,1,G,0.3,194,194,1,201,265.96,0.4927719103575558
138,2,1,G,0.3,7,7,1,43,57.11,0.29094916239323987
139,2,1,G,0.3,100,37,0,201,264.05,0.8453760525270593
140,2,1,G,0.3,153,141,0,201,263.59,0.5046525683261683
141,2,1,G,0.3,138,138,1,89,117.7,0.29506250345887436
142,2,1,G,0.3,150,150,1,41,54.0,0.34540082031612607
143,2,1,G,0.3,67,67,1,53,68.85,0.3014094923723055
144,2,1,G,0.3,192,192,1,84,114.24,0.2651984201087767
145,2,1,G,0.3,112,112,1,72,98.41,0.3129141006657641
146,2,1,G,0.3,101,101,1,58,80.5,0.29853272106856643
147,2,1,G,0.3,199,199,1,60,82.61,0.357537145606983
148,2,1,G,0.3,157,157,1,51,69.42,0.32189963861600185
149,2,1,G,0.3,204,204,1,46,62.08,0.31723565575790136
150,2,1,G,0.3,69,69,1,43,58.52,0.3127712562603981
151,2,1,G,0.3,241,241,1,54,73.44,0.36046803035195774
152,2,1,G,0.3,114,114,1,43,58.25,0.3430945261441672
153,2,1,G,0.3,239,239,1,48,64.75,0.3381849127627753
154,2,1,G,0.3,204,44,0,201,274.27,0.7700428667163195
155,2,1,G,0.3,70,70,1,63,85.22,0.3033266280899287
156,2,1,G,0.3,156,86,0,201,274.52,0.46194555414493205
157,2,1,G,0.3,80,80,1,48,64.77,0.22928662485180043
158,2,1,G,0.3,6,66,0,201,271.07,0.4587952795083292
159,2,1,G,0.3,129,129,1,201,270.46,0.5411874157419312
160,2,1,G,0.3,141,141,1,94,126.36,0.30051772289414996
161,2,1,G,0.3,172,172,1,201,270.35,0.6558042529123524
162,2,1,G,0.3,65,65,1,68,91.59,0.36027065116484797
163,2,1,G,0.3,48,179,0,201,271.3,0.7573632043347532
164,2,1,G,0.3,114,213,0,201,269.27,0.6064002707012424
165,2,1,G,0.3,232,232,1,67,89.53,0.2880974442004681
166,2,1,G,0.3,80,208,0,201,271.93,0.977283959724961
167,2,1,G,0.3,110,110,1,43,57.48,0.28811293067848476
168,2,1,G,0.3,108,108,1,62,84.19,0.31628405609380295
169,2,1,G,0.3,14,134,0,201,270.29,0.933956345135023
170,2,1,G,0.3,3,3,1,76,102.19,0.3333506647661538
171,2,1,G,0.3,196,249,0,201,269.96,0.6354147844087231
172,2,1,G,0.3,154,2,0,201,272.39,0.3729867364738922
173,2,1,G,0.3,129,129,1,201,271.16,0.6615461585091765
174,2,1,G,0.3,233,233,1,62,84.42,0.28019641848767785
175,2,1,G,0.3,134,134,1,70,95.38,0.3162638865913703
176,2,1,G,0.3,35,35,1,55,73.88,0.32117175582719165
177,2,1,G,0.3,50,138,0,201,268.3,0.8549418684341229
178,2,1,G,0.3,68,68,1,123,166.13,0.28451767226256086
179,2,1,G,0.3,84,84,1,48,64.12,0.3123831211753238
180,2,1,G,0.3,120,120,1,68,92.72,0.32791844370921597
181,2,1,G,0.3,0,218,0,201,272.61,0.8409346302220406
182,2,1,G,0.3,172,166,0,201,270.96,0.9371292395212767
183,2,1,G,0.3,93,93,1,62,83.99,0.3464803882840089
184,2,1,G,0.3,229,203,0,201,272.92,0.7145189121299419
185,2,1,G,0.3,151,151,1,47,63.55,0.35530775285410665
186,2,1,G,0.3,158,251,0,201,275.01,0.9535930700149645
187,2,1,G,0.3,147,147,1,45,61.15,0.2716282020871982
188,2,1,G,0.3,54,44,0,201,271.42,0.701899522940259
189,2,1,G,0.3,154,88,0,201,273.94,0.6424965407434321
190,2,1,G,0.3,38,38,1,48,65.49,0.34891864753513
191,2,1,G,0.3,29,29,1,62,84.13,0.260535089698597
192,2,1,G,0.3,228,89,0,201,271.69,0.7516422627418444
193,2,1,G,0.3,1,213,0,201,272.3,0.7758240005663507
194,2,1,G,0.3,134,134,1,49,66.89,0.3438082020837376
195,2,1,G,0.3,186,186,1,39,51.58,0.31754058900134297
196,2,1,G,0.3,171,44,0,201,272.27,0.6504246419660176
197,2,1,G,0.3,109,109,1,201,271.82,0.6497821136820525
198,2,1,G,0.3,225,225,1,52,70.99,0.31623030388643053
199,2,1,G,0.3,122,122,1,52,70.77,0.30431549873804054
