seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,G_fit
0,2,1,G,0.3,188,188,1,79,251.06,0.29808736252357243
1,2,1,G,0.3,94,94,1,61,167.79,0.29921071683076045
2,2,1,G,0.3,33,33,1,56,158.99,0.2996012525750798
3,2,1,G,0.3,43,43,1,53,144.81,0.3015565977852763
4,2,1,G,0.3,5,5,1,71,199.4,0.29912194674903353
5,2,1,G,0.3,107,107,1,55,151.78,0.30024519490372065
6,2,1,G,0.3,115,115,1,57,169.44,0.30436391987754924
7,2,1,G,0.3,47,47,1,50,152.6,0.30287749388583923
8,2,1,G,0.3,44,44,1,73,233.6,0.3027357561531069
9,2,1,G,0.3,54,54,1,72,216.13,0.30264526514945095
10,2,1,G,0.3,24,24,1,75,235.39,0.3059719460874251
11,2,1,G,0.3,169,169,1,158,488.73,0.30747042895792864
12,2,1,G,0.3,80,80,1,50,144.5,0.30025629245197916
13,2,1,G,0.3,167,167,1,57,178.41,0.2996301201465256
14,2,1,G,0.3,29,29,1,62,188.77,0.3011162280197745
15,2,1,G,0.3,176,176,1,57,178.16,0.29827207727206906
16,2,1,G,0.3,213,213,1,66,212.99,0.30108897371709614
17,2,1,G,0.3,78,78,1,62,178.0,0.2993265416693025
18,2,1,G,0.3,236,236,1,66,203.12,0.30304128380505324
19,2,1,G,0.3,93,93,1,48,142.19,0.30048250664048093
20,2,1,G,0.3,230,230,1,201,615.22,0.31144685054178933
21,2,1,G,0.3,23,23,1,109,329.37,0.30306155321125067
22,2,1,G,0.3,230,230,1,63,185.53,0.2993624655340479
23,2,1,G,0.3,228,228,1,84,254.3,0.3030945394411619
24,2,1,G,0.3,128,128,1,49,143.54,0.29865277209416463
25,2,1,G,0.3,33,33,1,76,235.93,0.30319356405234976
26,2,1,G,0.3,127,127,1,73,223.34,0.30239278278608434
27,2,1,G,0.3,205,205,1,61,184.92,0.3006236358351482
28,2,1,G,0.3,90,90,1,72,221.16,0.2984984214218339
29,2,1,G,0.3,98,98,1,59,183.06,0.3000133158508718
30,2,1,G,0.3,181,181,1,74,229.96,0.3021925224335434
31,2,1,G,0.3,165,165,1,63,195.66,0.29993068865444555
32,2,1,G,0.3,73,73,1,94,299.96,0.3060754208851013
33,2,1,G,0.3,136,136,1,61,194.03,0.3012408656025771
34,2,1,G,0.3,246,246,1,60,196.06,0.3006134252323376
35,2,1,G,0.3,182,182,1,52,166.57,0.30099903227368113
36,2,1,G,0.3,50,50,1,57,176.54,0.3002231521708793
37,2,1,G,0.3,252,252,1,98,309.72,0.3060059050792585
38,2,1,G,0.3,183,183,1,52,158.12,0.3011051689001468
39,2,1,G,0.3,44,44,1,57,182.59,0.3002126349581364
40,2,1,G,0.3,9,9,1,77,244.54,0.3023548000199276
41,2,1,G,0.3,30,30,1,82,256.53,0.3016023287849599
42,2,1,G,0.3,188,188,1,48,151.35,0.2994837975016977
43,2,1,G,0.3,32,32,1,70,246.14,0.3009175379146572
44,2,1,G,0.3,177,177,1,53,175.29,0.3005913726973374
45,2,1,G,0.3,207,207,1,57,188.58,0.29902942227504625
46,2,1,G,0.3,203,203,1,129,434.04,0.3069486094886035
47,2,1,G,0.3,110,110,1,63,210.5,0.2994077544303886
48,2,1,G,0.3,167,167,1,78,258.58,0.2990805780521196
49,2,1,G,0.3,173,173,1,56,188.79,0.30262325395732487
