seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,a_true,q_true,G_fit,a_fit,q_fit
0,11,3,G|a|q,0.1,45,188,0,201,354.16,5,1.0,0.009441507047768008,5.34680315866159,0.9057300284786068
1,11,3,G|a|q,0.1,219,94,0,201,346.92,5,1.0,0.09103781377003264,5.262089858661685,0.9029493942375547
2,11,3,G|a|q,0.1,209,33,0,201,347.19,5,1.0,0.05199777542256907,4.899958883116375,1.3118186806184977
3,11,3,G|a|q,0.1,218,43,0,201,344.79,5,1.0,0.006259490238683783,3.8922974222502265,2.467985001006333
4,11,3,G|a|q,0.1,247,5,0,201,342.96,5,1.0,0.0017135661567243988,4.084153412881508,1.7791519892160952
5,11,3,G|a|q,0.1,169,107,0,201,340.39,5,1.0,0.274462257180358,5.659230793154656,0.17259760051534384
6,11,3,G|a|q,0.1,95,115,0,201,342.45,5,1.0,0.0561928731756497,4.125599574941871,2.078802515425216
7,11,3,G|a|q,0.1,12,47,0,201,343.01,5,1.0,0.03314750091498249,3.103138019878859,3.27944790059015
8,11,3,G|a|q,0.1,78,44,0,65,110.28,5,1.0,0.012909244619415387,3.6349329725181487,3.3786805104042754
9,11,3,G|a|q,0.1,236,54,0,201,338.0,5,1.0,0.08301052049648677,4.295849630722819,1.6334388392883237
10,11,3,G|a|q,0.1,238,24,0,201,338.51,5,1.0,0.003041800752860801,4.733762890683057,1.7065365537521424
11,11,3,G|a|q,0.1,205,169,0,201,347.24,5,1.0,0.011698328774953961,5.6520824445830895,0.19196825042402607
12,11,3,G|a|q,0.1,141,80,0,201,346.15,5,1.0,0.03606017598644205,3.2933194120364178,2.9311505954575328
13,11,3,G|a|q,0.1,167,167,1,201,342.01,5,1.0,0.2672822466928652,4.845498047909166,0.1436102211482239
14,11,3,G|a|q,0.1,3,29,0,201,344.47,5,1.0,0.035680081230466856,4.454323620116656,1.3676882082042503
15,11,3,G|a|q,0.1,82,176,0,201,342.8,5,1.0,0.001803818888025364,4.72360363327854,1.1824214190333173
16,11,3,G|a|q,0.1,124,213,0,201,341.41,5,1.0,0.09115531828400812,4.4757065140623284,1.3589093536747676
17,11,3,G|a|q,0.1,178,78,0,201,345.78,5,1.0,0.0031856394344843718,4.576973722143149,1.8129776054691038
18,11,3,G|a|q,0.1,101,236,0,201,340.15,5,1.0,0.004810145440902615,3.7843665367465142,2.241070521570819
19,11,3,G|a|q,0.1,87,93,0,146,255.47,5,1.0,0.006124940560223309,3.422715608318044,3.28895839594316
20,11,3,G|a|q,0.1,6,230,0,201,350.56,5,1.0,0.008317485328851178,4.966025818665429,1.2094177884446453
21,11,3,G|a|q,0.1,163,23,0,201,329.55,5,1.0,0.2221859862225289,5.521214558965628,0.144896863365668
22,11,3,G|a|q,0.1,58,230,0,201,345.91,5,1.0,0.06439359782977012,5.499907464849703,0.5162901273730562
