seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,a_true,q_true,G_fit,a_fit,q_fit
0,13,3,G|a|q,0.5,188,188,1,126,510.21,5,1.0,0.4999826771563343,5.000199438916057,0.9998738959348374
1,13,3,G|a|q,0.5,94,94,1,79,309.39,5,1.0,0.49989169337614664,4.999732319249421,0.9996493337523341
2,13,3,G|a|q,0.5,33,33,1,146,578.68,5,1.0,0.5000294356278664,4.999574531382067,0.9998790915476123
3,13,3,G|a|q,0.5,43,43,1,107,416.16,5,1.0,0.4999845575851451,5.000361977481166,0.9997103967204833
4,13,3,G|a|q,0.5,5,5,1,201,774.09,5,1.0,0.5021379552821198,4.793688632301709,0.9985103191764255
5,13,3,G|a|q,0.5,107,107,1,128,495.92,5,1.0,0.5001388389488137,4.999081260657908,1.0001375607171061
6,13,3,G|a|q,0.5,115,115,1,139,544.6,5,1.0,0.5001507451739129,4.995274723301933,0.9998481114737093
7,13,3,G|a|q,0.5,47,47,1,85,334.03,5,1.0,0.5000243610100195,4.999835020631409,1.000469288621062
8,13,3,G|a|q,0.5,44,44,1,98,393.11,5,1.0,0.5000676529033681,4.998021263189547,1.0001039039309592
9,13,3,G|a|q,0.5,54,54,1,131,503.1,5,1.0,0.5003352807737897,4.9973030297667576,1.0000348029153552
10,13,3,G|a|q,0.5,24,24,1,104,400.31,5,1.0,0.5001491362454461,4.999398516213743,1.0000846393198304
11,13,3,G|a|q,0.5,169,169,1,150,584.09,5,1.0,0.5000997932360363,4.998537649681123,0.9999031763362629
12,13,3,G|a|q,0.5,80,80,1,201,779.9,5,1.0,0.5005525443397233,4.981816369542735,0.9998776123265656
13,13,3,G|a|q,0.5,167,167,1,110,430.76,5,1.0,0.5000547739059847,5.000054224530336,0.9998961921293399
14,13,3,G|a|q,0.5,29,29,1,144,585.23,5,1.0,0.5000716978267226,4.99823902226739,1.0000210276059165
15,13,3,G|a|q,0.5,176,176,1,114,468.22,5,1.0,0.500073003666732,4.999729012672416,1.0002553002159877
16,13,3,G|a|q,0.5,213,213,1,144,557.92,5,1.0,0.5004066975035889,4.994972789560044,0.9998157332461899
17,13,3,G|a|q,0.5,78,78,1,186,725.6,5,1.0,0.5001409700124576,4.9952948910267985,0.9999368340143953
18,13,3,G|a|q,0.5,236,236,1,108,420.69,5,1.0,0.5002598875089099,4.998998351689609,0.999841025609798
19,13,3,G|a|q,0.5,93,93,1,164,630.79,5,1.0,0.5003214273676259,4.996487559104885,0.999936144410283
20,13,3,G|a|q,0.5,230,230,1,134,531.96,5,1.0,0.500108114140193,4.999406778726233,0.9999373513894261
21,13,3,G|a|q,0.5,23,23,1,201,798.07,5,1.0,0.5011320077659862,4.989826477442726,0.999927031044389
22,13,3,G|a|q,0.5,230,230,1,136,515.95,5,1.0,0.500067187830323,4.998581106463333,1.000018819217547
23,13,3,G|a|q,0.5,228,228,1,130,503.48,5,1.0,0.5002925094026636,4.996843747637616,0.9999365710933193
24,13,3,G|a|q,0.5,128,128,1,86,331.3,5,1.0,0.49999210852774106,4.999183962409054,0.9996858079413989
25,13,3,G|a|q,0.5,33,33,1,101,394.43,5,1.0,0.500673579201043,5.001715590915188,1.0002448547956628
26,13,3,G|a|q,0.5,127,127,1,97,390.66,5,1.0,0.5006121763612735,5.008283391723002,0.999769741217522
27,13,3,G|a|q,0.5,205,205,1,122,483.41,5,1.0,0.5004526862212196,4.998637927066381,1.000153507573377
28,13,3,G|a|q,0.5,90,90,1,144,579.17,5,1.0,0.5001312504111532,4.999188845210984,1.0000182729537916
29,13,3,G|a|q,0.5,98,98,1,116,458.12,5,1.0,0.500296020624305,4.998343024915619,0.9998843024855347
30,13,3,G|a|q,0.5,181,181,1,201,773.97,5,1.0,0.5024960000489822,4.952592583446552,0.9996093779762344
31,13,3,G|a|q,0.5,165,165,1,102,394.53,5,1.0,0.5010290518101327,4.994864431966496,0.9998128582170154
32,13,3,G|a|q,0.5,73,73,1,117,446.11,5,1.0,0.5001456029550533,4.998813709838626,0.9999459102452872
33,13,3,G|a|q,0.5,136,136,1,139,545.83,5,1.0,0.500117981925293,5.0008297486560895,1.000069120026872
34,13,3,G|a|q,0.5,246,246,1,122,486.72,5,1.0,0.499993280238132,4.999864616783569,0.999889680138416
35,13,3,G|a|q,0.5,182,182,1,96,377.18,5,1.0,0.5000181664058612,5.000446878795536,1.0001756730314122
36,13,3,G|a|q,0.5,50,50,1,144,560.91,5,1.0,0.5000666159738861,4.9993687121551575,0.9998882587618861
