seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,G_fit
0,4,1,G,0.7,188,188,1,43,131.52,0.6997317064757627
1,4,1,G,0.7,94,94,1,40,103.62,0.7005115624663791
2,4,1,G,0.7,33,33,1,51,128.06,0.7001758816420052
3,4,1,G,0.7,43,43,1,42,108.39,0.7001460070267362
4,4,1,G,0.7,5,5,1,61,150.75,0.7001080156077141
5,4,1,G,0.7,107,107,1,44,120.4,0.7011786441125902
6,4,1,G,0.7,115,115,1,47,127.07,0.7007361815024971
7,4,1,G,0.7,47,47,1,42,106.66,0.701009828333027
8,4,1,G,0.7,44,44,1,71,178.53,0.7007249294134269
9,4,1,G,0.7,54,54,1,47,121.48,0.7015799699606278
10,4,1,G,0.7,24,24,1,53,136.25,0.7016761393119234
11,4,1,G,0.7,169,169,1,67,176.13,0.701013488629069
12,4,1,G,0.7,80,80,1,39,98.95,0.7011876060563551
13,4,1,G,0.7,167,167,1,50,128.97,0.7005332151751997
14,4,1,G,0.7,29,29,1,51,128.94,0.7008977115857435
15,4,1,G,0.7,176,176,1,51,131.39,0.700520491329123
16,4,1,G,0.7,213,213,1,47,120.57,0.7017779218644471
17,4,1,G,0.7,78,78,1,48,124.8,0.7005209407913946
18,4,1,G,0.7,236,236,1,57,150.61,0.7006203909997587
19,4,1,G,0.7,93,93,1,53,139.71,0.7008406041723326
20,4,1,G,0.7,230,230,1,56,145.87,0.6999155889014292
21,4,1,G,0.7,23,23,1,75,198.43,0.7008286543300125
22,4,1,G,0.7,230,230,1,39,102.6,0.7002864179239624
23,4,1,G,0.7,228,228,1,49,130.06,0.7017316219703524
24,4,1,G,0.7,128,128,1,44,115.07,0.6997686756643293
25,4,1,G,0.7,33,33,1,55,142.19,0.7020973338867951
26,4,1,G,0.7,127,127,1,57,149.2,0.7001369935559514
27,4,1,G,0.7,205,205,1,47,123.41,0.7003790590998498
28,4,1,G,0.7,90,90,1,63,166.15,0.7000189512207893
29,4,1,G,0.7,98,98,1,58,152.46,0.7005894773138241
30,4,1,G,0.7,181,181,1,67,175.92,0.7006754711295063
31,4,1,G,0.7,165,165,1,56,147.46,0.7005078638134007
32,4,1,G,0.7,73,73,1,52,137.69,0.7002920785624981
33,4,1,G,0.7,136,136,1,53,139.39,0.7007078728702344
34,4,1,G,0.7,246,246,1,47,123.33,0.7014938498643382
35,4,1,G,0.7,182,182,1,45,117.66,0.7010563062894046
36,4,1,G,0.7,50,50,1,45,117.38,0.6997958975401438
37,4,1,G,0.7,252,252,1,66,174.8,0.7012696867958856
38,4,1,G,0.7,183,183,1,45,118.25,0.6999046623728846
39,4,1,G,0.7,44,44,1,48,129.34,0.7014061106204025
40,4,1,G,0.7,9,9,1,61,163.08,0.7014589163656658
41,4,1,G,0.7,30,30,1,60,161.78,0.7011743970641229
42,4,1,G,0.7,188,188,1,47,128.09,0.7005650185757707
43,4,1,G,0.7,32,32,1,55,151.44,0.7011796852593365
44,4,1,G,0.7,177,177,1,51,139.86,0.7003769633855216
45,4,1,G,0.7,207,207,1,48,129.49,0.6998665843538909
46,4,1,G,0.7,203,203,1,62,165.54,0.7004094079828367
47,4,1,G,0.7,110,110,1,49,127.19,0.7005651212301246
48,4,1,G,0.7,167,167,1,49,125.67,0.6996153849275148
49,4,1,G,0.7,173,173,1,52,131.18,0.7012618130132986
