seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,a_true,G_fit,a_fit
0,7,2,G|a,0.3,188,188,1,132,522.97,5,0.3002264061319978,4.991711895939431
1,7,2,G|a,0.3,94,94,1,118,438.0,5,0.29996811962210407,4.999574346969683
2,7,2,G|a,0.3,33,33,1,110,404.57,5,0.29997784984996084,5.000155287300099
3,7,2,G|a,0.3,43,43,1,108,400.46,5,0.29999002141945835,4.9998905417681945
4,7,2,G|a,0.3,5,5,1,119,438.83,5,0.30006930110211005,5.000755915636781
5,7,2,G|a,0.3,107,107,1,117,432.6,5,0.30014410357081756,5.000288651523629
6,7,2,G|a,0.3,115,115,1,133,487.51,5,0.29990778911291127,5.00491975133561
7,7,2,G|a,0.3,47,47,1,77,275.53,5,0.3002354561454558,5.0003644229159745
8,7,2,G|a,0.3,44,44,1,106,384.96,5,0.3000377597867037,4.999803753505833
9,7,2,G|a,0.3,54,54,1,144,517.66,5,0.30012213553106903,4.999129032761416
10,7,2,G|a,0.3,24,24,1,118,427.63,5,0.30006804098800444,5.000594470955939
11,7,2,G|a,0.3,169,169,1,130,466.54,5,0.3003406640919174,5.001051902418994
12,7,2,G|a,0.3,80,80,1,84,304.97,5,0.2997115063461376,4.999349097066217
13,7,2,G|a,0.3,167,167,1,105,376.2,5,0.29992244495804193,5.000693479193505
14,7,2,G|a,0.3,29,29,1,107,387.82,5,0.30005286962712974,5.000061157234312
15,7,2,G|a,0.3,176,176,1,122,439.99,5,0.2999906313307797,5.000276897970987
16,7,2,G|a,0.3,213,213,1,96,350.96,5,0.30004511271407963,4.999670423645117
17,7,2,G|a,0.3,78,78,1,99,362.16,5,0.30006234468350906,5.000306297416921
18,7,2,G|a,0.3,236,236,1,113,416.09,5,0.3002064603764287,5.000270958163073
19,7,2,G|a,0.3,93,93,1,95,357.76,5,0.29996445787377785,4.999771244524186
20,7,2,G|a,0.3,230,230,1,138,517.69,5,0.30068403894582596,5.0020779916385605
21,7,2,G|a,0.3,23,23,1,126,455.62,5,0.3001848407168808,5.001230014200491
22,7,2,G|a,0.3,230,230,1,113,411.39,5,0.29994153559171366,5.000360736201939
23,7,2,G|a,0.3,228,228,1,120,427.15,5,0.2999966664026579,5.006607823445289
24,7,2,G|a,0.3,128,128,1,66,231.85,5,0.30034945301928034,5.0002688670016795
25,7,2,G|a,0.3,33,33,1,85,295.7,5,0.3011982027524105,5.003561551485696
26,7,2,G|a,0.3,127,127,1,103,364.69,5,0.30002138830892006,5.000668100769901
27,7,2,G|a,0.3,205,205,1,104,373.68,5,0.29999870788729505,5.000288316905584
28,7,2,G|a,0.3,90,90,1,100,356.92,5,0.2997203995545962,5.000159098266129
29,7,2,G|a,0.3,98,98,1,78,278.05,5,0.2999007474353624,5.000914594826195
30,7,2,G|a,0.3,181,181,1,99,358.31,5,0.30002787526799524,5.000246834247321
31,7,2,G|a,0.3,165,165,1,99,357.87,5,0.29999270333112116,4.999869401486067
32,7,2,G|a,0.3,73,73,1,102,367.74,5,0.3000369388134436,4.999138830405796
33,7,2,G|a,0.3,136,136,1,125,451.43,5,0.3000008464257224,4.9999961125925525
34,7,2,G|a,0.3,246,246,1,88,313.81,5,0.29998134587746866,4.999692626914176
35,7,2,G|a,0.3,182,182,1,106,379.45,5,0.3000636254220705,5.000147356579777
36,7,2,G|a,0.3,50,50,1,98,343.64,5,0.3002068328202543,4.984387307721205
37,7,2,G|a,0.3,252,252,1,201,715.13,5,0.3001200109487498,5.004168050510772
38,7,2,G|a,0.3,183,183,1,81,287.98,5,0.30021740124782087,4.999583450861112
39,7,2,G|a,0.3,44,44,1,130,443.23,5,0.3000058170878337,5.000941949225558
40,7,2,G|a,0.3,9,9,1,133,468.95,5,0.30001690702435235,4.9990657578085
41,7,2,G|a,0.3,30,30,1,79,275.16,5,0.300398281972318,4.99984748352671
42,7,2,G|a,0.3,188,188,1,111,372.89,5,0.30015114753828964,5.000058732707931
43,7,2,G|a,0.3,32,32,1,90,306.3,5,0.3000719259750695,4.99925689160831
44,7,2,G|a,0.3,177,177,1,102,346.15,5,0.3000324947048617,4.999777145503818
45,7,2,G|a,0.3,207,207,1,120,414.4,5,0.300058551902591,5.000690296277265
46,7,2,G|a,0.3,203,203,1,108,364.03,5,0.3000109767520009,5.000572901119641
47,7,2,G|a,0.3,110,110,1,106,364.78,5,0.3000219150676447,5.000539290016674
48,7,2,G|a,0.3,167,167,1,145,497.05,5,0.30014345474402876,5.003500271477729
49,7,2,G|a,0.3,173,173,1,124,423.29,5,0.3000079310671765,4.999821564237568
