seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,G_fit
0,5,1,G,0.9,188,188,1,42,72.32,0.8744048961948787
1,5,1,G,0.9,94,94,1,35,55.48,0.8965690852951235
2,5,1,G,0.9,33,33,1,34,53.9,0.909903375356022
3,5,1,G,0.9,43,43,1,37,58.31,0.8859865688522405
4,5,1,G,0.9,5,5,1,34,54.16,0.9013263886033056
5,5,1,G,0.9,107,107,1,36,56.47,0.9107318496133499
6,5,1,G,0.9,115,115,1,32,50.53,0.9235551518953029
7,5,1,G,0.9,47,47,1,40,64.4,0.9159165049908651
8,5,1,G,0.9,44,44,1,31,50.17,0.9140672291827195
9,5,1,G,0.9,54,54,1,41,66.55,0.8960725560226267
10,5,1,G,0.9,24,24,1,35,56.56,0.9268030498483663
11,5,1,G,0.9,169,169,1,47,76.29,0.8704365351811432
12,5,1,G,0.9,80,80,1,49,78.48,0.884755471772972
13,5,1,G,0.9,167,167,1,45,72.81,0.8450553570810396
14,5,1,G,0.9,29,29,1,27,42.35,0.9007739704972293
15,5,1,G,0.9,176,176,1,38,60.36,0.8927203086474762
16,5,1,G,0.9,213,213,1,31,49.86,0.9247663255581944
17,5,1,G,0.9,78,78,1,36,56.71,0.8960658664173581
18,5,1,G,0.9,236,236,1,27,42.91,0.9420650873366712
19,5,1,G,0.9,93,93,1,32,50.36,0.9006417534338376
20,5,1,G,0.9,230,230,1,37,58.47,0.8673619441606131
21,5,1,G,0.9,23,23,1,40,64.33,0.938098735428241
22,5,1,G,0.9,230,230,1,46,71.83,0.9016619931101515
23,5,1,G,0.9,228,228,1,36,56.46,0.9188426904738962
24,5,1,G,0.9,128,128,1,47,74.56,0.864451967114226
25,5,1,G,0.9,33,33,1,35,56.48,0.9110444262921535
26,5,1,G,0.9,127,127,1,34,53.68,0.926497650576261
27,5,1,G,0.9,205,205,1,49,78.5,0.8751180856493757
28,5,1,G,0.9,90,90,1,50,80.77,0.8705038477204182
29,5,1,G,0.9,98,98,1,34,53.78,0.8836347066704396
30,5,1,G,0.9,181,181,1,40,62.64,0.9589362962546839
31,5,1,G,0.9,165,165,1,32,50.7,0.8831702046373142
32,5,1,G,0.9,73,73,1,45,72.75,0.9147343456876821
33,5,1,G,0.9,136,136,1,38,59.67,0.8658775130443089
34,5,1,G,0.9,246,246,1,36,57.01,0.9048903137141391
35,5,1,G,0.9,182,182,1,31,48.8,0.8975851736058907
36,5,1,G,0.9,50,50,1,36,57.29,0.8960263430395141
37,5,1,G,0.9,252,252,1,51,83.37,0.8837377794364222
38,5,1,G,0.9,183,183,1,32,49.89,0.9056380100986302
39,5,1,G,0.9,44,44,1,31,49.2,0.937673553222659
40,5,1,G,0.9,9,9,1,44,70.9,0.8985010453294584
41,5,1,G,0.9,30,30,1,34,54.64,0.9075723640317295
42,5,1,G,0.9,188,188,1,32,50.27,0.908001297474305
43,5,1,G,0.9,32,32,1,40,63.77,0.8859427040591135
44,5,1,G,0.9,177,177,1,55,88.24,0.8640115825784503
45,5,1,G,0.9,207,207,1,39,61.15,0.904337230774194
46,5,1,G,0.9,203,203,1,45,73.01,0.8344876167931131
47,5,1,G,0.9,110,110,1,33,53.08,0.8857099719140077
48,5,1,G,0.9,167,167,1,29,45.78,0.8927436353747552
49,5,1,G,0.9,173,173,1,31,49.13,0.9322076540740758
