seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,a_true,q_true,c_true,G_fit,a_fit,q_fit,c_fit
0,20,4,G|a|q|c,0.9,188,188,1,94,131.96,5,1.0,0.0,0.9804033223889849,5.560920855309788,0.8926950924134234,-0.026956567470840097
1,20,4,G|a|q|c,0.9,94,94,1,75,99.6,5,1.0,0.0,0.9024009474430997,5.2286938152193425,1.0031948174838332,-0.08731869970356657
2,20,4,G|a|q|c,0.9,33,33,1,70,94.32,5,1.0,0.0,0.9308164656118092,5.1765493024279206,0.9625021641043912,-0.003738375460032327
3,20,4,G|a|q|c,0.9,43,43,1,201,274.44,5,1.0,0.0,0.8681287114860514,4.789056742875832,1.010163290972994,0.42364824502136145
4,20,4,G|a|q|c,0.9,5,5,1,201,276.41,5,1.0,0.0,0.9768462668097851,5.196346172683177,0.9096836687648481,-0.11903539237404656
5,20,4,G|a|q|c,0.9,107,107,1,57,75.54,5,1.0,0.0,0.8830906473157463,4.912794892540467,1.0113707776496215,0.027603153552240446
6,20,4,G|a|q|c,0.9,115,115,1,201,273.76,5,1.0,0.0,0.7917913253428641,4.402876042518254,1.2188076668148093,-0.3069550043924222
7,20,4,G|a|q|c,0.9,47,47,1,63,80.76,5,1.0,0.0,0.8838474185891936,4.816410477940853,1.0290575745619486,0.09542164880129465
8,20,4,G|a|q|c,0.9,44,44,1,50,62.29,5,1.0,0.0,0.8005428616106312,5.154889583599695,1.1611839055763091,-0.022013448211968947
9,20,4,G|a|q|c,0.9,54,54,1,201,274.36,5,1.0,0.0,0.7701365800673975,4.831096818675149,1.2071344809129223,-0.1550034051320587
10,20,4,G|a|q|c,0.9,24,24,1,201,278.32,5,1.0,0.0,0.8399937721682003,4.930547261345236,1.1068170440712712,0.27478837383457416
11,20,4,G|a|q|c,0.9,169,169,1,201,278.74,5,1.0,0.0,0.9038085951918804,4.719342532754385,0.9658071191606907,-0.47687519764352637
12,20,4,G|a|q|c,0.9,156,80,0,201,278.22,5,1.0,0.0,0.2287579575933056,4.91710430726944,-0.01015756679093727,3.578588182925177
13,20,4,G|a|q|c,0.9,167,167,1,115,156.2,5,1.0,0.0,0.9684853223390543,4.952259853336053,0.8923555842658006,-0.0366933261837371
14,20,4,G|a|q|c,0.9,29,29,1,56,73.08,5,1.0,0.0,0.8880168702867683,4.825766632636095,1.0208738541320022,-0.03239357439351155
15,20,4,G|a|q|c,0.9,176,176,1,99,134.35,5,1.0,0.0,0.9686502336038584,5.104281772835573,0.9018769487300263,-0.01440570851157079
16,20,4,G|a|q|c,0.9,236,213,0,201,273.96,5,1.0,0.0,0.20854130279426644,5.037235508458125,0.4870029594743232,1.9841452867959561
17,20,4,G|a|q|c,0.9,78,78,1,64,83.58,5,1.0,0.0,0.9022086218450274,5.247323640252066,0.9898045663598644,0.06027878893821306
18,20,4,G|a|q|c,0.9,236,236,1,66,84.76,5,1.0,0.0,0.9158956724560441,4.818402733475137,0.9871452016624004,0.012713331980332275
19,20,4,G|a|q|c,0.9,93,93,1,119,160.22,5,1.0,0.0,0.8936072571991431,4.992932083316684,0.9912434082282419,0.1065280252036998
20,20,4,G|a|q|c,0.9,230,230,1,157,216.6,5,1.0,0.0,0.9710601077820165,5.496043435846707,0.8792073322393669,0.005121412501372282
21,20,4,G|a|q|c,0.9,154,23,0,201,271.78,5,1.0,0.0,0.021949078779765947,3.973645994412804,1.7944847234759882,1.3362391142242873
22,20,4,G|a|q|c,0.9,230,230,1,85,113.3,5,1.0,0.0,0.9243421298261869,5.206558270483118,0.9557021975543036,0.06714866091446327
23,20,4,G|a|q|c,0.9,228,228,1,51,63.31,5,1.0,0.0,0.8916591520465527,5.149930899624973,1.0209621513140665,-0.011705675523179011
24,20,4,G|a|q|c,0.9,128,128,1,64,79.32,5,1.0,0.0,0.9535151495155461,5.197387664857689,0.9283426936809095,0.004241523992937575
25,20,4,G|a|q|c,0.9,33,33,1,61,80.74,5,1.0,0.0,0.8586959978210673,5.021142317288436,1.080684986381453,0.02823337136810192
26,20,4,G|a|q|c,0.9,127,127,1,201,278.19,5,1.0,0.0,0.8187606517324792,4.676551427820306,1.1760528919565316,-0.1398615836518925
27,20,4,G|a|q|c,0.9,205,205,1,69,91.61,5,1.0,0.0,0.8781182606028535,4.985854309923258,1.0219590201649988,0.07328678796579338
28,20,4,G|a|q|c,0.9,90,90,1,90,122.62,5,1.0,0.0,0.9682989437377904,5.272897268904409,0.8751190492660548,0.08283287036092972
29,20,4,G|a|q|c,0.9,98,98,1,163,225.13,5,1.0,0.0,0.9719739075261006,4.771524473269064,0.8650335350391715,0.290045747898528
30,20,4,G|a|q|c,0.9,181,181,1,66,85.99,5,1.0,0.0,0.8724753134544998,5.06496386606302,1.081182274705142,-0.03207871379577611
31,20,4,G|a|q|c,0.9,165,165,1,201,278.44,5,1.0,0.0,0.9061167145952742,4.779020584533123,0.960199955528766,-0.11200419578757698
32,20,4,G|a|q|c,0.9,73,73,1,201,277.79,5,1.0,0.0,0.9110440300352491,4.434761262567679,0.9910695234260006,-0.18525367209598376
33,20,4,G|a|q|c,0.9,136,136,1,79,107.42,5,1.0,0.0,0.8320878856648909,4.982023435687327,1.0740176904745609,0.019542791159325168
34,20,4,G|a|q|c,0.9,246,246,1,201,278.95,5,1.0,0.0,0.8397354911913174,5.303055869811252,1.111870611831386,-0.1743979548938361
35,20,4,G|a|q|c,0.9,182,182,1,54,67.04,5,1.0,0.0,0.7907650807345569,5.070401829847529,1.1729616192857792,-0.005883732530467371
36,20,4,G|a|q|c,0.9,50,50,1,104,140.03,5,1.0,0.0,0.9620938565500208,4.867459663394705,0.910570304404186,0.006959530825217433
37,20,4,G|a|q|c,0.9,252,252,1,63,82.36,5,1.0,0.0,0.8654393075795366,4.807379159361366,1.0552453839125295,0.00983950500394377
38,20,4,G|a|q|c,0.9,183,183,1,57,74.19,5,1.0,0.0,0.879512498547205,4.977724750869921,1.0359565894529632,-0.022141174953064044
39,20,4,G|a|q|c,0.9,44,44,1,44,54.75,5,1.0,0.0,0.8810999439599154,4.753931996910933,1.0248877460340258,0.009641949148231405
40,20,4,G|a|q|c,0.9,9,9,1,81,107.22,5,1.0,0.0,0.8856394026758649,4.980169962652003,1.040940075479778,-0.04440874524930781
41,20,4,G|a|q|c,0.9,77,30,0,201,273.36,5,1.0,0.0,0.012173488802898232,5.150349130181547,0.6237626017312844,-1.1266717485964608
42,20,4,G|a|q|c,0.9,188,188,1,74,99.14,5,1.0,0.0,0.8786709402075215,5.312552633293049,1.0353416794190862,0.06453792181582506
43,20,4,G|a|q|c,0.9,32,32,1,50,62.82,5,1.0,0.0,0.9009758578839338,5.300153074663102,0.9997597999630807,0.002678806453903404
44,20,4,G|a|q|c,0.9,177,177,1,57,74.32,5,1.0,0.0,0.8752004871180826,5.060104119452844,1.0232787774196703,-0.003659767832888423
45,20,4,G|a|q|c,0.9,207,207,1,132,178.65,5,1.0,0.0,0.9746618696878985,5.164823758676085,0.8992891381250375,0.12792164725164612
46,20,4,G|a|q|c,0.9,203,203,1,59,77.33,5,1.0,0.0,0.9832249821379415,5.07241874001236,0.8625214110706684,-0.01823025873428795
47,20,4,G|a|q|c,0.9,110,110,1,66,84.92,5,1.0,0.0,0.8164579687039257,5.112994852804144,1.115888154870937,-0.01883121644587928
48,20,4,G|a|q|c,0.9,167,167,1,201,277.33,5,1.0,0.0,0.9664519658395624,5.550527652091716,0.8991910710078864,0.14307859766337624
49,20,4,G|a|q|c,0.9,142,173,0,201,277.8,5,1.0,0.0,0.9948096184235891,6.870648702144584,0.9479506835425148,1.1882846493295918
