seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,G_fit
0,1,1,G,0.1,220,188,0,90,148.28,0.2782672897413485
1,1,1,G,0.1,129,94,0,201,277.0,0.28396744613652647
2,1,1,G,0.1,33,33,1,201,279.37,0.27559293829227743
3,1,1,G,0.1,139,43,0,201,278.49,0.8413409229192255
4,1,1,G,0.1,221,5,0,74,101.8,0.05665783461908029
5,1,1,G,0.1,210,107,0,201,276.34,0.3701308467182363
6,1,1,G,0.1,95,115,0,79,108.84,0.11066492213113298
7,1,1,G,0.1,12,47,0,201,277.54,0.24163200976948102
8,1,1,G,0.1,59,44,0,116,163.58,0.051639859767577324
9,1,1,G,0.1,236,54,0,201,279.95,0.7029704690618567
10,1,1,G,0.1,2,24,0,201,278.82,0.3293868674595516
11,1,1,G,0.1,129,169,0,70,96.89,0.1662512554562291
12,1,1,G,0.1,197,80,0,153,210.64,0.14569988209015142
13,1,1,G,0.1,125,167,0,201,276.7,0.7642568036336411
14,1,1,G,0.1,117,29,0,77,105.85,0.13191653806558856
15,1,1,G,0.1,78,176,0,46,62.64,0.24763525861428692
16,1,1,G,0.1,189,213,0,201,276.86,0.6345294851559278
17,1,1,G,0.1,178,78,0,122,169.33,0.15232985120097517
18,1,1,G,0.1,53,236,0,201,273.04,0.3475795552462469
19,1,1,G,0.1,18,93,0,58,77.8,0.08523790959376831
20,1,1,G,0.1,253,230,0,201,272.42,0.57862179828347
21,1,1,G,0.1,97,23,0,201,276.52,0.9642761270274842
22,1,1,G,0.1,58,230,0,56,77.5,0.13228627321947514
23,1,1,G,0.1,72,228,0,138,189.44,0.09677972746565461
24,1,1,G,0.1,159,128,0,201,278.06,0.5915095498419354
25,1,1,G,0.1,216,33,0,65,90.5,0.13346854928710658
26,1,1,G,0.1,120,127,0,61,84.19,0.16351550175413077
27,1,1,G,0.1,116,205,0,45,62.38,0.18888100401026883
28,1,1,G,0.1,16,90,0,201,278.49,0.9386609597268593
29,1,1,G,0.1,75,98,0,71,97.99,0.1963576285420013
30,1,1,G,0.1,126,181,0,201,278.98,0.5041120167840344
31,1,1,G,0.1,144,165,0,201,276.36,0.645713362840333
32,1,1,G,0.1,162,73,0,201,277.74,0.6970667147834939
33,1,1,G,0.1,25,136,0,106,145.98,0.13782938483411913
34,1,1,G,0.1,84,246,0,83,113.66,0.1545003733569053
35,1,1,G,0.1,19,182,0,201,277.55,0.29682358998871244
36,1,1,G,0.1,108,50,0,125,173.69,0.2626726734023111
37,1,1,G,0.1,140,252,0,201,280.24,0.2537499522907208
38,1,1,G,0.1,218,183,0,201,275.78,0.3143379782197099
39,1,1,G,0.1,83,44,0,60,83.59,0.17253095741908167
40,1,1,G,0.1,32,9,0,201,271.82,0.9774259590954493
