seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,a_true,q_true,c_true,G_fit,a_fit,q_fit,c_fit
0,18,4,G|a|q|c,0.5,188,188,1,201,547.94,5,1.0,0.0,0.5151224741387037,5.095130538443077,1.0010125945412944,-0.00021648329261900998
1,18,4,G|a|q|c,0.5,94,94,1,201,511.3,5,1.0,0.0,0.5108757938054626,4.889971323383354,0.9996805371470485,-0.0011046162256001235
2,18,4,G|a|q|c,0.5,33,33,1,201,510.93,5,1.0,0.0,0.5210508800846184,4.984275358492168,1.0002277946364866,0.0006137849078699212
3,18,4,G|a|q|c,0.5,43,43,1,201,505.99,5,1.0,0.0,0.5178224136329043,5.164702765979711,1.0013240226857438,2.013829715168716e-06
4,18,4,G|a|q|c,0.5,5,5,1,201,488.67,5,1.0,0.0,0.5524286944867165,4.729088996542506,0.9979519514298398,-2.7521590195192007e-05
5,18,4,G|a|q|c,0.5,107,107,1,176,530.03,5,1.0,0.0,0.5073895433550049,4.861927660086688,0.9987973569929585,0.00486064753404474
6,18,4,G|a|q|c,0.5,115,115,1,201,610.13,5,1.0,0.0,0.5350201429353488,5.169479428986652,1.0012317193637452,-0.0007270854892229312
7,18,4,G|a|q|c,0.5,47,47,1,201,598.9,5,1.0,0.0,0.5147495513778366,4.942701727192961,0.9996877998519569,0.0003603252539500172
8,18,4,G|a|q|c,0.5,44,44,1,201,601.79,5,1.0,0.0,0.5149545661986663,5.027124681370378,1.0004865032037908,-0.003175885782540171
9,18,4,G|a|q|c,0.5,54,54,1,201,597.8,5,1.0,0.0,0.5391626650607841,5.04180410427684,1.0001422958272224,-0.0013890596953591574
10,18,4,G|a|q|c,0.5,24,24,1,201,541.07,5,1.0,0.0,0.527653484416128,5.104405576992515,1.000834184560081,0.0011020241138829012
11,18,4,G|a|q|c,0.5,169,169,1,201,532.84,5,1.0,0.0,0.5447886903813285,5.063562655384565,1.000599538598092,-0.0014542239228005332
12,18,4,G|a|q|c,0.5,80,80,1,201,531.7,5,1.0,0.0,0.5129757123389858,4.831648356521099,0.9982730004364193,0.005011705939917505
13,18,4,G|a|q|c,0.5,167,167,1,201,526.82,5,1.0,0.0,0.513310558896704,4.663809878399783,0.9983646603152434,0.00019980831399721242
14,18,4,G|a|q|c,0.5,29,29,1,201,525.12,5,1.0,0.0,0.517618137393482,5.052298737392818,1.0002270132563387,0.001504083057741428
15,18,4,G|a|q|c,0.5,176,176,1,201,467.42,5,1.0,0.0,0.5311750960239819,5.121052771264497,1.0006263728328002,-0.00043032362395385487
16,18,4,G|a|q|c,0.5,213,213,1,201,533.18,5,1.0,0.0,0.5289711512011599,4.900877486004417,0.9989490753957617,0.002671726054454871
17,18,4,G|a|q|c,0.5,78,78,1,201,512.15,5,1.0,0.0,0.5244089829628066,5.109237918887174,1.0007646083053652,0.0008784409090340382
18,18,4,G|a|q|c,0.5,236,236,1,201,506.96,5,1.0,0.0,0.5269737384832843,4.90104146908434,0.9988912444199012,-0.005407089421740243
19,18,4,G|a|q|c,0.5,93,93,1,146,368.82,5,1.0,0.0,0.5068448762854102,4.9693376740920145,0.9994022885205449,0.003583456856516234
20,18,4,G|a|q|c,0.5,230,230,1,201,508.64,5,1.0,0.0,0.5221037484373316,5.080383666637259,1.0009166749632414,-0.0030999513189345633
