seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,a_true,q_true,c_true,G_fit,a_fit,q_fit,c_fit
0,20,4,G|a|q|c,0.9,188,188,1,201,364.96,5,1.0,0.0,0.9102293063067022,5.225675749389623,1.0017256111155373,-0.0011366328111754684
1,20,4,G|a|q|c,0.9,94,94,1,201,343.38,5,1.0,0.0,0.908823548478288,5.135736928298865,1.000855014537445,0.0010125239920385871
2,20,4,G|a|q|c,0.9,33,33,1,201,337.71,5,1.0,0.0,0.9142178322151018,5.166038552853079,1.0010128124518982,0.00014704140636303623
3,20,4,G|a|q|c,0.9,43,43,1,201,338.24,5,1.0,0.0,0.908617533721254,4.925867848461351,0.9992768099237872,0.001838158759777986
4,20,4,G|a|q|c,0.9,5,5,1,201,340.9,5,1.0,0.0,0.9237049645170271,4.754790823941181,0.9976798049694032,0.003923448072715993
5,20,4,G|a|q|c,0.9,107,107,1,201,339.37,5,1.0,0.0,0.9125793106936616,4.829192281091387,0.998771181742192,0.0004085828493835161
6,20,4,G|a|q|c,0.9,115,115,1,201,339.52,5,1.0,0.0,0.9131802467061075,5.051796250492802,1.0001080781612046,-0.0010519091608411112
7,20,4,G|a|q|c,0.9,47,47,1,201,342.69,5,1.0,0.0,0.9058131813168572,4.9334083235461135,0.9991060638612237,0.0025741825495805603
8,20,4,G|a|q|c,0.9,44,44,1,201,342.77,5,1.0,0.0,0.9237529805967988,5.135412239424686,1.0008790643839232,-0.001487941201380939
9,20,4,G|a|q|c,0.9,54,54,1,201,350.32,5,1.0,0.0,0.9098079349616607,4.978804146534339,0.9994105415546666,0.003025372922199742
10,20,4,G|a|q|c,0.9,24,24,1,201,335.87,5,1.0,0.0,0.920762993237516,5.135537864210636,1.000548269971268,-0.00111656494194067
11,20,4,G|a|q|c,0.9,169,169,1,201,335.3,5,1.0,0.0,0.9260397090727657,4.945314250245236,0.9995908067993756,-4.543107029694683e-05
12,20,4,G|a|q|c,0.9,80,80,1,201,330.6,5,1.0,0.0,0.9119953360386521,4.685485529714012,0.997229529108631,0.0030372217303060293
13,20,4,G|a|q|c,0.9,167,167,1,201,337.1,5,1.0,0.0,0.907835577513708,4.8495283833631015,0.9989808101781388,-0.0014779275674447854
14,20,4,G|a|q|c,0.9,29,29,1,201,336.76,5,1.0,0.0,0.9156994553433015,4.872902282226072,0.998653340605897,0.0033379629385363765
15,20,4,G|a|q|c,0.9,176,176,1,201,333.42,5,1.0,0.0,0.9183113153779169,5.011049153230656,0.9998768811243822,0.0015245403213979237
16,20,4,G|a|q|c,0.9,213,213,1,201,334.73,5,1.0,0.0,0.9138463326130665,4.740660020609343,0.9969100056759009,0.009553509735116376
17,20,4,G|a|q|c,0.9,78,78,1,201,337.01,5,1.0,0.0,0.9126532626717858,4.875676869349643,0.9988201165950773,0.0032442965942172516
18,20,4,G|a|q|c,0.9,236,236,1,201,352.22,5,1.0,0.0,0.9131814511100499,4.87733779018821,0.9993862850413027,-0.003759189264770846
19,20,4,G|a|q|c,0.9,93,93,1,201,340.57,5,1.0,0.0,0.914293832042343,4.952064739829491,0.9995135217840383,0.0007951270483379247
20,20,4,G|a|q|c,0.9,230,230,1,201,325.97,5,1.0,0.0,0.9139447625470047,5.065344574648923,1.0002742945290704,0.0026779782244632476
21,20,4,G|a|q|c,0.9,23,23,1,201,325.32,5,1.0,0.0,0.930350443686784,4.800545516591771,0.9977539108256224,0.003976370222201476
