seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,a_true,q_true,G_fit,a_fit,q_fit
0,13,3,G|a|q,0.5,188,188,1,201,323.03,5,1.0,0.7865497582883866,5.56420989983502,0.5634478105926213
1,13,3,G|a|q,0.5,94,94,1,201,308.74,5,1.0,0.6520168590266952,4.394841229417484,0.7033039714264318
2,13,3,G|a|q,0.5,33,33,1,201,306.59,5,1.0,0.5432038751513695,6.198305149537448,0.9123309730376357
3,13,3,G|a|q,0.5,43,43,1,201,288.62,5,1.0,0.3960746809105258,5.418389320875135,1.3183075343057553
4,13,3,G|a|q,0.5,5,5,1,201,285.68,5,1.0,0.8367103747220985,4.875041748792552,0.5102645028300161
5,13,3,G|a|q,0.5,107,107,1,201,290.5,5,1.0,0.5011081748545164,6.349123403696488,1.054590084147068
6,13,3,G|a|q,0.5,115,115,1,201,285.26,5,1.0,0.4174389485291177,3.5107775061808044,1.2969283684631279
7,13,3,G|a|q,0.5,47,47,1,201,292.98,5,1.0,0.430221255317766,5.287203097023657,1.2676865078267685
8,13,3,G|a|q,0.5,44,44,1,201,295.82,5,1.0,0.4951446184060106,4.473826575054341,1.0497139893746634
9,13,3,G|a|q,0.5,54,54,1,201,296.15,5,1.0,0.422201699584471,3.939970087222073,1.2177231955628625
10,13,3,G|a|q,0.5,24,24,1,201,296.35,5,1.0,0.31978966558107874,5.678592138025696,1.7531039279035427
11,13,3,G|a|q,0.5,169,169,1,201,299.85,5,1.0,0.7879218023507115,3.3524962252733217,0.4354008681651971
12,13,3,G|a|q,0.5,157,80,0,201,293.88,5,1.0,0.15858589509921808,4.180304059214372,1.6318216896097169
13,13,3,G|a|q,0.5,167,167,1,201,300.16,5,1.0,0.6734976143873991,4.2276652362648575,0.6421684746057208
14,13,3,G|a|q,0.5,29,29,1,201,300.66,5,1.0,0.5140171883208854,3.962542419251214,0.956398235182726
15,13,3,G|a|q,0.5,176,176,1,201,297.82,5,1.0,0.6232593801474392,5.634998070975523,0.751683954824954
16,13,3,G|a|q,0.5,213,213,1,201,304.04,5,1.0,0.606354293668271,4.141519003720885,0.8247804656508606
17,13,3,G|a|q,0.5,78,78,1,201,292.54,5,1.0,0.45317674916892586,6.817636457072028,1.0974803602779764
18,13,3,G|a|q,0.5,236,236,1,201,292.96,5,1.0,0.4537635729005171,5.633423900962017,1.240877457543725
19,13,3,G|a|q,0.5,93,93,1,201,294.28,5,1.0,0.4051356875440275,5.894754260849658,1.2839281992396532
20,13,3,G|a|q,0.5,230,230,1,201,295.61,5,1.0,0.6521517325254486,5.878802314706967,0.6730174224315296
21,13,3,G|a|q,0.5,178,23,0,201,316.56,5,1.0,0.6887787847028368,5.161117690154701,0.3058108941250429
22,13,3,G|a|q,0.5,230,230,1,201,313.96,5,1.0,0.5854563423441229,5.486688654737659,0.825591693594449
23,13,3,G|a|q,0.5,228,228,1,138,210.96,5,1.0,0.36627249799444644,4.693978009692239,1.5553362444800667
24,13,3,G|a|q,0.5,128,128,1,201,310.58,5,1.0,0.7031708031729442,3.9385610280762178,0.594332346707513
25,13,3,G|a|q,0.5,33,33,1,201,307.29,5,1.0,0.3884001758411873,5.149076794400497,1.4484241754699618
26,13,3,G|a|q,0.5,127,127,1,201,306.19,5,1.0,0.4325578079812024,4.0287335094708485,1.3213417945472852
27,13,3,G|a|q,0.5,205,205,1,201,307.13,5,1.0,0.3902316810350915,5.123744376009205,1.3347084288647353
28,13,3,G|a|q,0.5,90,90,1,201,309.05,5,1.0,0.506216567450834,6.6091972100656,0.9138312186459293
29,13,3,G|a|q,0.5,98,98,1,201,305.63,5,1.0,0.4885693320440206,5.650115960025653,0.9743803496246406
30,13,3,G|a|q,0.5,181,181,1,201,305.29,5,1.0,0.5226122458639723,3.9225061594466015,0.9628677741736882
31,13,3,G|a|q,0.5,165,165,1,201,305.65,5,1.0,0.5650285135466172,4.174820917678447,0.7783817902491242
32,13,3,G|a|q,0.5,73,73,1,201,304.4,5,1.0,0.6422048488804634,3.36825560291792,0.7428515314702138
33,13,3,G|a|q,0.5,136,136,1,201,302.55,5,1.0,0.2415485439150398,3.845507756124599,2.2719038549544397
34,13,3,G|a|q,0.5,246,246,1,201,301.81,5,1.0,0.6494849279255605,3.9429608181911333,0.7162262694785533
35,13,3,G|a|q,0.5,182,182,1,201,303.08,5,1.0,0.458005357708366,4.118223552300318,1.070583136839388
36,13,3,G|a|q,0.5,50,50,1,201,303.45,5,1.0,0.6604307593126576,4.507648934151297,0.7322793415454405
37,13,3,G|a|q,0.5,252,252,1,201,305.91,5,1.0,0.2585054707643629,4.5024355715215,2.201266362576847
38,13,3,G|a|q,0.5,183,183,1,201,305.36,5,1.0,0.6875162984665901,3.3942050654833023,0.6616120288724651
