seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,a_true,q_true,G_fit,a_fit,q_fit
0,12,3,G|a|q,0.3,188,188,1,201,497.2,5,1.0,0.7118842362103005,6.1088069166995655,0.3192786240327714
1,12,3,G|a|q,0.3,94,94,1,201,497.68,5,1.0,0.42011196020782365,4.853500256460737,0.6496678662801498
2,12,3,G|a|q,0.3,33,33,1,201,551.96,5,1.0,0.43512872878063186,6.404968976193679,0.6231787904831798
3,12,3,G|a|q,0.3,141,43,0,201,609.86,5,1.0,0.1517909105036739,5.345018789905985,0.5530528641208017
4,12,3,G|a|q,0.3,15,5,0,201,576.0,5,1.0,0.05018663518113139,4.940156524947914,0.6362951790994326
5,12,3,G|a|q,0.3,107,107,1,201,579.27,5,1.0,0.4023628157317528,6.296220745090529,0.7767352230259738
6,12,3,G|a|q,0.3,115,115,1,201,598.23,5,1.0,0.1630946504743665,4.063125687093378,2.3439550891422645
7,12,3,G|a|q,0.3,47,47,1,201,594.39,5,1.0,0.25129143133813764,4.992050992567093,1.3846108349373463
8,12,3,G|a|q,0.3,78,44,0,201,586.96,5,1.0,0.016998398136840117,3.592839719942139,3.157657825851903
9,12,3,G|a|q,0.3,54,54,1,201,588.98,5,1.0,0.203272208082182,3.49217037490611,1.7284479889584314
10,12,3,G|a|q,0.3,24,24,1,201,592.64,5,1.0,0.14829460938134958,3.90795192300085,2.379587897227399
11,12,3,G|a|q,0.3,169,169,1,201,571.71,5,1.0,0.5156668903477643,3.971713556063298,0.327194750907501
12,12,3,G|a|q,0.3,157,80,0,201,524.2,5,1.0,0.1059207674259472,4.2539202897709005,1.533353968935573
13,12,3,G|a|q,0.3,167,167,1,201,496.01,5,1.0,0.44411857063010923,4.443886034536368,0.5564145297371901
14,12,3,G|a|q,0.3,29,29,1,201,494.19,5,1.0,0.19445392802246803,4.130810027904297,1.728478975143191
15,12,3,G|a|q,0.3,176,176,1,201,489.11,5,1.0,0.5005082510561437,5.708689281406212,0.5177656492959665
16,12,3,G|a|q,0.3,213,213,1,201,493.98,5,1.0,0.39424122733408146,3.8046099170026895,0.7701332574666873
17,12,3,G|a|q,0.3,78,78,1,201,481.92,5,1.0,0.385478913901867,5.9368537198306885,0.6823908532408418
18,12,3,G|a|q,0.3,236,236,1,201,497.81,5,1.0,0.3040275051129598,5.729315024423172,1.175469289126799
19,12,3,G|a|q,0.3,93,93,1,201,494.52,5,1.0,0.22957926178966012,5.6943446176271415,1.3719260711719017
20,12,3,G|a|q,0.3,230,230,1,201,506.94,5,1.0,0.5973027793779304,6.130285037884532,0.3685250547228666
21,12,3,G|a|q,0.3,163,23,0,201,525.1,5,1.0,0.7092313318122386,6.185864953791397,0.15872611492560817
22,12,3,G|a|q,0.3,230,230,1,201,521.93,5,1.0,0.4253082939405708,5.780436669639159,0.6436979331564617
23,12,3,G|a|q,0.3,228,228,1,201,509.52,5,1.0,0.20393921618294528,3.924362859999497,1.9444282668085016
24,12,3,G|a|q,0.3,128,128,1,201,503.38,5,1.0,0.4654160075910681,3.9606087920304955,0.49542576391674853
