seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,G_fit
0,4,1,G,0.7,188,188,1,42,92.16,0.8455366966624221
1,4,1,G,0.7,94,94,1,33,58.85,0.7297082975882628
2,4,1,G,0.7,33,33,1,36,65.41,0.7481963851816835
3,4,1,G,0.7,43,43,1,40,72.22,0.6589388320290943
4,4,1,G,0.7,5,5,1,40,72.48,0.70068515401596
5,4,1,G,0.7,107,107,1,35,62.72,0.6722306656026479
6,4,1,G,0.7,115,115,1,43,78.32,0.6460142080997916
7,4,1,G,0.7,47,47,1,34,65.94,0.666659170781862
8,4,1,G,0.7,44,44,1,42,79.05,0.6451067998503013
9,4,1,G,0.7,54,54,1,42,75.62,0.6771803559244542
10,4,1,G,0.7,24,24,1,44,78.05,0.6508146911646892
11,4,1,G,0.7,169,169,1,49,88.39,0.6992882303009496
12,4,1,G,0.7,80,80,1,30,51.14,0.7726987648138169
13,4,1,G,0.7,167,167,1,36,61.8,0.7358741502054951
14,4,1,G,0.7,29,29,1,40,68.98,0.6677488384838606
15,4,1,G,0.7,176,176,1,33,57.53,0.7708300456219825
16,4,1,G,0.7,213,213,1,38,66.92,0.706714029228829
17,4,1,G,0.7,78,78,1,32,58.85,0.7335272645711977
18,4,1,G,0.7,236,236,1,39,72.47,0.6905923733901344
19,4,1,G,0.7,93,93,1,34,64.51,0.705181953388765
20,4,1,G,0.7,230,230,1,38,72.87,0.7397628802222844
21,4,1,G,0.7,23,23,1,46,86.24,0.7095996252005659
22,4,1,G,0.7,230,230,1,37,70.14,0.736166279189244
23,4,1,G,0.7,228,228,1,32,59.81,0.7152604353184382
24,4,1,G,0.7,128,128,1,32,62.45,0.7801264716811022
25,4,1,G,0.7,33,33,1,39,70.93,0.6792667654805893
26,4,1,G,0.7,127,127,1,45,84.76,0.6192653386385608
27,4,1,G,0.7,205,205,1,34,61.6,0.6827259080058126
28,4,1,G,0.7,90,90,1,40,74.53,0.7728826983643514
29,4,1,G,0.7,98,98,1,38,68.3,0.6719003369711518
30,4,1,G,0.7,181,181,1,35,60.85,0.6982955852494506
31,4,1,G,0.7,165,165,1,38,67.12,0.6524281419764277
32,4,1,G,0.7,73,73,1,42,73.88,0.6776641036409361
33,4,1,G,0.7,136,136,1,40,74.04,0.6519697918308804
34,4,1,G,0.7,246,246,1,40,78.03,0.7356785169853138
35,4,1,G,0.7,182,182,1,40,72.34,0.6343275307467955
36,4,1,G,0.7,50,50,1,34,59.9,0.7282947804073895
37,4,1,G,0.7,252,252,1,50,93.4,0.6520885440552027
38,4,1,G,0.7,183,183,1,37,68.93,0.6913568523476638
39,4,1,G,0.7,44,44,1,41,74.44,0.664419252822853
40,4,1,G,0.7,9,9,1,39,66.47,0.7216633653905359
41,4,1,G,0.7,30,30,1,42,77.18,0.7211042740028152
42,4,1,G,0.7,188,188,1,35,66.93,0.7268732951160639
43,4,1,G,0.7,32,32,1,36,64.47,0.7389231009271044
44,4,1,G,0.7,177,177,1,33,60.55,0.6900430627151254
45,4,1,G,0.7,207,207,1,35,65.37,0.7315722850779027
46,4,1,G,0.7,203,203,1,42,80.22,0.7727170424648179
47,4,1,G,0.7,110,110,1,39,72.22,0.6475849796287619
48,4,1,G,0.7,167,167,1,37,68.15,0.6635608645854801
49,4,1,G,0.7,173,173,1,33,62.91,0.7767858858192276
50,4,1,G,0.7,140,140,1,42,65.18,0.6700354641246179
51,4,1,G,0.7,233,233,1,38,52.79,0.7307791270774544
52,4,1,G,0.7,201,201,1,41,56.62,0.6291981843478057
53,4,1,G,0.7,6,6,1,33,44.72,0.7267104315100995
54,4,1,G,0.7,65,65,1,34,46.55,0.6905988177057184
55,4,1,G,0.7,43,43,1,36,48.92,0.6380736765335543
56,4,1,G,0.7,101,101,1,30,41.19,0.7159407287285601
57,4,1,G,0.7,66,66,1,35,47.62,0.6869998478273072
58,4,1,G,0.7,204,204,1,41,56.26,0.6526790765625855
59,4,1,G,0.7,25,25,1,38,52.72,0.7418768623301485
60,4,1,G,0.7,175,175,1,42,58.33,0.7506493040160649
61,4,1,G,0.7,100,100,1,35,47.64,0.7357433210408904
62,4,1,G,0.7,125,125,1,49,67.52,0.7855059115100869
63,4,1,G,0.7,78,78,1,57,79.09,0.6898512747825856
64,4,1,G,0.7,254,254,1,36,49.31,0.7247014284423652
65,4,1,G,0.7,74,74,1,40,55.51,0.7562476850610363
66,4,1,G,0.7,181,181,1,37,51.36,0.7524002672425377
67,4,1,G,0.7,211,211,1,40,55.45,0.7632321357152446
68,4,1,G,0.7,203,203,1,41,56.83,0.6689849916725424
69,4,1,G,0.7,0,0,1,41,56.93,0.6758555389722771
70,4,1,G,0.7,92,92,1,32,43.94,0.7720222214079919
71,4,1,G,0.7,49,49,1,44,61.21,0.6871084413204888
72,4,1,G,0.7,165,165,1,42,58.16,0.6758365507731594
73,4,1,G,0.7,76,76,1,41,57.29,0.6694108691722068
74,4,1,G,0.7,175,175,1,44,61.6,0.6530678233295072
75,4,1,G,0.7,32,32,1,39,51.89,0.6846124176365236
76,4,1,G,0.7,112,112,1,30,39.31,0.8390320763591063
77,4,1,G,0.7,255,255,1,36,47.31,0.6605248664650033
78,4,1,G,0.7,185,185,1,37,48.03,0.6769107325771928
79,4,1,G,0.7,136,136,1,33,43.03,0.7929928446683033
80,4,1,G,0.7,107,107,1,33,42.56,0.8086966752655865
81,4,1,G,0.7,189,189,1,41,53.6,0.695774091667784
82,4,1,G,0.7,136,136,1,42,55.22,0.715276563099797
83,4,1,G,0.7,180,180,1,42,55.7,0.6579331799674083
84,4,1,G,0.7,142,142,1,33,44.52,0.7394563742144151
85,4,1,G,0.7,18,18,1,32,43.59,0.7372002373595574
86,4,1,G,0.7,165,165,1,38,51.53,0.7178470541856578
87,4,1,G,0.7,224,224,1,44,59.82,0.5084435794668695
88,4,1,G,0.7,43,43,1,33,44.67,0.7025439143773229
89,4,1,G,0.7,66,66,1,41,56.42,0.690482121834147
90,4,1,G,0.7,16,16,1,32,43.55,0.7451972054874464
91,4,1,G,0.7,123,123,1,38,52.12,0.6467508925645933
92,4,1,G,0.7,229,229,1,48,66.06,0.683632252005292
93,4,1,G,0.7,256,256,1,50,67.76,0.8200097607544184
94,4,1,G,0.7,73,73,1,39,53.63,0.6619575574979781
