seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,G_fit
0,2,1,G,0.3,188,188,1,71,147.01,0.22813232388570462
1,2,1,G,0.3,94,94,1,44,90.75,0.2935189663885738
2,2,1,G,0.3,33,33,1,66,133.91,0.28086926792202455
3,2,1,G,0.3,43,43,1,57,113.21,0.3068134582935215
4,2,1,G,0.3,5,5,1,59,120.16,0.2792098603481368
5,2,1,G,0.3,107,107,1,51,101.88,0.31588911485057664
6,2,1,G,0.3,115,115,1,54,110.12,0.3198076776146892
7,2,1,G,0.3,52,47,0,201,407.0,0.47504407150153055
8,2,1,G,0.3,44,44,1,51,105.33,0.3250207222586328
9,2,1,G,0.3,54,54,1,63,123.17,0.3204169072959783
10,2,1,G,0.3,2,24,0,65,128.23,0.14404956318959022
11,2,1,G,0.3,129,169,0,67,133.72,0.040896519758417134
12,2,1,G,0.3,80,80,1,58,113.47,0.295722220119849
13,2,1,G,0.3,167,167,1,78,157.5,0.23388491053969426
14,2,1,G,0.3,29,29,1,47,88.67,0.3030995072150494
15,2,1,G,0.3,176,176,1,66,128.52,0.2853160902778392
16,2,1,G,0.3,213,213,1,46,91.32,0.3270987597347014
17,2,1,G,0.3,78,78,1,64,129.62,0.27586708063604065
18,2,1,G,0.3,236,236,1,65,133.12,0.347393215629246
19,2,1,G,0.3,195,93,0,64,131.15,0.1162021579913512
20,2,1,G,0.3,230,230,1,81,163.02,0.19433863775260127
21,2,1,G,0.3,23,23,1,52,106.74,0.3244256825011169
22,2,1,G,0.3,230,230,1,80,158.61,0.24718292578797801
23,2,1,G,0.3,228,228,1,52,102.68,0.35666164966728714
24,2,1,G,0.3,128,128,1,69,142.68,0.2509221064323168
25,2,1,G,0.3,106,33,0,56,115.81,0.21438827695490031
26,2,1,G,0.3,168,127,0,70,148.96,0.17603265445569555
27,2,1,G,0.3,205,205,1,57,113.54,0.3035491486922211
28,2,1,G,0.3,90,90,1,69,140.32,0.24079086468896035
29,2,1,G,0.3,83,98,0,92,186.21,0.23577050393942597
30,2,1,G,0.3,169,181,0,201,415.01,0.6099194741955765
31,2,1,G,0.3,165,165,1,56,115.06,0.26608798387479626
32,2,1,G,0.3,73,73,1,201,409.99,0.4307411094883873
33,2,1,G,0.3,136,136,1,47,88.29,0.2715794560207946
34,2,1,G,0.3,246,246,1,60,112.72,0.29922033026627626
35,2,1,G,0.3,220,182,0,52,98.15,0.30064553804444827
36,2,1,G,0.3,50,50,1,48,92.79,0.28230692809700364
37,2,1,G,0.3,252,252,1,66,126.69,0.2958921019646406
38,2,1,G,0.3,218,183,0,60,112.11,0.14941323255295658
39,2,1,G,0.3,44,44,1,54,102.03,0.3196537277351344
40,2,1,G,0.3,9,9,1,62,124.77,0.30545720102831103
41,2,1,G,0.3,30,30,1,57,111.86,0.2980654485129198
42,2,1,G,0.3,188,188,1,55,108.24,0.3041665528102716
43,2,1,G,0.3,32,32,1,56,109.78,0.3047693131934774
44,2,1,G,0.3,177,177,1,64,128.07,0.25283265570867486
45,2,1,G,0.3,207,207,1,47,96.57,0.29558418990920654
46,2,1,G,0.3,203,203,1,75,152.75,0.20812801892597832
47,2,1,G,0.3,110,110,1,58,116.79,0.2579571056583397
48,2,1,G,0.3,167,167,1,74,146.5,0.19645117863387365
49,2,1,G,0.3,173,173,1,49,93.57,0.33990518120599783
