seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,G_fit
0,4,1,G,0.7,188,188,1,65,138.71,0.6532880473604072
1,4,1,G,0.7,94,94,1,37,72.46,0.697548969247521
2,4,1,G,0.7,33,33,1,38,74.67,0.7039265659424578
3,4,1,G,0.7,43,43,1,37,75.03,0.6907059694976379
4,4,1,G,0.7,5,5,1,39,77.41,0.6959721378048603
5,4,1,G,0.7,107,107,1,53,106.0,0.7156126829851206
6,4,1,G,0.7,115,115,1,54,112.2,0.7220179634643479
7,4,1,G,0.7,47,47,1,42,83.95,0.7225643512336499
8,4,1,G,0.7,44,44,1,61,126.03,0.7154192346765728
9,4,1,G,0.7,54,54,1,71,142.4,0.6929888874350503
10,4,1,G,0.7,24,24,1,43,85.7,0.7261317404401587
11,4,1,G,0.7,169,169,1,59,118.63,0.6598165586094762
12,4,1,G,0.7,80,80,1,54,107.77,0.6857377935331117
13,4,1,G,0.7,167,167,1,67,133.71,0.6319492445474054
14,4,1,G,0.7,29,29,1,47,92.56,0.6992123594062903
15,4,1,G,0.7,176,176,1,49,100.76,0.6919635745395963
16,4,1,G,0.7,213,213,1,37,73.73,0.7242447563403527
17,4,1,G,0.7,78,78,1,52,104.24,0.6902764712702744
18,4,1,G,0.7,236,236,1,47,94.9,0.7427457521068207
19,4,1,G,0.7,93,93,1,36,70.02,0.7002920668757151
20,4,1,G,0.7,230,230,1,48,97.72,0.6520411366371581
21,4,1,G,0.7,23,23,1,46,93.92,0.7348323832361934
22,4,1,G,0.7,230,230,1,49,94.26,0.6922644706393587
23,4,1,G,0.7,228,228,1,36,77.13,0.7267660341479764
24,4,1,G,0.7,128,128,1,65,131.59,0.6574335986980938
25,4,1,G,0.7,33,33,1,48,98.74,0.7131543366188257
26,4,1,G,0.7,127,127,1,41,81.69,0.7316645452651805
27,4,1,G,0.7,205,205,1,46,90.5,0.682597316163267
28,4,1,G,0.7,90,90,1,58,118.92,0.6644907813203452
29,4,1,G,0.7,98,98,1,37,71.71,0.6793812214093506
30,4,1,G,0.7,181,181,1,69,138.13,0.7625425836032583
31,4,1,G,0.7,165,165,1,43,85.37,0.678000446925183
32,4,1,G,0.7,73,73,1,51,99.25,0.7297879263052592
33,4,1,G,0.7,136,136,1,57,124.31,0.6638685580415314
34,4,1,G,0.7,246,246,1,46,91.07,0.7024343926742416
35,4,1,G,0.7,182,182,1,45,91.84,0.6946732431938337
36,4,1,G,0.7,50,50,1,42,85.51,0.6899785861901883
37,4,1,G,0.7,252,252,1,56,110.72,0.6831612644430007
38,4,1,G,0.7,183,183,1,34,70.13,0.7048514006082547
39,4,1,G,0.7,44,44,1,62,122.96,0.7368835890192941
40,4,1,G,0.7,9,9,1,56,110.24,0.6971216385821345
41,4,1,G,0.7,30,30,1,39,78.17,0.7041687776238792
42,4,1,G,0.7,188,188,1,39,76.12,0.7080289040555446
43,4,1,G,0.7,32,32,1,52,106.54,0.687860414263733
44,4,1,G,0.7,177,177,1,65,126.38,0.6558130563534289
45,4,1,G,0.7,207,207,1,45,88.4,0.7049871526622135
46,4,1,G,0.7,203,203,1,43,88.51,0.626290241605052
47,4,1,G,0.7,110,110,1,43,85.52,0.6790704265956135
48,4,1,G,0.7,167,167,1,46,93.02,0.6717628865353282
49,4,1,G,0.7,173,173,1,37,72.66,0.7348411760476568
