seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,a_true,q_true,G_fit,a_fit,q_fit
0,12,3,G|a|q,0.3,188,188,1,136,365.38,5,1.0,0.3000213345297718,5.0003000320986635,0.9999865211913398
1,12,3,G|a|q,0.3,94,94,1,87,213.51,5,1.0,0.3000657409319487,4.999830319128942,1.0002580854324004
2,12,3,G|a|q,0.3,33,33,1,119,290.73,5,1.0,0.3000555713076428,4.997990051591494,1.0002182102694723
3,12,3,G|a|q,0.3,43,43,1,91,221.42,5,1.0,0.3000053613499993,4.999851995463778,0.9997848307464224
4,12,3,G|a|q,0.3,5,5,1,201,477.13,5,1.0,0.3009155918000226,4.932569606104749,0.9995101214904112
5,12,3,G|a|q,0.3,107,107,1,139,327.97,5,1.0,0.30007246103555285,4.999524562655361,1.0001137628553147
6,12,3,G|a|q,0.3,115,115,1,145,341.08,5,1.0,0.3000283427643703,5.001304438682186,0.9999305009233194
7,12,3,G|a|q,0.3,47,47,1,89,205.83,5,1.0,0.3001621505850407,5.000209240793728,1.0002792994784313
8,12,3,G|a|q,0.3,44,44,1,117,273.31,5,1.0,0.3000201347640318,4.998276047686984,0.9998693232891706
9,12,3,G|a|q,0.3,54,54,1,154,354.12,5,1.0,0.3001404082070962,4.998333722838921,1.0000249359704305
10,12,3,G|a|q,0.3,24,24,1,136,314.43,5,1.0,0.3000995006080754,5.000052697946287,1.0000411440398473
11,12,3,G|a|q,0.3,169,169,1,162,370.34,5,1.0,0.30078176576304194,5.004245387135685,0.9999155315160999
12,12,3,G|a|q,0.3,80,80,1,201,476.44,5,1.0,0.30077033800151043,4.961018665769739,0.9997061992933693
13,12,3,G|a|q,0.3,167,167,1,127,287.7,5,1.0,0.3000263637937828,4.999362475641773,0.9999307318348305
14,12,3,G|a|q,0.3,29,29,1,94,211.49,5,1.0,0.29990170383822234,5.020057870830644,1.0002450422090359
15,12,3,G|a|q,0.3,176,176,1,117,265.27,5,1.0,0.30002829483201315,4.999558359065253,1.000228388978964
16,12,3,G|a|q,0.3,213,213,1,116,262.89,5,1.0,0.300095640434327,5.000193633223453,1.0003067505166272
17,12,3,G|a|q,0.3,78,78,1,182,423.26,5,1.0,0.3000917721972189,4.99579445469012,0.9999359208935509
18,12,3,G|a|q,0.3,236,236,1,121,278.19,5,1.0,0.30006029413937446,5.000976070251605,1.000135729027637
19,12,3,G|a|q,0.3,93,93,1,107,246.51,5,1.0,0.3000330735751209,4.998661143110164,0.9998720570870141
20,12,3,G|a|q,0.3,230,230,1,166,385.85,5,1.0,0.300449479974811,5.0022970867441074,0.9999888030774532
21,12,3,G|a|q,0.3,23,23,1,201,468.05,5,1.0,0.30031879161345665,4.993291869967665,0.9999524291311904
22,12,3,G|a|q,0.3,230,230,1,187,442.39,5,1.0,0.300155907331578,4.9965808779822325,0.9999920272796344
23,12,3,G|a|q,0.3,228,228,1,155,368.35,5,1.0,0.3002534590105363,4.997267277971988,0.9999951217614768
24,12,3,G|a|q,0.3,128,128,1,76,185.42,5,1.0,0.3000257522395164,5.000011689241204,0.9998403076903757
