seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,a_true,q_true,c_true,G_fit,a_fit,q_fit,c_fit
0,18,4,G|a|q|c,0.5,188,188,1,55,128.74,5,1.0,0.0,0.5988858186925059,5.614654579828878,0.7303467027773966,0.017292678566714816
1,18,4,G|a|q|c,0.5,94,94,1,201,466.24,5,1.0,0.0,0.508494252479597,5.638270812473047,1.0017665232365025,-0.3469110254095982
2,18,4,G|a|q|c,0.5,33,33,1,201,420.28,5,1.0,0.0,0.5879321997732735,5.644675648249927,0.810356683932816,0.2086591150450077
3,18,4,G|a|q|c,0.5,43,43,1,201,422.28,5,1.0,0.0,0.44357282671814097,4.798677702438454,1.1311207745970293,0.7945142947974456
4,18,4,G|a|q|c,0.5,5,5,1,201,427.37,5,1.0,0.0,0.6415113709632201,4.920695613614669,0.7285289259989115,-0.2157789021557036
5,18,4,G|a|q|c,0.5,107,107,1,54,111.15,5,1.0,0.0,0.4880595796873565,4.905698420982239,1.019964030918336,0.0283501787930036
6,18,4,G|a|q|c,0.5,115,115,1,201,418.8,5,1.0,0.0,0.27597365427865894,4.05489319514507,2.3788424082242905,-1.0693931978079596
7,18,4,G|a|q|c,0.5,47,47,1,67,139.06,5,1.0,0.0,0.4976863451345172,4.772989192663018,1.0488041289559449,0.2883481055817178
8,18,4,G|a|q|c,0.5,44,44,1,52,94.94,5,1.0,0.0,0.43151292681274916,5.093934098158244,1.2358467271865277,-0.029649925894512385
9,18,4,G|a|q|c,0.5,54,54,1,201,410.97,5,1.0,0.0,0.34608531851165775,4.657349984054469,1.574026635881522,-0.6010959654859516
10,18,4,G|a|q|c,0.5,24,24,1,63,124.09,5,1.0,0.0,0.42741453039184474,5.163722634060157,1.2958884037085683,0.03605100196024083
11,18,4,G|a|q|c,0.5,169,169,1,201,485.67,5,1.0,0.0,0.24916016949661648,3.6795897428079916,2.2322259151697685,-2.534407706591445
12,18,4,G|a|q|c,0.5,156,80,0,201,479.53,5,1.0,0.0,0.12007869561946842,4.867089584975092,0.4158148619462823,2.4351211698377973
13,18,4,G|a|q|c,0.5,167,167,1,85,195.36,5,1.0,0.0,0.5538165571582593,4.947684508952955,0.8312497066892852,-0.07871965623765584
14,18,4,G|a|q|c,0.5,29,29,1,98,230.25,5,1.0,0.0,0.43472595649403295,4.699678092034006,1.19844834704463,-0.09878509011664731
15,18,4,G|a|q|c,0.5,176,176,1,96,217.85,5,1.0,0.0,0.6160374720089545,5.1618097971058186,0.7482513841826146,-0.008905576884754893
16,18,4,G|a|q|c,0.5,50,213,0,201,468.35,5,1.0,0.0,0.27964918919955445,4.8701446216590325,0.691518251439204,2.208158161909276
17,18,4,G|a|q|c,0.5,78,78,1,201,472.95,5,1.0,0.0,0.5930243134269675,5.241973353714759,0.7300870343914306,0.5493717973921171
18,18,4,G|a|q|c,0.5,236,236,1,201,464.28,5,1.0,0.0,0.5652041281190194,4.6263904435445085,0.923334909476492,0.13230907279221818
19,18,4,G|a|q|c,0.5,93,93,1,99,238.81,5,1.0,0.0,0.496981529086033,4.996035061578839,0.9830673183344418,0.17568279162972433
20,18,4,G|a|q|c,0.5,205,230,0,201,484.01,5,1.0,0.0,0.2915201743512677,4.075105643802703,0.4377628425419644,1.102079620630469
21,18,4,G|a|q|c,0.5,247,23,0,201,476.48,5,1.0,0.0,0.0054380578604011345,4.037813949264706,1.880444755789201,0.1911463134882531
22,18,4,G|a|q|c,0.5,239,230,0,201,505.21,5,1.0,0.0,0.2501494716238593,5.3865984872063715,0.7081149411872192,0.34001723778184917
23,18,4,G|a|q|c,0.5,228,228,1,69,157.25,5,1.0,0.0,0.48792181419722597,5.05408768263088,1.1248902794583893,0.03310343808023512
24,18,4,G|a|q|c,0.5,128,128,1,201,484.75,5,1.0,0.0,0.4784497154729902,5.518303275101586,1.0295497928871626,-0.33373195089405316
25,18,4,G|a|q|c,0.5,33,33,1,68,141.71,5,1.0,0.0,0.4465330039067416,4.896758852246183,1.2336102993115716,0.020535246371486644
26,18,4,G|a|q|c,0.5,127,127,1,119,269.19,5,1.0,0.0,0.37871014495872424,4.5051272397839295,1.5752063932333524,-0.43400891271488407
27,18,4,G|a|q|c,0.5,205,205,1,201,451.77,5,1.0,0.0,0.43392191363327515,4.606577236242267,1.1650390376796425,0.11689607604631351
28,18,4,G|a|q|c,0.5,90,90,1,201,461.64,5,1.0,0.0,0.5894193622412953,5.797458926500062,0.7284780354170022,0.19875605037317814
29,18,4,G|a|q|c,0.5,98,98,1,201,443.67,5,1.0,0.0,0.6186057650939147,4.347940043586818,0.6778929058360426,0.587361627784986
30,18,4,G|a|q|c,0.5,181,181,1,137,321.18,5,1.0,0.0,0.405333231940456,4.858835110879933,1.344835627869175,-0.16925896879902433
31,18,4,G|a|q|c,0.5,165,165,1,201,456.03,5,1.0,0.0,0.504729475278865,4.34211759690608,0.9044444855029876,-0.241477729364447
32,18,4,G|a|q|c,0.5,73,73,1,201,472.51,5,1.0,0.0,0.5015962138541121,4.0554050651753775,1.0485700698651368,-0.3157019883833311
33,18,4,G|a|q|c,0.5,136,136,1,69,176.42,5,1.0,0.0,0.37799425521596647,4.769817500741276,1.3372376147771186,-0.005801902625731087
34,18,4,G|a|q|c,0.5,246,246,1,201,534.22,5,1.0,0.0,0.44576245841439954,5.470656866436405,1.1877269536998571,-0.26238114516204575
35,18,4,G|a|q|c,0.5,182,182,1,53,126.26,5,1.0,0.0,0.43030664943647606,5.033366224347162,1.217864536874422,-0.007925486830880828
36,18,4,G|a|q|c,0.5,50,50,1,59,146.61,5,1.0,0.0,0.5473855437235896,4.847954606065614,0.8693634973541703,0.006590435845705376
37,18,4,G|a|q|c,0.5,252,252,1,70,174.43,5,1.0,0.0,0.4207900635841767,4.621080877079642,1.2881138545242123,-0.02690959661699911
38,18,4,G|a|q|c,0.5,183,183,1,201,473.7,5,1.0,0.0,0.3594688109938128,4.248433015450593,1.6658368728892217,-0.7064186558309333
39,18,4,G|a|q|c,0.5,44,44,1,154,345.27,5,1.0,0.0,0.6819875387676094,5.0360074604416365,0.7182386803492998,0.1411266416148209
40,18,4,G|a|q|c,0.5,9,9,1,132,289.96,5,1.0,0.0,0.4988508651823216,4.971113710907728,1.0501874268771338,-0.010471378011429163
41,18,4,G|a|q|c,0.5,141,30,0,201,400.59,5,1.0,0.0,0.009968697769645407,4.782674360183856,1.0184344269064882,-0.8716364136165512
42,18,4,G|a|q|c,0.5,188,188,1,201,372.85,5,1.0,0.0,0.5113152288366791,5.351329428560007,0.976988757704436,0.15145559107645562
43,18,4,G|a|q|c,0.5,32,32,1,201,400.29,5,1.0,0.0,0.3982397821304558,4.6095551266406245,1.309380002014431,-0.4863100634232053
44,18,4,G|a|q|c,0.5,177,177,1,65,134.94,5,1.0,0.0,0.4790642794079016,5.0768951785532686,1.0087828919862258,-0.05404435588288064
45,18,4,G|a|q|c,0.5,207,207,1,201,441.94,5,1.0,0.0,0.659072789454607,5.042842960994008,0.7067427009430732,0.18228145685765124
46,18,4,G|a|q|c,0.5,203,203,1,60,124.17,5,1.0,0.0,0.5639415987978518,5.126812936861949,0.7617784561050172,-0.04174752291706478
47,18,4,G|a|q|c,0.5,110,110,1,201,431.03,5,1.0,0.0,0.4351327881466986,5.100371870391631,1.1301243892781134,-0.03857130003975495
48,18,4,G|a|q|c,0.5,167,167,1,72,150.12,5,1.0,0.0,0.503047767351463,5.012205876222333,0.8858956652153679,-0.0540909757200916
49,18,4,G|a|q|c,0.5,126,173,0,201,434.23,5,1.0,0.0,0.23176459711651817,5.389910287227059,0.7464464483662261,-0.554625398063386
