seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,a_true,a_0_true,G_fit,a_fit,a_0_fit
0,7,2,G|a|a_0,0.3,220,188,0,101,103.32,5,1.5,0.6008006429471449,5.355491404204429,12.107398971159085
1,7,2,G|a|a_0,0.3,37,94,0,101,98.0,5,1.5,0.6315208171329955,5.1873058376600305,3.583379101902446
2,7,2,G|a|a_0,0.3,33,33,1,71,72.39,5,1.5,0.32851802428097215,5.141581086481059,3.0628414452120567
3,7,2,G|a|a_0,0.3,98,43,0,101,99.2,5,1.5,0.9976565445698701,5.009595753212797,7.974007911874409
4,7,2,G|a|a_0,0.3,5,5,1,101,96.13,5,1.5,0.3240393736293516,4.66471884735024,17.83688839442697
5,7,2,G|a|a_0,0.3,169,107,0,101,99.07,5,1.5,0.7174870642349149,4.895738493983844,2.02911320206984
6,7,2,G|a|a_0,0.3,39,115,0,101,100.49,5,1.5,0.3704862360154192,5.161335793647721,4.42481440791663
7,7,2,G|a|a_0,0.3,52,47,0,101,96.1,5,1.5,0.5387787525221749,4.830330684450894,2.7735976936743225
8,7,2,G|a|a_0,0.3,130,44,0,66,66.37,5,1.5,0.21544023495174672,5.288784432669313,10.517087754658622
9,7,2,G|a|a_0,0.3,54,54,1,64,62.6,5,1.5,0.31008992286182535,4.824181269091975,2.030653915483206
10,7,2,G|a|a_0,0.3,2,24,0,101,95.96,5,1.5,0.862021284485496,5.3966106330332275,4.541613866459596
11,7,2,G|a|a_0,0.3,129,169,0,101,100.46,5,1.5,0.8380644860473544,4.960255835280045,10.56370245569215
12,7,2,G|a|a_0,0.3,80,80,1,61,59.68,5,1.5,0.35681690756845685,4.69618103754382,4.405297908157748
13,7,2,G|a|a_0,0.3,85,167,0,101,98.91,5,1.5,0.6866623907941364,4.741682904880986,1.4011010334291343
14,7,2,G|a|a_0,0.3,29,29,1,59,59.72,5,1.5,0.28798266645572046,4.838647056002828,8.341411597521539
15,7,2,G|a|a_0,0.3,176,176,1,59,56.8,5,1.5,0.3476644523859124,4.939339990331661,6.4228644575913565
16,7,2,G|a|a_0,0.3,213,213,1,85,86.63,5,1.5,0.32775528255420805,4.764130638925731,1.3122965691200514
17,7,2,G|a|a_0,0.3,78,78,1,66,67.12,5,1.5,0.31340862507769096,5.243240532953697,11.53768470044677
18,7,2,G|a|a_0,0.3,53,236,0,101,96.29,5,1.5,0.7361929431010845,4.780562845340775,4.913489464708596
19,7,2,G|a|a_0,0.3,75,93,0,101,100.31,5,1.5,0.47087435358621377,4.976766619958753,11.375896301521392
20,7,2,G|a|a_0,0.3,230,230,1,58,58.41,5,1.5,0.2862667948743731,5.230220368277553,6.128616416979343
21,7,2,G|a|a_0,0.3,23,23,1,63,64.22,5,1.5,0.34422621259242353,4.761539220209005,1.6657669124488967
22,7,2,G|a|a_0,0.3,58,230,0,88,83.25,5,1.5,0.1930529535146096,5.172031976037991,5.2719036360225155
23,7,2,G|a|a_0,0.3,228,228,1,88,82.64,5,1.5,0.3155240698075788,5.166202308311381,0.01213476540801834
24,7,2,G|a|a_0,0.3,110,128,0,101,95.82,5,1.5,0.7327815296852395,5.082386025904414,8.097081844215753
25,7,2,G|a|a_0,0.3,33,33,1,54,52.09,5,1.5,0.3025682412638992,5.090381155760042,10.34924438286192
26,7,2,G|a|a_0,0.3,120,127,0,101,101.37,5,1.5,0.3423987946099283,4.908943592127606,17.99762709612731
27,7,2,G|a|a_0,0.3,116,205,0,101,99.08,5,1.5,0.6164955097227053,4.982118779775884,13.343101634189397
28,7,2,G|a|a_0,0.3,90,90,1,77,77.7,5,1.5,0.32259589149542023,5.1469271927507565,6.368107161564535
29,7,2,G|a|a_0,0.3,83,98,0,73,75.25,5,1.5,0.4241221312418217,4.717628104265052,10.18335775583921
30,7,2,G|a|a_0,0.3,100,181,0,101,100.19,5,1.5,0.632207853390172,5.00337164565744,0.010666352920596495
31,7,2,G|a|a_0,0.3,144,165,0,101,100.37,5,1.5,0.9704803758916287,4.806772772472668,4.3848470861423055
32,7,2,G|a|a_0,0.3,168,73,0,101,100.69,5,1.5,0.7794109993681281,4.698535449922109,4.339083126218483
33,7,2,G|a|a_0,0.3,136,136,1,68,66.1,5,1.5,0.2412660340738419,5.044619055651195,8.09996112164401
34,7,2,G|a|a_0,0.3,44,246,0,101,98.6,5,1.5,0.7713874299953484,5.29815797932081,5.315095749550977
35,7,2,G|a|a_0,0.3,220,182,0,68,67.37,5,1.5,0.3209280718357435,5.20125676126417,15.58718807973714
36,7,2,G|a|a_0,0.3,108,50,0,101,99.99,5,1.5,0.7060719809337623,4.692081092972299,3.709890687857915
37,7,2,G|a|a_0,0.3,79,252,0,101,99.02,5,1.5,0.9536882696409065,4.831773308900686,6.631348628180159
38,7,2,G|a|a_0,0.3,218,183,0,101,99.01,5,1.5,0.47601015657322204,4.995576198309599,4.583452677859873
39,7,2,G|a|a_0,0.3,146,44,0,101,98.11,5,1.5,0.5592196545770601,4.765759996072417,6.49403568080707
40,7,2,G|a|a_0,0.3,9,9,1,63,62.06,5,1.5,0.3201441061742111,5.01394743385525,2.76853975610542
41,7,2,G|a|a_0,0.3,166,30,0,101,99.65,5,1.5,0.7945452236758143,4.889424185504272,4.544694326264525
42,7,2,G|a|a_0,0.3,188,188,1,66,64.62,5,1.5,0.3026293215271162,5.346126267101095,5.174771855849585
43,7,2,G|a|a_0,0.3,59,32,0,101,98.5,5,1.5,0.7863539686278052,5.234103034719237,3.8287960962881153
44,7,2,G|a|a_0,0.3,177,177,1,63,62.15,5,1.5,0.2776171615843119,5.079810637691612,6.315549033930297
45,7,2,G|a|a_0,0.3,207,207,1,79,74.4,5,1.5,0.3185602712815129,4.936201190910096,1.8022363130175523
46,7,2,G|a|a_0,0.3,203,203,1,70,70.78,5,1.5,0.3169596838403544,4.920714021084858,2.6494843411483253
47,7,2,G|a|a_0,0.3,110,110,1,82,81.08,5,1.5,0.2421496393991881,5.208654335469629,8.002867959914006
48,7,2,G|a|a_0,0.3,167,167,1,57,54.22,5,1.5,0.2770173516435242,4.913953447896722,6.4878766573902595
49,7,2,G|a|a_0,0.3,173,173,1,53,53.39,5,1.5,0.38302490080702684,5.060837281192887,6.552297064668468
