seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,a_true,G_fit,a_fit
0,25,5,G|a,0.9,188,188,1,47,62.23,5,0.9927922182303969,5.3728440224610265
1,25,5,G|a,0.9,94,94,1,47,54.59,5,0.9010691701043679,5.222888705625427
2,25,5,G|a,0.9,33,33,1,46,55.02,5,0.9288157608239895,5.139809921236046
3,25,5,G|a,0.9,43,43,1,55,63.69,5,0.8568677292924765,5.01287001372278
4,25,5,G|a,0.9,5,5,1,59,68.67,5,0.9471704589239521,4.66462062666128
5,25,5,G|a,0.9,107,107,1,54,63.39,5,0.8708419041357794,4.924003675381648
6,25,5,G|a,0.9,115,115,1,45,55.26,5,0.8223178979057747,5.164784301630563
7,25,5,G|a,0.9,47,47,1,45,53.76,5,0.8821740211608387,4.8455437778386985
8,25,5,G|a,0.9,44,44,1,54,65.7,5,0.8028976808293264,5.288471952617904
9,25,5,G|a,0.9,54,54,1,49,60.65,5,0.908741633545006,4.82413717247584
10,25,5,G|a,0.9,24,24,1,54,69.83,5,0.7936482817315638,5.414335373001003
11,25,5,G|a,0.9,169,169,1,62,78.67,5,0.9022254843232951,4.9663562577742235
12,25,5,G|a,0.9,80,80,1,49,61.04,5,0.9967144105228406,4.7599976867225715
13,25,5,G|a,0.9,167,167,1,47,57.92,5,0.9669697369910262,4.800799715263528
14,25,5,G|a,0.9,29,29,1,56,69.28,5,0.8922469696104105,4.8384899832125114
15,25,5,G|a,0.9,176,176,1,48,59.19,5,0.9914047842766802,4.928001727662087
16,25,5,G|a,0.9,213,213,1,45,57.54,5,0.9438381965702352,4.762779550959298
17,25,5,G|a,0.9,78,78,1,51,63.62,5,0.9032797939578081,5.2427807417190015
18,25,5,G|a,0.9,236,236,1,50,64.08,5,0.9212268741704066,4.805707286381468
19,25,5,G|a,0.9,93,93,1,46,56.7,5,0.9104614457241258,4.991292002423015
20,25,5,G|a,0.9,230,230,1,51,63.63,5,0.9019016120585555,5.230657256070411
21,25,5,G|a,0.9,23,23,1,55,66.12,5,0.9419758454471431,4.761446390372381
22,25,5,G|a,0.9,230,230,1,49,61.47,5,0.9111560058720112,5.166461741959191
23,25,5,G|a,0.9,228,228,1,53,65.81,5,0.8916711029751195,5.166602162128372
24,25,5,G|a,0.9,128,128,1,65,81.35,5,0.9640740787216763,5.111113190760984
25,25,5,G|a,0.9,33,33,1,53,65.35,5,0.8714301370908779,5.090870010373636
26,25,5,G|a,0.9,127,127,1,50,62.0,5,0.8229429809939962,4.92318562679722
27,25,5,G|a,0.9,205,205,1,48,59.49,5,0.8899768843273927,5.0109227900814215
28,25,5,G|a,0.9,90,90,1,77,97.03,5,0.9601212786378653,5.14651434747905
29,25,5,G|a,0.9,98,98,1,53,64.44,5,0.8951788591519143,4.741743511880973
30,25,5,G|a,0.9,181,181,1,52,63.76,5,0.8817651535787253,5.130269652737877
31,25,5,G|a,0.9,165,165,1,48,60.93,5,0.8694210795869456,4.833362038814603
32,25,5,G|a,0.9,73,73,1,41,51.3,5,0.919597166012265,4.726517139876431
33,25,5,G|a,0.9,136,136,1,55,69.9,5,0.8553223583255372,5.044724330177814
34,25,5,G|a,0.9,246,246,1,55,70.46,5,0.8930030447762585,5.309173690746963
35,25,5,G|a,0.9,182,182,1,50,65.67,5,0.7939676267706335,5.215018998807367
36,25,5,G|a,0.9,50,50,1,49,64.17,5,0.9718261942195513,4.737055687158761
37,25,5,G|a,0.9,252,252,1,52,68.76,5,0.8763804478638886,4.855421704210119
38,25,5,G|a,0.9,183,183,1,55,71.75,5,0.8817988919630323,5.00626058889249
39,25,5,G|a,0.9,44,44,1,42,55.43,5,0.8841580724600635,4.775406554222303
40,25,5,G|a,0.9,9,9,1,52,67.54,5,0.9247710141771193,5.013687917166759
41,25,5,G|a,0.9,30,30,1,55,71.91,5,0.9316707555052935,4.9232372751251585
42,25,5,G|a,0.9,188,188,1,52,67.75,5,0.8809405417777808,5.346332608174726
43,25,5,G|a,0.9,32,32,1,50,65.31,5,0.9004599428898804,5.3010251605835
44,25,5,G|a,0.9,177,177,1,54,70.77,5,0.8745526131900825,5.079924082955286
45,25,5,G|a,0.9,207,207,1,55,72.26,5,0.9415908598707097,4.935141939703407
46,25,5,G|a,0.9,203,203,1,46,60.29,5,0.9957058383190296,4.9193154892423125
47,25,5,G|a,0.9,110,110,1,53,68.49,5,0.8131429636446598,5.208516176837166
48,25,5,G|a,0.9,167,167,1,51,66.69,5,0.8521048130117457,4.913633125078718
49,25,5,G|a,0.9,173,173,1,54,69.35,5,0.966041460493113,5.060988413395136
