seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,G_fit
0,5,1,G,0.9,188,188,1,35,41.38,0.9885896368649062
1,5,1,G,0.9,94,94,1,65,65.75,0.9337003042041818
2,5,1,G,0.9,33,33,1,79,79.23,0.950342060310652
3,5,1,G,0.9,43,43,1,55,55.38,0.8594337107864654
4,5,1,G,0.9,5,5,1,62,62.71,0.8941166607014558
5,5,1,G,0.9,107,107,1,54,53.65,0.860239471595079
6,5,1,G,0.9,115,115,1,49,49.39,0.8461034743498325
7,5,1,G,0.9,47,47,1,48,48.56,0.8597776822075062
8,5,1,G,0.9,44,44,1,59,59.18,0.8410836877891769
9,5,1,G,0.9,54,54,1,56,56.27,0.8836787293896651
10,5,1,G,0.9,24,24,1,56,56.92,0.8481636440314779
11,5,1,G,0.9,169,169,1,69,69.82,0.8976598928689301
12,5,1,G,0.9,80,80,1,30,31.32,0.9780545087715733
13,5,1,G,0.9,167,167,1,64,66.39,0.9350507868232495
14,5,1,G,0.9,29,29,1,56,56.36,0.8691958928813593
15,5,1,G,0.9,176,176,1,33,34.0,0.9812413109515398
16,5,1,G,0.9,213,213,1,53,53.84,0.9057896083252533
17,5,1,G,0.9,78,78,1,87,86.78,0.9401751472471588
18,5,1,G,0.9,236,236,1,57,56.83,0.8928627653335904
19,5,1,G,0.9,93,93,1,63,63.25,0.9082873784720262
20,5,1,G,0.9,230,230,1,75,75.31,0.9362475015277889
21,5,1,G,0.9,23,23,1,67,67.6,0.9056680959882643
22,5,1,G,0.9,230,230,1,81,80.44,0.9368929546854973
23,5,1,G,0.9,228,228,1,63,62.78,0.9161364242850544
24,5,1,G,0.9,128,128,1,32,32.18,0.980589724789953
25,5,1,G,0.9,33,33,1,61,60.63,0.8851619470819136
26,5,1,G,0.9,127,127,1,54,53.84,0.8125977681339633
27,5,1,G,0.9,205,205,1,55,54.35,0.8929852880294396
28,5,1,G,0.9,90,90,1,32,32.24,0.9877859592315003
29,5,1,G,0.9,98,98,1,55,54.77,0.8571487887477677
30,5,1,G,0.9,181,181,1,53,52.78,0.9014001601769763
31,5,1,G,0.9,165,165,1,56,55.8,0.8459333474603085
32,5,1,G,0.9,73,73,1,57,55.77,0.8781207630421277
33,5,1,G,0.9,136,136,1,57,56.61,0.8624034446491617
34,5,1,G,0.9,246,246,1,84,84.3,0.9394865304637078
35,5,1,G,0.9,182,182,1,52,53.12,0.8223336899052568
36,5,1,G,0.9,50,50,1,55,56.12,0.9297880833478529
37,5,1,G,0.9,252,252,1,60,61.29,0.8558258104828566
38,5,1,G,0.9,183,183,1,54,55.89,0.8834231247758264
39,5,1,G,0.9,44,44,1,50,52.52,0.8527521525646325
40,5,1,G,0.9,9,9,1,72,76.24,0.9263164460226951
41,5,1,G,0.9,30,30,1,70,73.65,0.9202199955576441
42,5,1,G,0.9,188,188,1,74,77.25,0.9313873967615812
43,5,1,G,0.9,32,32,1,75,78.35,0.9448882746319816
44,5,1,G,0.9,177,177,1,53,56.1,0.8855204826773135
45,5,1,G,0.9,207,207,1,70,73.06,0.9314007084732411
46,5,1,G,0.9,203,203,1,34,36.04,0.9873035858185137
47,5,1,G,0.9,110,110,1,54,57.07,0.8423396847629606
48,5,1,G,0.9,167,167,1,51,52.63,0.8412808713719906
49,5,1,G,0.9,173,173,1,33,35.01,0.9789420167056776
