seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,a_true,q_true,G_fit,a_fit,q_fit
0,29,6,G|a|q,0.7,188,188,1,149,168.03,5,1.0,0.7804791769300757,2.8641352029738822,5.202010862520932
1,29,6,G|a|q,0.7,94,94,1,56,55.04,5,1.0,0.7053496059932242,3.4114105680922875,3.6745400168504587
2,29,6,G|a|q,0.7,33,33,1,201,193.81,5,1.0,0.7290536409612771,6.0157252380989235,0.04995818490607288
3,29,6,G|a|q,0.7,43,43,1,193,186.81,5,1.0,0.6647471433722161,3.632895072849591,2.933545751189543
4,29,6,G|a|q,0.7,5,5,1,201,190.95,5,1.0,0.73973634079795,5.522597345434488,0.060388806510127374
5,29,6,G|a|q,0.7,107,107,1,201,192.8,5,1.0,0.6749083313125218,5.810162440177551,0.036317613631526316
6,29,6,G|a|q,0.7,115,115,1,201,191.6,5,1.0,0.6426844871528051,6.037449492958112,0.05234990530641704
7,29,6,G|a|q,0.7,47,47,1,201,186.93,5,1.0,0.6909872533826821,3.7984981076522994,2.4102338235071112
8,29,6,G|a|q,0.7,44,44,1,201,188.07,5,1.0,0.6190883930426727,4.703012378219256,1.7293367451541086
9,29,6,G|a|q,0.7,54,54,1,201,192.0,5,1.0,0.7089880666511741,5.5492276254559325,0.19935940669151314
10,29,6,G|a|q,0.7,24,24,1,201,187.53,5,1.0,0.6186447637380892,6.116093103562052,0.2290230812766729
11,29,6,G|a|q,0.7,169,169,1,201,187.2,5,1.0,0.69911436683722,5.801281573577377,0.08845162037582331
12,29,6,G|a|q,0.7,174,80,0,196,185.53,5,1.0,2.5013001060300074e-05,2.877060413363629,3.8606890220666545
13,29,6,G|a|q,0.7,167,167,1,182,175.31,5,1.0,0.7485518918570656,5.7164649222874395,0.0035592048754127218
14,29,6,G|a|q,0.7,29,29,1,201,193.52,5,1.0,0.6901171452612911,5.039327706085198,0.7660240674689384
