seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,G_fit
0,3,1,G,0.5,188,188,1,52,58.18,0.6078428933780152
1,3,1,G,0.5,94,94,1,49,49.09,0.5203758264841515
2,3,1,G,0.5,33,33,1,54,55.12,0.5430785680188139
3,3,1,G,0.5,43,43,1,59,60.15,0.46613538894259704
4,3,1,G,0.5,5,5,1,55,56.72,0.5031499897692014
5,3,1,G,0.5,107,107,1,51,51.93,0.4748179195703213
6,3,1,G,0.5,115,115,1,59,58.92,0.4755035092018298
7,3,1,G,0.5,47,47,1,48,48.49,0.48374134440789024
8,3,1,G,0.5,44,44,1,63,62.88,0.4568066815191042
9,3,1,G,0.5,54,54,1,53,52.85,0.4956242166980238
10,3,1,G,0.5,24,24,1,90,91.15,0.4742025923613431
11,3,1,G,0.5,169,169,1,53,53.17,0.4969066049052403
12,3,1,G,0.5,80,80,1,53,53.4,0.555096758885837
13,3,1,G,0.5,167,167,1,52,51.84,0.5134517888171226
14,3,1,G,0.5,29,29,1,58,58.64,0.4759974611235609
15,3,1,G,0.5,176,176,1,52,53.75,0.5547238111436913
16,3,1,G,0.5,213,213,1,50,51.17,0.5146459957643886
17,3,1,G,0.5,78,78,1,60,60.53,0.5311950481539573
18,3,1,G,0.5,236,236,1,51,51.44,0.5048427133342114
19,3,1,G,0.5,93,93,1,55,55.27,0.5041054765314096
20,3,1,G,0.5,230,230,1,52,52.39,0.5110881497020439
21,3,1,G,0.5,23,23,1,54,54.31,0.5240824782138961
22,3,1,G,0.5,230,230,1,55,55.45,0.5244883418510324
23,3,1,G,0.5,228,228,1,58,58.22,0.5222590730489436
24,3,1,G,0.5,128,128,1,64,63.69,0.5581610159386466
25,3,1,G,0.5,33,33,1,53,51.26,0.49900503256496886
26,3,1,G,0.5,127,127,1,64,63.54,0.45331757283992485
27,3,1,G,0.5,205,205,1,53,53.29,0.47983459196461714
28,3,1,G,0.5,90,90,1,60,59.75,0.549841861867655
29,3,1,G,0.5,98,98,1,53,53.68,0.4683666662132189
30,3,1,G,0.5,181,181,1,46,46.16,0.5088043972226867
31,3,1,G,0.5,165,165,1,76,75.91,0.4560192789826453
32,3,1,G,0.5,73,73,1,52,52.06,0.4922227123347818
33,3,1,G,0.5,136,136,1,56,53.73,0.44666048830713834
34,3,1,G,0.5,246,246,1,59,56.77,0.5344082005394425
35,3,1,G,0.5,182,182,1,54,52.07,0.4517567410091721
36,3,1,G,0.5,50,50,1,44,42.66,0.5141245291747709
37,3,1,G,0.5,252,252,1,58,56.4,0.4652323980291269
38,3,1,G,0.5,183,183,1,48,46.4,0.5018954144997689
39,3,1,G,0.5,44,44,1,54,52.12,0.4760631148689109
40,3,1,G,0.5,9,9,1,57,54.63,0.5225358149834191
41,3,1,G,0.5,30,30,1,55,53.33,0.5176563183496521
42,3,1,G,0.5,188,188,1,59,57.26,0.5238134489186651
43,3,1,G,0.5,32,32,1,54,51.88,0.5268469899258525
44,3,1,G,0.5,177,177,1,51,50.25,0.4834076402551978
45,3,1,G,0.5,207,207,1,51,50.43,0.5211768986405307
46,3,1,G,0.5,203,203,1,61,61.32,0.534205002831575
47,3,1,G,0.5,110,110,1,56,59.07,0.44700255257514104
48,3,1,G,0.5,167,167,1,63,63.86,0.4656118345369117
49,3,1,G,0.5,173,173,1,53,51.93,0.5842274889594739
