seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,a_true,q_true,G_fit,a_fit,q_fit
0,27,6,G|a|q,0.3,220,188,0,199,178.79,5,1.0,0.3666851293419329,2.8365292373539113,5.228660225269563
1,27,6,G|a|q,0.3,37,94,0,201,171.88,5,1.0,0.6332585432822325,3.665645961758411,3.1554442335949675
2,27,6,G|a|q,0.3,33,33,1,201,170.8,5,1.0,0.32809369274949934,6.031891748510063,0.033985222468000315
3,27,6,G|a|q,0.3,30,43,0,201,165.59,5,1.0,0.9977152284889571,4.160835047520956,2.0981307914858403
4,27,6,G|a|q,0.3,5,5,1,201,166.41,5,1.0,0.32265308513475655,5.490925420786952,0.09306895416202798
5,27,6,G|a|q,0.3,212,107,0,201,166.07,5,1.0,0.7829101557059839,5.796782350434929,0.014934726052491668
6,27,6,G|a|q,0.3,247,115,0,201,168.09,5,1.0,0.5329534801914406,5.981922277381741,0.10370097545404655
7,27,6,G|a|q,0.3,52,47,0,201,164.75,5,1.0,0.6679139620964354,3.5825180469542524,2.7231300682650716
8,27,6,G|a|q,0.3,44,44,1,201,167.29,5,1.0,0.25051152378980585,4.46521469083402,2.0548314235495497
9,27,6,G|a|q,0.3,116,54,0,201,162.68,5,1.0,0.7281136770445731,5.719342328301476,0.004839726210596168
10,27,6,G|a|q,0.3,2,24,0,201,167.82,5,1.0,0.8580675660513911,5.868944392679214,0.4706975587292639
11,27,6,G|a|q,0.3,169,169,1,201,166.32,5,1.0,0.9988651672662138,5.852015508860237,0.030638720106825577
12,27,6,G|a|q,0.3,164,80,0,194,162.1,5,1.0,3.7352423978500824e-05,2.8307900570771793,3.9124588479595364
13,27,6,G|a|q,0.3,85,167,0,201,166.65,5,1.0,0.8128605581075173,5.653003896852718,0.004701719427636925
14,27,6,G|a|q,0.3,29,29,1,201,164.13,5,1.0,0.28711534159988994,4.415598384721758,1.525590599390707
15,27,6,G|a|q,0.3,176,176,1,180,150.14,5,1.0,0.3467776483742953,5.857205829364395,0.0036727700282248197
16,27,6,G|a|q,0.3,213,213,1,201,163.64,5,1.0,0.32794755373905854,4.31849737687661,1.5564255772614037
17,27,6,G|a|q,0.3,78,78,1,201,167.94,5,1.0,0.31237189980435415,5.913671147011774,0.2598031187856927
18,27,6,G|a|q,0.3,236,236,1,201,162.15,5,1.0,0.3184923963205499,4.396032627526592,1.5088939478718788
19,27,6,G|a|q,0.3,75,93,0,201,166.37,5,1.0,0.4536618395784206,2.4131837506560845,5.566615674204072
20,27,6,G|a|q,0.3,230,230,1,186,152.27,5,1.0,0.2868440116608836,2.896118474030022,4.817049292475894
21,27,6,G|a|q,0.3,23,23,1,201,162.89,5,1.0,0.3441060891061128,3.9126400593470154,2.11633646967606
22,27,6,G|a|q,0.3,58,230,0,201,165.76,5,1.0,0.5069140104338482,3.252416617421862,3.90341916160454
23,27,6,G|a|q,0.3,213,228,0,201,164.18,5,1.0,0.8035008560858439,5.643742357915886,0.4331059194628329
24,27,6,G|a|q,0.3,110,128,0,201,163.61,5,1.0,0.9005765553853942,5.919094631440485,0.08237565396033135
25,27,6,G|a|q,0.3,33,33,1,201,162.04,5,1.0,0.302434194541003,4.377646791367712,1.906962622229441
26,27,6,G|a|q,0.3,120,127,0,201,161.01,5,1.0,0.34074355640948484,5.679812720399026,0.15249912991094622
27,27,6,G|a|q,0.3,116,205,0,201,164.01,5,1.0,0.7285982067344992,2.649465164609821,4.919939330349111
28,27,6,G|a|q,0.3,90,90,1,201,167.05,5,1.0,0.32067636619165857,3.6920260382164036,3.044920650139593
29,27,6,G|a|q,0.3,83,98,0,180,150.75,5,1.0,0.42803217621827155,2.72133348738816,4.222213998070857
30,27,6,G|a|q,0.3,181,181,1,201,166.23,5,1.0,0.3030567515883141,5.095985329442338,1.040063055560539
31,27,6,G|a|q,0.3,144,165,0,201,164.85,5,1.0,0.9658270298315428,5.704050744552862,0.02325927279829956
32,27,6,G|a|q,0.3,168,73,0,201,165.6,5,1.0,0.7798141764157792,5.557073761580869,0.060781625151067616
33,27,6,G|a|q,0.3,136,136,1,186,156.58,5,1.0,0.24046009386460784,5.963516777448011,0.004005808627554784
34,27,6,G|a|q,0.3,84,246,0,201,163.32,5,1.0,0.6898710816074584,6.1789989258096645,0.049070264161391465
35,27,6,G|a|q,0.3,220,182,0,161,132.89,5,1.0,0.323119777029508,3.5502079374393767,3.382461191242641
36,27,6,G|a|q,0.3,108,50,0,201,166.52,5,1.0,0.7535561641232296,2.1666596642223537,5.664144718277468
37,27,6,G|a|q,0.3,79,252,0,201,165.58,5,1.0,0.99980423064172,5.010846550183147,0.8228359915995399
38,27,6,G|a|q,0.3,218,183,0,201,166.77,5,1.0,0.47409566992046337,4.0506215475701834,2.241438559398078
39,27,6,G|a|q,0.3,146,44,0,201,166.15,5,1.0,0.7173448457471825,3.782506201712593,2.3183776782835475
40,27,6,G|a|q,0.3,9,9,1,192,157.8,5,1.0,0.32272644392688843,3.261697454205178,3.614512531541809
41,27,6,G|a|q,0.3,166,30,0,201,164.39,5,1.0,0.7898470230889247,4.813294699214758,1.09032537666412
42,27,6,G|a|q,0.3,250,188,0,201,167.41,5,1.0,0.9986262172747158,3.85781696646082,3.0682843543381106
43,27,6,G|a|q,0.3,199,32,0,201,163.6,5,1.0,0.9002384285306612,4.147321720044456,2.4383602300156193
