seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,G_fit
0,1,1,G,0.1,247,188,0,67,79.73,0.235452658358763
1,1,1,G,0.1,129,94,0,101,107.33,0.9721660471600234
2,1,1,G,0.1,90,33,0,85,86.98,0.15977212047989922
3,1,1,G,0.1,30,43,0,72,73.55,0.10837884200492427
4,1,1,G,0.1,212,5,0,60,60.7,0.0447231417783364
5,1,1,G,0.1,210,107,0,101,103.13,0.31245642951052915
6,1,1,G,0.1,55,115,0,61,67.76,0.09428212606602905
7,1,1,G,0.1,26,47,0,71,77.68,0.09553669248182002
8,1,1,G,0.1,130,44,0,63,67.56,0.14082650302370714
9,1,1,G,0.1,116,54,0,60,64.62,0.19035824649065558
10,1,1,G,0.1,253,24,0,101,105.86,0.6237754072899105
11,1,1,G,0.1,64,169,0,101,101.53,0.8731282755872066
12,1,1,G,0.1,197,80,0,101,101.58,0.3384537956425741
13,1,1,G,0.1,97,167,0,101,102.48,0.4563541525083803
14,1,1,G,0.1,30,29,0,63,68.21,0.08634652478456209
15,1,1,G,0.1,78,176,0,59,64.82,0.2301880381439783
16,1,1,G,0.1,189,213,0,101,108.51,0.6158941156642408
17,1,1,G,0.1,88,78,0,71,75.98,0.10341717092045011
18,1,1,G,0.1,53,236,0,65,65.23,0.1534306301486815
19,1,1,G,0.1,18,93,0,58,57.92,0.09088958750853404
20,1,1,G,0.1,253,230,0,101,98.19,0.508822516300737
21,1,1,G,0.1,97,23,0,101,99.67,0.9883620885644763
22,1,1,G,0.1,187,230,0,55,58.86,0.04155645705126187
23,1,1,G,0.1,17,228,0,101,107.26,0.4516049611371944
24,1,1,G,0.1,160,128,0,101,107.68,0.6329425635475794
25,1,1,G,0.1,243,33,0,67,71.63,0.09029426655544051
26,1,1,G,0.1,2,127,0,59,59.61,0.027585690236930235
27,1,1,G,0.1,116,205,0,59,59.46,0.20329388643345775
28,1,1,G,0.1,73,90,0,72,72.82,0.1300274326374035
29,1,1,G,0.1,55,98,0,76,76.71,0.13992952440694004
30,1,1,G,0.1,126,181,0,101,105.12,0.6164408405325792
31,1,1,G,0.1,144,165,0,101,107.76,0.7493774777401551
32,1,1,G,0.1,112,73,0,101,104.82,0.9038432868026642
33,1,1,G,0.1,86,136,0,93,98.81,0.04481484873469022
34,1,1,G,0.1,84,246,0,62,63.72,0.13421157413429896
35,1,1,G,0.1,127,182,0,69,70.01,0.14609945962373827
36,1,1,G,0.1,212,50,0,101,101.73,0.6485186572640326
37,1,1,G,0.1,205,252,0,101,101.78,0.575388501652448
38,1,1,G,0.1,218,183,0,59,63.74,0.1561134446731813
39,1,1,G,0.1,122,44,0,84,88.67,0.05485850599470827
40,1,1,G,0.1,150,9,0,94,99.59,0.09451769161195342
41,1,1,G,0.1,208,30,0,101,105.95,0.390837286694203
42,1,1,G,0.1,229,188,0,82,83.44,0.10549495864116305
43,1,1,G,0.1,42,32,0,101,100.49,0.35905064633562006
44,1,1,G,0.1,248,177,0,101,103.14,0.0835248122761198
45,1,1,G,0.1,111,207,0,61,63.58,0.22663573463316974
46,1,1,G,0.1,8,203,0,89,93.84,0.14073399627145652
47,1,1,G,0.1,24,110,0,65,68.96,0.07962601744805498
48,1,1,G,0.1,18,167,0,101,106.69,0.4674816112580287
49,1,1,G,0.1,173,173,1,62,65.55,0.18631377731531193
