seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,a_true,G_fit,a_fit
0,24,5,G|a,0.7,188,188,1,54,60.14,5,0.7827013850684783,5.380806379050028
1,24,5,G|a,0.7,94,94,1,53,46.47,5,0.7010085035469016,5.2220119336794335
2,24,5,G|a,0.7,33,33,1,53,46.29,5,0.7299456138588732,5.141297950558307
3,24,5,G|a,0.7,43,43,1,53,45.96,5,0.6602311583687026,5.012547222701348
4,24,5,G|a,0.7,5,5,1,54,46.1,5,0.7404975430620088,4.66422082262104
5,24,5,G|a,0.7,107,107,1,54,46.41,5,0.675385579581315,4.924434129835556
6,24,5,G|a,0.7,115,115,1,52,45.21,5,0.642741957540196,5.165195619510548
7,24,5,G|a,0.7,47,47,1,44,38.11,5,0.6894306279192853,4.84561551480443
8,24,5,G|a,0.7,44,44,1,55,46.97,5,0.619729239864855,5.288600132615953
9,24,5,G|a,0.7,54,54,1,54,46.12,5,0.7101955217289858,4.824206277242968
10,24,5,G|a,0.7,24,24,1,54,46.29,5,0.6193946337977828,5.41456546474027
11,24,5,G|a,0.7,169,169,1,61,53.0,5,0.7005646299111818,4.966013892755892
12,24,5,G|a,0.7,80,80,1,53,44.89,5,0.8121736838508322,4.69582830763823
13,24,5,G|a,0.7,167,167,1,50,42.09,5,0.7481950473019856,4.800981907425041
14,24,5,G|a,0.7,29,29,1,52,43.51,5,0.6906739118931265,4.838630683854937
15,24,5,G|a,0.7,176,176,1,54,45.1,5,0.7730060010998194,4.939146165711604
16,24,5,G|a,0.7,213,213,1,48,40.24,5,0.7400398918342739,4.763767186200931
17,24,5,G|a,0.7,78,78,1,55,46.55,5,0.7078095880467256,5.242826219538774
18,24,5,G|a,0.7,236,236,1,53,44.62,5,0.7218716523626627,4.806064515208829
19,24,5,G|a,0.7,93,93,1,54,45.91,5,0.7071875377270694,4.99057075051022
20,24,5,G|a,0.7,230,230,1,52,43.84,5,0.6972332877958217,5.230368198891859
21,24,5,G|a,0.7,23,23,1,54,46.02,5,0.7438979502348563,4.761607475137064
22,24,5,G|a,0.7,230,230,1,51,42.76,5,0.7120654810610525,5.166312192489458
23,24,5,G|a,0.7,228,228,1,50,43.17,5,0.7002291551543071,5.166763881529087
24,24,5,G|a,0.7,128,128,1,53,45.74,5,0.7564644237484067,5.111326270910311
25,24,5,G|a,0.7,33,33,1,56,48.78,5,0.6810866281763344,5.0906203324101895
26,24,5,G|a,0.7,127,127,1,49,42.43,5,0.6409887694149022,4.923349056455152
27,24,5,G|a,0.7,205,205,1,49,42.69,5,0.6832235288399084,5.0117249349717605
28,24,5,G|a,0.7,90,90,1,59,51.26,5,0.7492818377882628,5.14688157268303
29,24,5,G|a,0.7,98,98,1,53,46.7,5,0.6914448801130748,4.742266662234824
30,24,5,G|a,0.7,181,181,1,55,48.5,5,0.6904105465932213,5.130426791260689
31,24,5,G|a,0.7,165,165,1,52,44.97,5,0.6685739046330411,4.833767809180615
32,24,5,G|a,0.7,73,73,1,47,40.63,5,0.7171877657578009,4.725672737597818
33,24,5,G|a,0.7,136,136,1,54,45.51,5,0.6485291965942929,5.044555640811213
34,24,5,G|a,0.7,246,246,1,53,45.3,5,0.7016869186129411,5.30887323563583
35,24,5,G|a,0.7,182,182,1,49,41.98,5,0.6151291627006892,5.214947078330872
36,24,5,G|a,0.7,50,50,1,47,40.18,5,0.7542237837369676,4.738451009719608
37,24,5,G|a,0.7,252,252,1,55,46.85,5,0.6756425839881848,4.855104855811538
38,24,5,G|a,0.7,183,183,1,52,44.19,5,0.6917678410823578,5.0063123540555
39,24,5,G|a,0.7,44,44,1,46,39.51,5,0.6899310142549042,4.775518043267075
40,24,5,G|a,0.7,9,9,1,55,47.47,5,0.7227894879922255,5.013948688961625
41,24,5,G|a,0.7,30,30,1,54,47.21,5,0.7283194044166289,4.923565609451314
42,24,5,G|a,0.7,188,188,1,51,44.7,5,0.6880376413948697,5.346267839121176
43,24,5,G|a,0.7,32,32,1,54,47.06,5,0.7004887026445807,5.3012106493657845
44,24,5,G|a,0.7,177,177,1,53,46.93,5,0.6761901040627549,5.079707943263385
45,24,5,G|a,0.7,207,207,1,53,46.53,5,0.7338961250961044,4.9358658705005745
46,24,5,G|a,0.7,203,203,1,53,46.15,5,0.7676987105509258,4.920556146619544
47,24,5,G|a,0.7,110,110,1,56,49.85,5,0.6223220393302573,5.208576378154162
48,24,5,G|a,0.7,167,167,1,48,42.7,5,0.6636370123078655,4.914165135941571
49,24,5,G|a,0.7,173,173,1,49,43.67,5,0.7724560845719393,5.061094406449505
