seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,G_fit
0,4,1,G,0.7,188,188,1,43,82.64,0.7004205068151919
1,4,1,G,0.7,94,94,1,36,63.63,0.7016007947223116
2,4,1,G,0.7,33,33,1,41,73.95,0.7013913649290767
3,4,1,G,0.7,43,43,1,40,72.59,0.701054357854331
4,4,1,G,0.7,5,5,1,39,71.56,0.7011865794001065
5,4,1,G,0.7,107,107,1,40,73.21,0.7011403868465476
6,4,1,G,0.7,115,115,1,52,96.1,0.7015167600926066
7,4,1,G,0.7,47,47,1,33,61.69,0.70097419473269
8,4,1,G,0.7,44,44,1,44,81.9,0.7018218639629764
9,4,1,G,0.7,54,54,1,51,93.33,0.7013578576694869
10,4,1,G,0.7,24,24,1,40,73.78,0.702447549609206
11,4,1,G,0.7,169,169,1,41,77.03,0.7022349623484659
12,4,1,G,0.7,80,80,1,40,75.4,0.7007332511405218
13,4,1,G,0.7,167,167,1,33,62.07,0.7004369711769651
14,4,1,G,0.7,29,29,1,39,73.97,0.7012847333977852
15,4,1,G,0.7,176,176,1,38,71.32,0.7017361561231381
16,4,1,G,0.7,213,213,1,41,76.53,0.7014369812843098
17,4,1,G,0.7,78,78,1,46,85.2,0.7004870557964983
18,4,1,G,0.7,236,236,1,36,67.07,0.7033193122859837
19,4,1,G,0.7,93,93,1,35,64.45,0.7024481639791231
20,4,1,G,0.7,230,230,1,46,85.82,0.7002427052462062
21,4,1,G,0.7,23,23,1,46,85.3,0.7023904096012473
22,4,1,G,0.7,230,230,1,40,71.94,0.70034656750017
23,4,1,G,0.7,228,228,1,42,74.43,0.7021984104596793
24,4,1,G,0.7,128,128,1,43,76.44,0.7003352531118934
25,4,1,G,0.7,33,33,1,42,73.74,0.7012796884276665
26,4,1,G,0.7,127,127,1,41,73.38,0.7020344969915471
27,4,1,G,0.7,205,205,1,53,94.8,0.7015276479850246
28,4,1,G,0.7,90,90,1,43,78.51,0.7013711687605747
29,4,1,G,0.7,98,98,1,44,78.75,0.7010773959942278
30,4,1,G,0.7,181,181,1,46,83.69,0.7018408255595471
31,4,1,G,0.7,165,165,1,39,70.53,0.7022304155748463
32,4,1,G,0.7,73,73,1,41,74.59,0.7030202924472341
33,4,1,G,0.7,136,136,1,40,72.77,0.7013803376393632
34,4,1,G,0.7,246,246,1,43,80.67,0.7007587837092929
35,4,1,G,0.7,182,182,1,45,81.23,0.7007439545948074
36,4,1,G,0.7,50,50,1,38,68.72,0.7007327899462532
37,4,1,G,0.7,252,252,1,50,91.14,0.7022440062098005
38,4,1,G,0.7,183,183,1,35,62.25,0.7024773895310802
39,4,1,G,0.7,44,44,1,38,67.12,0.7020435696431129
40,4,1,G,0.7,9,9,1,51,90.07,0.7018670882979543
41,4,1,G,0.7,30,30,1,51,90.14,0.703010996740199
42,4,1,G,0.7,188,188,1,45,79.82,0.7010783060069623
43,4,1,G,0.7,32,32,1,35,62.08,0.7025834511731873
44,4,1,G,0.7,177,177,1,52,94.05,0.7007865793475215
45,4,1,G,0.7,207,207,1,36,64.73,0.7012932342133801
46,4,1,G,0.7,203,203,1,41,74.68,0.7007268760145616
47,4,1,G,0.7,110,110,1,47,84.74,0.7010127758797917
48,4,1,G,0.7,167,167,1,43,77.54,0.700435279768974
49,4,1,G,0.7,173,173,1,51,90.13,0.7013128404348836
50,4,1,G,0.7,140,140,1,42,74.86,0.7022121533523741
51,4,1,G,0.7,233,233,1,41,71.54,0.701466141422388
52,4,1,G,0.7,201,201,1,37,64.85,0.7037001259045291
53,4,1,G,0.7,6,6,1,52,90.95,0.7009209529280475
54,4,1,G,0.7,65,65,1,32,56.89,0.7022090196613362
55,4,1,G,0.7,43,43,1,47,83.09,0.7001399859942083
56,4,1,G,0.7,101,101,1,48,85.25,0.7004184386356358
57,4,1,G,0.7,66,66,1,38,68.01,0.7009790457463825
58,4,1,G,0.7,204,204,1,37,66.47,0.7039809905896863
59,4,1,G,0.7,25,25,1,51,93.28,0.7014134090653934
60,4,1,G,0.7,175,175,1,42,76.66,0.7007588288613784
61,4,1,G,0.7,100,100,1,42,74.83,0.7009419321845772
62,4,1,G,0.7,125,125,1,42,76.01,0.700830846080459
63,4,1,G,0.7,78,78,1,45,81.05,0.703322139455575
64,4,1,G,0.7,254,254,1,54,94.73,0.7011551780608994
65,4,1,G,0.7,74,74,1,41,72.07,0.7016925389094154
66,4,1,G,0.7,181,181,1,52,91.56,0.7016991247550833
67,4,1,G,0.7,211,211,1,42,72.96,0.7009241176893243
68,4,1,G,0.7,203,203,1,46,79.78,0.7031568678555679
69,4,1,G,0.7,0,0,1,41,72.09,0.7018878324971602
70,4,1,G,0.7,92,92,1,47,81.74,0.7008322754620835
71,4,1,G,0.7,49,49,1,38,67.85,0.7026973438597264
72,4,1,G,0.7,165,165,1,40,71.85,0.7027960906270373
73,4,1,G,0.7,76,76,1,50,89.21,0.7011687945094381
74,4,1,G,0.7,175,175,1,47,84.17,0.7022800476228
75,4,1,G,0.7,32,32,1,37,65.37,0.7015748108140947
76,4,1,G,0.7,112,112,1,48,84.46,0.700284255735353
77,4,1,G,0.7,255,255,1,38,66.56,0.7016608074759842
78,4,1,G,0.7,185,185,1,43,75.4,0.7035402444952349
79,4,1,G,0.7,136,136,1,40,71.06,0.7011637118398141
80,4,1,G,0.7,107,107,1,47,80.67,0.6999635502546091
81,4,1,G,0.7,189,189,1,38,68.1,0.7008508549410449
82,4,1,G,0.7,136,136,1,41,73.22,0.7019774568843055
83,4,1,G,0.7,180,180,1,41,73.61,0.7016096644625726
84,4,1,G,0.7,142,142,1,30,51.22,0.7003816367770274
85,4,1,G,0.7,18,18,1,36,64.75,0.7017586143754365
86,4,1,G,0.7,165,165,1,42,73.52,0.7010694246029187
87,4,1,G,0.7,224,224,1,51,92.14,0.7009809009823555
88,4,1,G,0.7,43,43,1,45,81.8,0.7008395905644488
89,4,1,G,0.7,66,66,1,41,76.59,0.7013325847799506
90,4,1,G,0.7,16,16,1,42,75.46,0.7009680135752884
91,4,1,G,0.7,123,123,1,48,84.2,0.702109148116477
92,4,1,G,0.7,229,229,1,37,65.02,0.7054529086353303
93,4,1,G,0.7,256,256,1,53,93.23,0.701593992048574
94,4,1,G,0.7,73,73,1,41,72.44,0.701026087055642
95,4,1,G,0.7,91,91,1,35,61.45,0.7003799386764873
96,4,1,G,0.7,113,113,1,38,67.91,0.7005274047644299
97,4,1,G,0.7,12,12,1,43,77.97,0.7016614464279373
98,4,1,G,0.7,176,176,1,40,72.03,0.7013012387884281
99,4,1,G,0.7,81,81,1,41,72.56,0.7012719817581083
100,4,1,G,0.7,4,4,1,39,62.68,0.7030712277956431
101,4,1,G,0.7,196,196,1,39,57.0,0.700484613039832
102,4,1,G,0.7,136,136,1,55,80.76,0.7002323546240541
103,4,1,G,0.7,27,27,1,39,56.97,0.7019277942147458
104,4,1,G,0.7,225,225,1,37,53.69,0.7022804137393718
105,4,1,G,0.7,186,186,1,38,55.41,0.701043458373775
106,4,1,G,0.7,215,215,1,41,60.11,0.7022769851155423
107,4,1,G,0.7,223,223,1,41,60.56,0.7011005720619978
108,4,1,G,0.7,5,5,1,39,56.47,0.7008850463642764
109,4,1,G,0.7,110,110,1,41,59.87,0.7009338526075884
110,4,1,G,0.7,145,145,1,47,69.8,0.7025414643610886
111,4,1,G,0.7,241,241,1,51,74.52,0.7019765689973194
112,4,1,G,0.7,160,160,1,36,52.59,0.7004408333144849
113,4,1,G,0.7,60,60,1,43,62.91,0.7031817491555048
114,4,1,G,0.7,233,233,1,39,58.4,0.7022609537562844
115,4,1,G,0.7,145,145,1,39,58.16,0.7012330188634551
116,4,1,G,0.7,65,65,1,41,62.01,0.702614957965042
117,4,1,G,0.7,165,165,1,39,57.91,0.701475731900102
118,4,1,G,0.7,126,126,1,35,51.23,0.7018295948804968
119,4,1,G,0.7,79,79,1,39,57.6,0.7013931106132724
120,4,1,G,0.7,42,42,1,42,62.03,0.7013169035023196
121,4,1,G,0.7,184,184,1,39,57.0,0.7012631785275405
122,4,1,G,0.7,212,212,1,37,55.25,0.7007896834481875
123,4,1,G,0.7,100,100,1,36,52.84,0.7005395979749615
124,4,1,G,0.7,189,189,1,41,59.4,0.7018655896962817
125,4,1,G,0.7,187,187,1,46,66.84,0.7012604966528719
126,4,1,G,0.7,194,194,1,43,64.11,0.7045623893438724
127,4,1,G,0.7,155,155,1,39,57.23,0.7016969430140424
128,4,1,G,0.7,195,195,1,47,68.61,0.7015473542543362
129,4,1,G,0.7,241,241,1,50,72.98,0.7025866162722623
130,4,1,G,0.7,243,243,1,38,55.3,0.7013998447174078
131,4,1,G,0.7,21,21,1,39,56.36,0.7021803563578752
132,4,1,G,0.7,198,198,1,37,52.83,0.7002535865469051
133,4,1,G,0.7,210,210,1,46,65.16,0.701672281138251
134,4,1,G,0.7,172,172,1,49,70.4,0.7018385834581855
135,4,1,G,0.7,8,8,1,51,73.8,0.7004861133634492
136,4,1,G,0.7,199,199,1,39,55.63,0.7008672054805998
137,4,1,G,0.7,194,194,1,39,56.26,0.7015250762762828
138,4,1,G,0.7,7,7,1,43,61.59,0.7013152879725973
139,4,1,G,0.7,37,37,1,43,63.14,0.7023017968140403
140,4,1,G,0.7,141,141,1,43,63.55,0.7026121947019842
141,4,1,G,0.7,138,138,1,38,55.83,0.7012701121807643
142,4,1,G,0.7,150,150,1,36,52.51,0.7021814405181416
143,4,1,G,0.7,67,67,1,53,79.27,0.7011585499028299
144,4,1,G,0.7,192,192,1,42,62.49,0.7024982956448022
