seed,config_id,stage,unknown_params,G_true,predicted_idx,true_idx,correct,n_steps,wall_time_sec,a_true,q_true,c_true,G_fit,a_fit,q_fit,c_fit
0,19,4,G|a|q|c,0.7,188,188,1,69,140.1,5,1.0,0.0,0.7810057048187181,5.521134027327949,0.8523865235803847,-0.003690174863927732
1,19,4,G|a|q|c,0.7,94,94,1,61,116.94,5,1.0,0.0,0.7012859166301226,5.229295617650336,0.9915584035371289,0.03733114604919374
2,19,4,G|a|q|c,0.7,33,33,1,77,153.05,5,1.0,0.0,0.725992959447146,5.18812737219987,0.9568990923235797,-0.032892559858813265
3,19,4,G|a|q|c,0.7,43,43,1,71,140.94,5,1.0,0.0,0.6600787387407424,4.94420376362709,1.0806321754415174,0.06572943007255004
4,19,4,G|a|q|c,0.7,5,5,1,115,234.16,5,1.0,0.0,0.7236371179675589,4.718189042208968,0.9615474617333851,-0.04330269870370778
5,19,4,G|a|q|c,0.7,107,107,1,68,133.06,5,1.0,0.0,0.6748903026020989,4.88916125385936,1.054519508278274,-0.03409387227588757
6,19,4,G|a|q|c,0.7,115,115,1,76,145.06,5,1.0,0.0,0.630486125408553,5.042681651841348,1.1593610019444633,-0.07910712795631336
7,19,4,G|a|q|c,0.7,47,47,1,78,151.91,5,1.0,0.0,0.6851395038683528,4.816738812095645,1.0336294227504152,0.059654662298053086
8,19,4,G|a|q|c,0.7,44,44,1,48,86.79,5,1.0,0.0,0.615802292939359,5.1338256989466196,1.1875758679937356,-0.03738172913114374
9,19,4,G|a|q|c,0.7,54,54,1,88,173.91,5,1.0,0.0,0.6954917183489492,4.831035110504573,1.0216384872347049,-0.05270913218107674
10,19,4,G|a|q|c,0.7,24,24,1,57,109.63,5,1.0,0.0,0.6162789325191068,5.261497945012672,1.185461579808331,-0.056101670130957466
11,19,4,G|a|q|c,0.7,169,169,1,83,166.63,5,1.0,0.0,0.6836969492224204,4.970849688397979,1.0370353652508575,-0.08592558810845344
12,19,4,G|a|q|c,0.7,97,80,0,201,409.86,5,1.0,0.0,0.05273768743497227,7.134713033917668,-1.3447074096419922,-1.1736965682015505
13,19,4,G|a|q|c,0.7,167,167,1,79,153.8,5,1.0,0.0,0.754879976240619,4.901191414693238,0.8994612272800098,-0.0449115960128456
14,19,4,G|a|q|c,0.7,29,29,1,62,119.32,5,1.0,0.0,0.6860702709157867,4.816999224263811,1.0319535236446524,-0.03101818909225326
15,19,4,G|a|q|c,0.7,176,176,1,89,177.1,5,1.0,0.0,0.7641206751035121,5.05268916575891,0.8952252268799405,-0.08203986571274668
16,19,4,G|a|q|c,0.7,236,213,0,201,388.53,5,1.0,0.0,0.02455588228380477,5.576548932543653,-0.3807027363487464,0.9509869298740655
17,19,4,G|a|q|c,0.7,78,78,1,67,125.25,5,1.0,0.0,0.7031428423852988,5.251375395464417,0.9975241054773433,-0.02066567039976788
18,19,4,G|a|q|c,0.7,236,236,1,53,93.66,5,1.0,0.0,0.7134752503021623,4.811972300795864,0.991453344056209,0.018963892669203744
19,19,4,G|a|q|c,0.7,93,93,1,95,179.16,5,1.0,0.0,0.7018929754408694,4.997968262343692,0.9897749125319377,0.050564431056088405
20,19,4,G|a|q|c,0.7,230,230,1,87,164.77,5,1.0,0.0,0.6911009357653408,5.240962552848545,1.0018211589415735,0.0407028876636853
21,19,4,G|a|q|c,0.7,123,23,0,154,268.03,5,1.0,0.0,0.011307852431913505,3.905027517177937,2.1183866193579375,-0.018709523156027592
22,19,4,G|a|q|c,0.7,239,230,0,201,387.58,5,1.0,0.0,0.7288331238165829,5.409406946348179,0.5256491694516924,0.2742696472998676
23,19,4,G|a|q|c,0.7,228,228,1,66,119.97,5,1.0,0.0,0.6837053914508748,5.151348948711438,1.0391083452182823,-0.008686001969311066
24,19,4,G|a|q|c,0.7,128,128,1,59,106.45,5,1.0,0.0,0.7606560594306071,5.212035513829476,0.8947431410853675,-0.04544300482280744
25,19,4,G|a|q|c,0.7,33,33,1,55,101.3,5,1.0,0.0,0.668645178070787,5.028767548991903,1.0718972248978504,0.033240908875067726
26,19,4,G|a|q|c,0.7,127,127,1,86,162.15,5,1.0,0.0,0.6477478003488005,4.840203108080992,1.1125789897480074,-0.06487224346469357
27,19,4,G|a|q|c,0.7,205,205,1,90,170.76,5,1.0,0.0,0.6822375142365985,4.985976054792343,1.0330831332751942,0.04534804118735134
28,19,4,G|a|q|c,0.7,90,90,1,60,110.77,5,1.0,0.0,0.7506077573259853,5.231981528957065,0.9014065686284313,0.05130598050589636
29,19,4,G|a|q|c,0.7,98,98,1,66,124.17,5,1.0,0.0,0.7082683813143189,4.762530532650824,0.9853395352794743,0.030584592720244802
30,19,4,G|a|q|c,0.7,181,181,1,58,105.49,5,1.0,0.0,0.6827587385860204,5.089313462537984,1.0513397934526156,-0.013361746980776934
31,19,4,G|a|q|c,0.7,165,165,1,100,189.64,5,1.0,0.0,0.6692331100223686,4.795779843590736,1.0657352943449918,-0.07349232066887496
32,19,4,G|a|q|c,0.7,73,73,1,62,115.63,5,1.0,0.0,0.7077611738893014,4.731507774267544,1.005458498778336,-0.06276588995945281
33,19,4,G|a|q|c,0.7,136,136,1,94,175.45,5,1.0,0.0,0.6461741387370094,4.964900476495319,1.113675521844127,-0.05214733303418162
34,19,4,G|a|q|c,0.7,246,246,1,89,156.08,5,1.0,0.0,0.6945704279698042,5.307914681912788,1.0159176665238725,-0.053695926794302316
35,19,4,G|a|q|c,0.7,182,182,1,56,92.13,5,1.0,0.0,0.6106637132885098,5.057622109336292,1.1874592357704818,0.001194577977907789
36,19,4,G|a|q|c,0.7,50,50,1,78,134.44,5,1.0,0.0,0.7561178215987535,4.830732061473474,0.8948250964781794,0.025154127174458217
37,19,4,G|a|q|c,0.7,252,252,1,69,116.68,5,1.0,0.0,0.667684262192622,4.802273602412838,1.0753916130255008,-0.03667024028366968
38,19,4,G|a|q|c,0.7,183,183,1,45,75.95,5,1.0,0.0,0.6885794087374538,4.985405268308611,1.0229648351044647,0.010022809073049503
39,19,4,G|a|q|c,0.7,44,44,1,52,91.17,5,1.0,0.0,0.6850720172404345,4.751001889672281,1.0293286104422656,0.017195236691105852
40,19,4,G|a|q|c,0.7,9,9,1,75,135.83,5,1.0,0.0,0.7120681212457239,5.039254126054964,0.9819042155401249,0.028936608660397323
41,19,4,G|a|q|c,0.7,226,30,0,201,363.92,5,1.0,0.0,0.023896729973700622,4.691538560474923,0.8734255005153699,-0.8633815507785677
42,19,4,G|a|q|c,0.7,188,188,1,75,135.31,5,1.0,0.0,0.6808516630681034,5.319668625733369,1.0320515361461604,0.06330499999476766
43,19,4,G|a|q|c,0.7,32,32,1,55,97.98,5,1.0,0.0,0.69974084630325,5.309728361720241,1.0020502543857401,-0.03403631918845005
